observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SeedArea(CO_321:1000144),SeedArea(CO_321:1000144).date,SeedLength(CO_321:1000146),SeedLength(CO_321:1000146).date,SeedWidth(CO_321:1000147),SeedWidth(CO_321:1000147).date
6,3292122,BS3,Barley_Spring_MTA,63406,https://doi.org/10.15454/JCKBFG,Gobernadora,BLOCK>PLOT,,,,,8,14,"BLOCK>PLOT:6,BLOCK:3",2015,68,2015-05-18T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.2,2015-11-20T01:00:00Z,8.6,2015-11-20T01:00:00Z,3.8,2015-11-20T01:00:00Z
5,3292259,BS3,Barley_Spring_MTA,63407,https://doi.org/10.15454/PMMT5K,Hazen,BLOCK>PLOT,,,,,15,8,"BLOCK>PLOT:5,BLOCK:5",2015,76,2015-05-26T02:00:00Z,67,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25,2015-10-26T01:00:00Z,8.7,2015-10-26T01:00:00Z,3.8,2015-10-26T01:00:00Z
32,3292328,BS3,Barley_Spring_MTA,63409,https://doi.org/10.15454/GARX8D,Kolla,BLOCK>PLOT,,,,,18,17,"BLOCK>PLOT:32,BLOCK:4",2015,76,2015-05-26T02:00:00Z,82,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.8,2015-10-28T01:00:00Z,10.7,2015-10-28T01:00:00Z,3.7,2015-10-28T01:00:00Z
27,3292228,BS3,Barley_Spring_MTA,63410,https://doi.org/10.15454/ZWLWYM,HID135,BLOCK>PLOT,,,,,13,17,"BLOCK>PLOT:27,BLOCK:4",2015,79,2015-05-29T02:00:00Z,70,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.1,2015-11-19T01:00:00Z,8.9,2015-11-19T01:00:00Z,3.3,2015-11-19T01:00:00Z
60,3292251,BS3,Barley_Spring_MTA,63411,https://doi.org/10.15454/6YODA3,Libra,BLOCK>PLOT,,,,,14,20,"BLOCK>PLOT:60,BLOCK:4",2015,79,2015-05-29T02:00:00Z,63,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.5,2015-11-20T01:00:00Z,9.4,2015-11-20T01:00:00Z,3.4,2015-11-20T01:00:00Z
34,3292484,BS3,Barley_Spring_MTA,63412,https://doi.org/10.15454/SI5SH3,Manley,BLOCK>PLOT,,,,,26,10,"BLOCK>PLOT:34,BLOCK:8",2015,71,2015-05-21T02:00:00Z,74,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.5,2015-10-19T02:00:00Z,9.3,2015-10-19T02:00:00Z,3.9,2015-10-19T02:00:00Z
36,3291999,BS3,Barley_Spring_MTA,63413,https://doi.org/10.15454/VXPTK7,Munsing,BLOCK>PLOT,,,,,2,11,"BLOCK>PLOT:36,BLOCK:2",2015,68,2015-05-18T02:00:00Z,57,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.3,2015-11-19T01:00:00Z,9.6,2015-11-19T01:00:00Z,3.4,2015-11-19T01:00:00Z
38,3292491,BS3,Barley_Spring_MTA,63413,https://doi.org/10.15454/VXPTK7,Munsing,BLOCK>PLOT,,,,,26,17,"BLOCK>PLOT:38,BLOCK:9",2015,69,2015-05-19T02:00:00Z,56,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,17.4,2015-10-21T02:00:00Z,7,2015-10-21T02:00:00Z,3.1,2015-10-21T02:00:00Z
36,3292125,BS3,Barley_Spring_MTA,63414,https://doi.org/10.15454/TUUMLC,Sacasco 1,BLOCK>PLOT,,,,,8,17,"BLOCK>PLOT:36,BLOCK:3",2015,66,2015-05-16T02:00:00Z,73,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.3,2015-11-19T01:00:00Z,10.7,2015-11-19T01:00:00Z,3.5,2015-11-19T01:00:00Z
52,3292120,BS3,Barley_Spring_MTA,63415,https://doi.org/10.15454/WIK5DE,Sanalta,BLOCK>PLOT,,,,,8,12,"BLOCK>PLOT:52,BLOCK:2",2015,76,2015-05-26T02:00:00Z,96,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.1,2015-11-20T01:00:00Z,9.5,2015-11-20T01:00:00Z,3.6,2015-11-20T01:00:00Z
24,3292274,BS3,Barley_Spring_MTA,63416,https://doi.org/10.15454/FK2YM5,HOR 930,BLOCK>PLOT,,,,,16,3,"BLOCK>PLOT:24,BLOCK:6",2015,76,2015-05-26T02:00:00Z,70,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.3,2015-10-26T01:00:00Z,9.5,2015-10-26T01:00:00Z,3.8,2015-10-26T01:00:00Z
15,3292416,BS3,Barley_Spring_MTA,63417,https://doi.org/10.15454/UBLXNK,Unitan,BLOCK>PLOT,,,,,23,2,"BLOCK>PLOT:15,BLOCK:7",2015,76,2015-05-26T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.2,2015-11-04T01:00:00Z,10.3,2015-11-04T01:00:00Z,3.7,2015-11-04T01:00:00Z
44,3292370,BS3,Barley_Spring_MTA,63419,https://doi.org/10.15454/PGDZSM,Aramier,BLOCK>PLOT,,,,,20,18,"BLOCK>PLOT:44,BLOCK:4",2015,74,2015-05-24T02:00:00Z,67,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,30.9,2015-10-28T01:00:00Z,11.6,2015-10-28T01:00:00Z,3.7,2015-10-28T01:00:00Z
34,3292032,BS3,Barley_Spring_MTA,63420,https://doi.org/10.15454/ECVMDD,Beatrice,BLOCK>PLOT,,,,,4,4,"BLOCK>PLOT:34,BLOCK:1",2015,69,2015-05-19T02:00:00Z,69,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24,2015-11-19T01:00:00Z,8.4,2015-11-19T01:00:00Z,3.9,2015-11-19T01:00:00Z
55,3292107,BS3,Barley_Spring_MTA,63421,https://doi.org/10.15454/VOH0XU,Beka,BLOCK>PLOT,,,,,7,19,"BLOCK>PLOT:55,BLOCK:3",2015,70,2015-05-20T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24,2015-11-20T01:00:00Z,9.4,2015-11-20T01:00:00Z,3.5,2015-11-20T01:00:00Z
14,3292396,BS3,Barley_Spring_MTA,63422,https://doi.org/10.15454/YEB0SF,Bielik,BLOCK>PLOT,,,,,22,2,"BLOCK>PLOT:14,BLOCK:7",2015,79,2015-05-29T02:00:00Z,72,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.9,2015-11-02T01:00:00Z,10,2015-11-02T01:00:00Z,3.2,2015-11-02T01:00:00Z
12,3292213,BS3,Barley_Spring_MTA,63423,https://doi.org/10.15454/YGJVTQ,Blenheim,BLOCK>PLOT,,,,,13,2,"BLOCK>PLOT:12,BLOCK:6",2015,81,2015-05-31T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,20.4,2015-11-19T01:00:00Z,8.1,2015-11-19T01:00:00Z,3.3,2015-11-19T01:00:00Z
11,3292023,BS3,Barley_Spring_MTA,63424,https://doi.org/10.15454/YQEI0M,Gambrinus,BLOCK>PLOT,,,,,3,15,"BLOCK>PLOT:11,BLOCK:3",2015,76,2015-05-26T02:00:00Z,66,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,,,,,,
65,3292351,BS3,Barley_Spring_MTA,63425,https://doi.org/10.15454/UGMNGP,Carlsberg II,BLOCK>PLOT,,,,,19,20,"BLOCK>PLOT:65,BLOCK:4",2015,80,2015-05-30T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,32.4,2015-10-28T01:00:00Z,11.2,2015-10-28T01:00:00Z,3.9,2015-10-28T01:00:00Z
62,3291995,BS3,Barley_Spring_MTA,63426,https://doi.org/10.15454/41LNYW,Ceres,BLOCK>PLOT,,,,,2,7,"BLOCK>PLOT:62,BLOCK:1",2015,76,2015-05-26T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.3,2015-11-20T01:00:00Z,9.4,2015-11-20T01:00:00Z,3.9,2015-11-20T01:00:00Z
8,3292109,BS3,Barley_Spring_MTA,63429,https://doi.org/10.15454/0LIE2L,Sixtine,BLOCK>PLOT,,,,,8,1,"BLOCK>PLOT:8,BLOCK:1",2015,74,2015-05-24T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.3,2015-11-19T01:00:00Z,8.4,2015-11-19T01:00:00Z,3.7,2015-11-19T01:00:00Z
11,3291968,BS3,Barley_Spring_MTA,63430,https://doi.org/10.15454/FGGXLY,Georgie,BLOCK>PLOT,,,,,1,2,"BLOCK>PLOT:11,BLOCK:1",2015,70,2015-05-20T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,33.2,2015-11-19T01:00:00Z,12.5,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
28,3292559,BS3,Barley_Spring_MTA,63433,https://doi.org/10.15454/FUKNQU,Grit,BLOCK>PLOT,,,,,30,9,"BLOCK>PLOT:28,BLOCK:8",2015,79,2015-05-29T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,35.2,2015-10-19T02:00:00Z,13.2,2015-10-19T02:00:00Z,3.9,2015-10-19T02:00:00Z
19,3292382,BS3,Barley_Spring_MTA,63434,https://doi.org/10.15454/AUCRYY,Gryf,BLOCK>PLOT,,,,,21,9,"BLOCK>PLOT:19,BLOCK:8",2015,80,2015-05-30T02:00:00Z,77,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.4,2015-10-28T01:00:00Z,9.5,2015-10-28T01:00:00Z,4,2015-10-28T01:00:00Z
56,3292453,BS3,Barley_Spring_MTA,63434,https://doi.org/10.15454/AUCRYY,Gryf,BLOCK>PLOT,,,,,24,19,"BLOCK>PLOT:56,BLOCK:9",2015,78,2015-05-28T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29,2015-11-02T01:00:00Z,10,2015-11-02T01:00:00Z,3.9,2015-11-02T01:00:00Z
9,3292513,BS3,Barley_Spring_MTA,63435,https://doi.org/10.15454/YKEUVV,Haisa II,BLOCK>PLOT,,,,,28,1,"BLOCK>PLOT:9,BLOCK:7",2015,76,2015-05-26T02:00:00Z,79,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,31.5,2015-10-27T01:00:00Z,10.7,2015-10-27T01:00:00Z,4,2015-10-27T01:00:00Z
49,3292459,BS3,Barley_Spring_MTA,63436,https://doi.org/10.15454/K5MRCI,Hebe,BLOCK>PLOT,,,,,25,5,"BLOCK>PLOT:49,BLOCK:7",2015,74,2015-05-24T02:00:00Z,72,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.9,2015-11-20T01:00:00Z,10.8,2015-11-20T01:00:00Z,3.5,2015-11-20T01:00:00Z
25,3292261,BS3,Barley_Spring_MTA,63437,https://doi.org/10.15454/PJVUKB,Hunter,BLOCK>PLOT,,,,,15,10,"BLOCK>PLOT:25,BLOCK:5",2015,80,2015-05-30T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.2,2015-10-28T01:00:00Z,8.5,2015-10-28T01:00:00Z,3.7,2015-10-28T01:00:00Z
12,3292564,BS3,Barley_Spring_MTA,63437,https://doi.org/10.15454/PJVUKB,Hunter,BLOCK>PLOT,,,,,30,14,"BLOCK>PLOT:12,BLOCK:9",2015,79,2015-05-29T02:00:00Z,76,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.7,2015-10-19T02:00:00Z,9.8,2015-10-19T02:00:00Z,3.6,2015-10-19T02:00:00Z
25,3292104,BS3,Barley_Spring_MTA,63438,https://doi.org/10.15454/8FRZW6,HOR7531,BLOCK>PLOT,,,,,7,16,"BLOCK>PLOT:25,BLOCK:3",2015,76,2015-05-26T02:00:00Z,77,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.4,2015-11-20T01:00:00Z,9.4,2015-11-20T01:00:00Z,3.4,2015-11-20T01:00:00Z
66,3292359,BS3,Barley_Spring_MTA,63441,https://doi.org/10.15454/NNBW3I,"Mansholt, zweizeilig",BLOCK>PLOT,,,,,20,7,"BLOCK>PLOT:66,BLOCK:6",2015,76,2015-05-26T02:00:00Z,76,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.7,2015-10-28T01:00:00Z,9.8,2015-10-28T01:00:00Z,3.4,2015-10-28T01:00:00Z
54,3292244,BS3,Barley_Spring_MTA,63443,https://doi.org/10.15454/WQW8H5,Mette,BLOCK>PLOT,,,,,14,13,"BLOCK>PLOT:54,BLOCK:5",2015,74,2015-05-24T02:00:00Z,59,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.4,2015-11-04T01:00:00Z,8.5,2015-11-04T01:00:00Z,3.8,2015-11-04T01:00:00Z
21,3292307,BS3,Barley_Spring_MTA,63444,https://doi.org/10.15454/NCBPEC,MFB 104,BLOCK>PLOT,,,,,17,16,"BLOCK>PLOT:21,BLOCK:4",2015,76,2015-05-26T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,21.5,2015-10-28T01:00:00Z,8,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z
38,3292560,BS3,Barley_Spring_MTA,63445,https://doi.org/10.15454/4GCSR9,MK 42,BLOCK>PLOT,,,,,30,10,"BLOCK>PLOT:38,BLOCK:8",2015,76,2015-05-26T02:00:00Z,77,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.6,2015-10-19T02:00:00Z,9.5,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z
43,3292349,BS3,Barley_Spring_MTA,63446,https://doi.org/10.15454/GWOQWH,Nancy,BLOCK>PLOT,,,,,19,18,"BLOCK>PLOT:43,BLOCK:4",2015,76,2015-05-26T02:00:00Z,63,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.3,2015-11-20T01:00:00Z,10.5,2015-11-20T01:00:00Z,3.4,2015-11-20T01:00:00Z
21,3292181,BS3,Barley_Spring_MTA,63447,https://doi.org/10.15454/BK9VJX,Natasha,BLOCK>PLOT,,,,,11,10,"BLOCK>PLOT:21,BLOCK:5",2015,84,2015-06-03T02:00:00Z,58,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.6,2015-12-01T01:00:00Z,9,2015-12-01T01:00:00Z,3.9,2015-12-01T01:00:00Z
40,3292236,BS3,Barley_Spring_MTA,63448,https://doi.org/10.15454/AQZS9N,Ortolan,BLOCK>PLOT,,,,,14,5,"BLOCK>PLOT:40,BLOCK:6",2015,76,2015-05-26T02:00:00Z,72,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.5,2015-11-20T01:00:00Z,10.5,2015-11-20T01:00:00Z,3.5,2015-11-20T01:00:00Z
56,3292284,BS3,Barley_Spring_MTA,63452,https://doi.org/10.15454/PAXTAF,Plumage Archer,BLOCK>PLOT,,,,,16,13,"BLOCK>PLOT:56,BLOCK:5",2015,76,2015-05-26T02:00:00Z,79,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,32.9,2015-10-26T01:00:00Z,12.2,2015-10-26T01:00:00Z,3.8,2015-10-26T01:00:00Z
8,3292494,BS3,Barley_Spring_MTA,63453,https://doi.org/10.15454/0LMP96,Probstdorfer Adorra,BLOCK>PLOT,,,,,27,1,"BLOCK>PLOT:8,BLOCK:7",2015,71,2015-05-21T02:00:00Z,76,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.1,2015-10-21T02:00:00Z,10,2015-10-21T02:00:00Z,3.4,2015-10-21T02:00:00Z
24,3292483,BS3,Barley_Spring_MTA,63455,https://doi.org/10.15454/XSGZIO,Quantum,BLOCK>PLOT,,,,,26,9,"BLOCK>PLOT:24,BLOCK:8",2015,70,2015-05-20T02:00:00Z,67,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,31.8,2015-11-30T01:00:00Z,14.9,2015-11-30T01:00:00Z,2.8,2015-11-30T01:00:00Z
39,3292342,BS3,Barley_Spring_MTA,63457,https://doi.org/10.15454/LPJEXC,Salome,BLOCK>PLOT,,,,,19,11,"BLOCK>PLOT:39,BLOCK:5",2015,79,2015-05-29T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.5,2015-11-04T01:00:00Z,9.2,2015-11-04T01:00:00Z,4.1,2015-11-04T01:00:00Z
65,3292345,BS3,Barley_Spring_MTA,63458,https://doi.org/10.15454/TYNZA5,Sõrla,BLOCK>PLOT,,,,,19,14,"BLOCK>PLOT:65,BLOCK:5",2015,74,2015-05-24T02:00:00Z,68,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29,2015-11-04T01:00:00Z,10.2,2015-11-04T01:00:00Z,3.8,2015-11-04T01:00:00Z
28,3292038,BS3,Barley_Spring_MTA,63459,https://doi.org/10.15454/STLPCW,Sissy,BLOCK>PLOT,,,,,4,10,"BLOCK>PLOT:28,BLOCK:2",2015,67,2015-05-17T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29.7,2015-11-20T01:00:00Z,10.6,2015-11-20T01:00:00Z,3.8,2015-11-20T01:00:00Z
3,3292395,BS3,Barley_Spring_MTA,63461,https://doi.org/10.15454/0YVG6G,Spratt Archer,BLOCK>PLOT,,,,,22,1,"BLOCK>PLOT:3,BLOCK:7",2015,85,2015-06-04T02:00:00Z,73,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.9,2015-11-02T01:00:00Z,9.4,2015-11-02T01:00:00Z,3.6,2015-11-02T01:00:00Z
59,3292512,BS3,Barley_Spring_MTA,63461,https://doi.org/10.15454/0YVG6G,Spratt Archer,BLOCK>PLOT,,,,,27,19,"BLOCK>PLOT:59,BLOCK:9",2015,85,2015-06-04T02:00:00Z,80,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29.4,2015-10-26T01:00:00Z,9.3,2015-10-26T01:00:00Z,4.3,2015-10-26T01:00:00Z
18,3292476,BS3,Barley_Spring_MTA,63467,https://doi.org/10.15454/TVCWOJ,Valticky,BLOCK>PLOT,,,,,26,2,"BLOCK>PLOT:18,BLOCK:7",2015,70,2015-05-20T02:00:00Z,71,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.5,2015-10-28T01:00:00Z,8.4,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z
32,3291992,BS3,Barley_Spring_MTA,63468,https://doi.org/10.15454/6WDZJE,Varunda,BLOCK>PLOT,,,,,2,4,"BLOCK>PLOT:32,BLOCK:1",2015,74,2015-05-24T02:00:00Z,69,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,21.2,2015-11-20T01:00:00Z,7.6,2015-11-20T01:00:00Z,3.6,2015-11-20T01:00:00Z
26,3292521,BS3,Barley_Spring_MTA,63469,https://doi.org/10.15454/MPG9JY,Volga,BLOCK>PLOT,,,,,28,9,"BLOCK>PLOT:26,BLOCK:8",2015,76,2015-05-26T02:00:00Z,72,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.5,2015-10-21T02:00:00Z,9.7,2015-10-21T02:00:00Z,3.7,2015-10-21T02:00:00Z
37,3292302,BS3,Barley_Spring_MTA,63472,https://doi.org/10.15454/P4WVYY,Archer,BLOCK>PLOT,,,,,17,11,"BLOCK>PLOT:37,BLOCK:5",2015,89,2015-06-08T02:00:00Z,79,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.2,2015-10-27T01:00:00Z,10.1,2015-10-27T01:00:00Z,3.4,2015-10-27T01:00:00Z
41,3292548,BS3,Barley_Spring_MTA,63472,https://doi.org/10.15454/P4WVYY,Archer,BLOCK>PLOT,,,,,29,17,"BLOCK>PLOT:41,BLOCK:9",2015,90,2015-06-09T02:00:00Z,85,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,30.9,2015-10-26T01:00:00Z,11.7,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z
36,3292072,BS3,Barley_Spring_MTA,63473,https://doi.org/10.15454/YFOGAB,Chevallier,BLOCK>PLOT,,,,,6,4,"BLOCK>PLOT:36,BLOCK:1",2015,74,2015-05-24T02:00:00Z,82,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.5,2015-11-19T01:00:00Z,9.1,2015-11-19T01:00:00Z,3.9,2015-11-19T01:00:00Z
34,3292356,BS3,Barley_Spring_MTA,63474,https://doi.org/10.15454/S0LWHK,Goldfoil,BLOCK>PLOT,,,,,20,4,"BLOCK>PLOT:34,BLOCK:7",2015,74,2015-05-24T02:00:00Z,82,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.8,2015-10-28T01:00:00Z,8.8,2015-10-28T01:00:00Z,3.8,2015-10-28T01:00:00Z
64,3292487,BS3,Barley_Spring_MTA,63475,https://doi.org/10.15454/EESZEO,Hana,BLOCK>PLOT,,,,,26,13,"BLOCK>PLOT:64,BLOCK:8",2015,75,2015-05-25T02:00:00Z,67,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29.1,2015-10-19T02:00:00Z,9.7,2015-10-19T02:00:00Z,4.1,2015-10-19T02:00:00Z
25,3292430,BS3,Barley_Spring_MTA,63475,https://doi.org/10.15454/EESZEO,Hana,BLOCK>PLOT,,,,,23,16,"BLOCK>PLOT:25,BLOCK:9",2015,74,2015-05-24T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.6,2015-11-19T01:00:00Z,9.6,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
53,3292330,BS3,Barley_Spring_MTA,63476,https://doi.org/10.15454/CB9L0A,Heils Franken,BLOCK>PLOT,,,,,18,19,"BLOCK>PLOT:53,BLOCK:4",2015,74,2015-05-24T02:00:00Z,76,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.2,2015-10-28T01:00:00Z,11.8,2015-10-28T01:00:00Z,3.4,2015-10-28T01:00:00Z
8,3292519,BS3,Barley_Spring_MTA,63477,https://doi.org/10.15454/0GRQ1V,Kwassitzer Hanna,BLOCK>PLOT,,,,,28,7,"BLOCK>PLOT:8,BLOCK:8",2015,76,2015-05-26T02:00:00Z,88,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29.2,2015-10-26T01:00:00Z,10.9,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z
27,3292091,BS3,Barley_Spring_MTA,63478,https://doi.org/10.15454/85I60N,Pammers Hohenauer Vollkorn,BLOCK>PLOT,,,,,7,3,"BLOCK>PLOT:27,BLOCK:1",2015,74,2015-05-24T02:00:00Z,74,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24,2015-11-04T01:00:00Z,8.1,2015-11-04T01:00:00Z,3.9,2015-11-04T01:00:00Z
16,3292449,BS3,Barley_Spring_MTA,63478,https://doi.org/10.15454/85I60N,Pammers Hohenauer Vollkorn,BLOCK>PLOT,,,,,24,15,"BLOCK>PLOT:16,BLOCK:9",2015,74,2015-05-24T02:00:00Z,82,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.1,2015-11-20T01:00:00Z,10.3,2015-11-20T01:00:00Z,3.5,2015-11-20T01:00:00Z
42,3292046,BS3,Barley_Spring_MTA,63479,https://doi.org/10.15454/TATUBW,Pflugs Intensiv,BLOCK>PLOT,,,,,4,18,"BLOCK>PLOT:42,BLOCK:3",2015,74,2015-05-24T02:00:00Z,78,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.6,2015-11-19T01:00:00Z,9.4,2015-11-19T01:00:00Z,3.6,2015-11-19T01:00:00Z
31,3292235,BS3,Barley_Spring_MTA,63480,https://doi.org/10.15454/IYFZZN,Plumage,BLOCK>PLOT,,,,,14,4,"BLOCK>PLOT:31,BLOCK:6",2015,76,2015-05-26T02:00:00Z,76,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,34.5,2015-12-01T01:00:00Z,14.5,2015-12-01T01:00:00Z,3.2,2015-12-01T01:00:00Z
48,3292323,BS3,Barley_Spring_MTA,63481,https://doi.org/10.15454/ZMDPCM,Probsteiner Landgerste,BLOCK>PLOT,,,,,18,12,"BLOCK>PLOT:48,BLOCK:5",2015,79,2015-05-29T02:00:00Z,74,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29.6,2015-10-26T01:00:00Z,10.4,2015-10-26T01:00:00Z,3.8,2015-10-26T01:00:00Z
50,3292479,BS3,Barley_Spring_MTA,63482,https://doi.org/10.15454/QMEAAO,Slovensky 802,BLOCK>PLOT,,,,,26,5,"BLOCK>PLOT:50,BLOCK:7",2015,71,2015-05-21T02:00:00Z,79,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.8,2015-11-30T01:00:00Z,8.6,2015-11-30T01:00:00Z,3.7,2015-11-30T01:00:00Z
42,3292329,BS3,Barley_Spring_MTA,63484,https://doi.org/10.15454/JIEION,Turquoise,BLOCK>PLOT,,,,,18,18,"BLOCK>PLOT:42,BLOCK:4",2015,79,2015-05-29T02:00:00Z,79,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.3,2015-10-26T01:00:00Z,9.7,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z
7,3292142,BS3,Barley_Spring_MTA,63486,https://doi.org/10.15454/RTFY37,Pomo,BLOCK>PLOT,,,,,9,14,"BLOCK>PLOT:7,BLOCK:3",2015,71,2015-05-21T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.7,2015-11-30T01:00:00Z,8.9,2015-11-30T01:00:00Z,4,2015-11-30T01:00:00Z
46,3292000,BS3,Barley_Spring_MTA,63487,https://doi.org/10.15454/BH0R2S,Bigo,BLOCK>PLOT,,,,,2,12,"BLOCK>PLOT:46,BLOCK:2",2015,71,2015-05-21T02:00:00Z,72,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.9,2015-11-19T01:00:00Z,9.3,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
58,3292041,BS3,Barley_Spring_MTA,63489,https://doi.org/10.15454/EQOSWB,Belogorskij,BLOCK>PLOT,,,,,4,13,"BLOCK>PLOT:58,BLOCK:2",2015,78,2015-05-28T02:00:00Z,80,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.9,2015-11-30T01:00:00Z,10.3,2015-11-30T01:00:00Z,3.7,2015-11-30T01:00:00Z
37,3292229,BS3,Barley_Spring_MTA,63490,https://doi.org/10.15454/KYAM6M,Viking,BLOCK>PLOT,,,,,13,18,"BLOCK>PLOT:37,BLOCK:4",2015,76,2015-05-26T02:00:00Z,68,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.6,2015-11-19T01:00:00Z,9.8,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
10,3292286,BS3,Barley_Spring_MTA,63491,https://doi.org/10.15454/ZGU21F,Risk,BLOCK>PLOT,,,,,16,15,"BLOCK>PLOT:10,BLOCK:4",2015,69,2015-05-19T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.7,2015-10-26T01:00:00Z,8.7,2015-10-26T01:00:00Z,3.6,2015-10-26T01:00:00Z
