observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,Drought,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,AwnRoughness(WIPO:0000274),AwnRoughness(WIPO:0000274).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleLength(WIPO:0000278),PeduncleLength(WIPO:0000278).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-206BLOCK10PLOT47,3033771,WW5,Wheat_Winter_TUR,48241,https://doi.org/10.15454/TFUSID,TRI 6669,VIRTUAL_TRIAL,,,,,10,45,,Irrigated,2015,"4,25",,"2,3",,"0,5905587669",,"35,8479532164",,196,2015-05-27T02:00:00Z,97,,33,,1,,"10,7",
ww-321BLOCK7PLOT64,3033537,WW5,Wheat_Winter_TUR,21926,https://doi.org/10.15454/ITHPRY,ARCHE,VIRTUAL_TRIAL,,,,,14,28,,Irrigated,2015,,,,,,,,,192,2015-05-23T02:00:00Z,70,,"16,5",,1,,,
ww-321BLOCK2PLOT12,3032670,WW5,Wheat_Winter_TUR,21926,https://doi.org/10.15454/ITHPRY,ARCHE,VIRTUAL_TRIAL,,,,,1,12,,Rainfed,2015,"4,65",,"2,3",,"0,774291498",,"39,4329896907",,42150,2015-05-28T02:00:00Z,78,,18,,2,2014-11-12T01:00:00Z,"7,1",
ww-376BLOCK10PLOT19,3033085,WW5,Wheat_Winter_TUR,23252,https://doi.org/10.15454/ICR80H,KENYA 350,VIRTUAL_TRIAL,,,,,10,41,,Rainfed,2015,"1,5",,"1,208",,"0,7423312883",,"43,2142857143",,42143,2015-05-21T02:00:00Z,110,,36,,2,2014-11-12T01:00:00Z,"8,2",
ww-376BLOCK5PLOT48,3032612,WW5,Wheat_Winter_TUR,23252,https://doi.org/10.15454/ICR80H,KENYA 350,VIRTUAL_TRIAL,,,,,13,7,,Rainfed,2015,,,,,,,,,42145,2015-05-21T02:00:00Z,104,,34,,2,2014-11-12T01:00:00Z,,
ww-376BLOCK6PLOT17,3033312,WW5,Wheat_Winter_TUR,23252,https://doi.org/10.15454/ICR80H,KENYA 350,VIRTUAL_TRIAL,,,,,13,12,,Irrigated,2015,"2,85",,"1,2",,"0,7195530726",,"31,568627451",,192,2015-05-23T02:00:00Z,79,,43,,1,,"6,9",
ww-420BLOCK1PLOT18,3032547,WW5,Wheat_Winter_TUR,24401,https://doi.org/10.15454/VC2JEI,TAFERSTAT,VIRTUAL_TRIAL,,,,,4,3,,Rainfed,2015,"3,375",,"1,2",,"0,6592489569",,"44,7169811321",,193,2015-05-24T02:00:00Z,"85,5",,29,,2,2014-11-12T01:00:00Z,"7,375",
ww-420BLOCK2PLOT38,3033347,WW5,Wheat_Winter_TUR,24401,https://doi.org/10.15454/VC2JEI,TAFERSTAT,VIRTUAL_TRIAL,,,,,6,15,,Irrigated,2015,"2,25",,"2,3",,"0,7357555739",,"41,6355140187",,194,2015-05-25T02:00:00Z,"64,5",,"21,5",,1,,"6,9",
ww-064BLOCK10PLOT15,3033074,WW5,Wheat_Winter_TUR,25784,https://doi.org/10.15454/RFXZI8,SARATOVSKAIA 29,VIRTUAL_TRIAL,,,,,13,40,,Rainfed,2015,,,,,,,,,42149,2015-05-27T02:00:00Z,93,,30,,2,2014-11-12T01:00:00Z,,
ww-064BLOCK4PLOT32,3032969,WW5,Wheat_Winter_TUR,25784,https://doi.org/10.15454/RFXZI8,SARATOVSKAIA 29,VIRTUAL_TRIAL,,,,,6,33,,Rainfed,2015,,,,,"0,7490729295",,"35,6470588235",,42151,2015-05-28T02:00:00Z,"124,5",,30,,2,2014-11-12T01:00:00Z,"8,5",
ww-064BLOCK8PLOT5,3033549,WW5,Wheat_Winter_TUR,25784,https://doi.org/10.15454/RFXZI8,SARATOVSKAIA 29,VIRTUAL_TRIAL,,,,,12,29,,Irrigated,2015,,,,,"0,7321549966",,"47,0305676856",,194,2015-05-25T02:00:00Z,119,,46,,1,,"10,4",
ww-457BLOCK10PLOT9,3033061,WW5,Wheat_Winter_TUR,26170,https://doi.org/10.15454/BHHRUY,PUNJAB TYPE 24,VIRTUAL_TRIAL,,,,,14,39,,Rainfed,2015,,,,,"0,6335963923",,"38,4931506849",,42143,2015-05-21T02:00:00Z,91,,25,,1,2014-11-12T01:00:00Z,"9,6",
ww-457BLOCK2PLOT15,3032673,WW5,Wheat_Winter_TUR,26170,https://doi.org/10.15454/BHHRUY,PUNJAB TYPE 24,VIRTUAL_TRIAL,,,,,4,12,,Rainfed,2015,,,,,"0,7317487267",,"43,9795918367",,42145,2015-05-23T02:00:00Z,99,,32,,2,2014-11-12T01:00:00Z,8,
ww-457BLOCK6PLOT66,3033411,WW5,Wheat_Winter_TUR,26170,https://doi.org/10.15454/BHHRUY,PUNJAB TYPE 24,VIRTUAL_TRIAL,,,,,14,19,,Irrigated,,,,,,,,,,,,,,,,,,,
ww-458BLOCK1PLOT9,3032531,WW5,Wheat_Winter_TUR,26174,https://doi.org/10.15454/2UMEUA,PUNJAB TYPE 15,VIRTUAL_TRIAL,,,,,2,2,,Rainfed,2015,3,,"1,2",,"0,5817610063",,"26,4285714286",,193,2015-05-24T02:00:00Z,83,,20,,2,2014-11-12T01:00:00Z,"5,2",
ww-458BLOCK4PLOT65,3033669,WW5,Wheat_Winter_TUR,26174,https://doi.org/10.15454/2UMEUA,PUNJAB TYPE 15,VIRTUAL_TRIAL,,,,,6,38,,Irrigated,2015,"3,2",,"2,3",,"0,7772795217",,"38,8059701493",,191,2015-05-22T02:00:00Z,65,,"13,5",,2,,"5,4",
ww-487BLOCK7PLOT42,3032864,WW5,Wheat_Winter_TUR,26171,https://doi.org/10.15454/MLTPOB,PUNJAB TYPE 18,VIRTUAL_TRIAL,,,,,13,25,,Rainfed,2015,,,,,,,,,42146,2015-05-22T02:00:00Z,100,,20,,2,2014-11-12T01:00:00Z,,
ww-487BLOCK8PLOT7,3033560,WW5,Wheat_Winter_TUR,26171,https://doi.org/10.15454/MLTPOB,PUNJAB TYPE 18,VIRTUAL_TRIAL,,,,,9,30,,Irrigated,2015,,,,,"0,7122117848",,"38,7906976744",,188,2015-05-19T02:00:00Z,86,,24,,2,,9,
ww-342BLOCK1PLOT25,3032561,WW5,Wheat_Winter_TUR,22513,https://doi.org/10.15454/EOFJLT,CORIN,VIRTUAL_TRIAL,,,,,4,4,,Rainfed,2015,"0,5",,1,,"0,7633711507",,"42,8181818182",,195,2015-05-26T02:00:00Z,91,,31,,2,2014-11-12T01:00:00Z,"8,4",
ww-342BLOCK7PLOT60,3033533,WW5,Wheat_Winter_TUR,22513,https://doi.org/10.15454/EOFJLT,CORIN,VIRTUAL_TRIAL,,,,,10,28,,Irrigated,2015,,,,,"0,7478318879",,"39,3333333333",,193,2015-05-24T02:00:00Z,66,,24,,1,,"10,2",
ww-377BLOCK7PLOT21,3032822,WW5,Wheat_Winter_TUR,23272,https://doi.org/10.15454/CROGA7,KIRAC 66,VIRTUAL_TRIAL,,,,,13,22,,Rainfed,2015,,,,,,,,,42145,2015-05-23T02:00:00Z,"101,5",,32,,2,2014-11-12T01:00:00Z,,
ww-377BLOCK6PLOT22,3033324,WW5,Wheat_Winter_TUR,23272,https://doi.org/10.15454/CROGA7,KIRAC 66,VIRTUAL_TRIAL,,,,,11,13,,Irrigated,2015,"3,2",,"2,3",,"0,7330016584",,"42,7053140097",,192,2015-05-23T02:00:00Z,"98,5",,"39,5",,1,,"11,9",
ww-377BLOCK10PLOT27,3033730,WW5,Wheat_Winter_TUR,23272,https://doi.org/10.15454/CROGA7,KIRAC 66,VIRTUAL_TRIAL,,,,,11,42,,Irrigated,2015,"2,9",,"2,3",,"0,7067108534",,"40,2358490566",,195,2015-05-26T02:00:00Z,"88,5",,"36,5",,1,,"12,2",
ww-386BLOCK8PLOT7,3032930,WW5,Wheat_Winter_TUR,23505,https://doi.org/10.15454/QPWUV1,MARS DE SUEDE ROUGE BARBU,VIRTUAL_TRIAL,,,,,9,30,,Rainfed,2015,"4,6875",,"2,3",,"0,6666666667",,"26,1538461538",,42157,2015-06-03T02:00:00Z,"111,5",,28,,2,2014-11-12T01:00:00Z,"7,5",
ww-386BLOCK1PLOT41,3033221,WW5,Wheat_Winter_TUR,23505,https://doi.org/10.15454/QPWUV1,MARS DE SUEDE ROUGE BARBU,VIRTUAL_TRIAL,,,,,6,6,,Irrigated,2015,"3,7",,"2,3",,"0,5962085308",,"28,7214611872",,197,2015-05-28T02:00:00Z,116,,36,,2,,"12,8",
ww-391BLOCK5PLOT53,3032624,WW5,Wheat_Winter_TUR,23534,https://doi.org/10.15454/9NOFI6,MELCHIOR,VIRTUAL_TRIAL,,,,,11,8,,Rainfed,2015,2,,1,,"0,6097560976",,25,,42155,2015-05-31T02:00:00Z,"92,5",,33,,3,2014-11-12T01:00:00Z,9,
ww-391BLOCK3PLOT2,3033412,WW5,Wheat_Winter_TUR,23534,https://doi.org/10.15454/9NOFI6,MELCHIOR,VIRTUAL_TRIAL,,,,,1,20,,Irrigated,2015,,,,,"0,6906906907",,"40,0696864111",,197,2015-05-28T02:00:00Z,98,,31,,2,,"12,9",
ww-168BLOCK2PLOT17,3032675,WW5,Wheat_Winter_TUR,48105,https://doi.org/10.15454/FVRR9Y,MIKON,VIRTUAL_TRIAL,,,,,6,12,,Rainfed,2015,1,,"1,2",,"0,8081100652",,"43,59375",,42154,2015-06-01T02:00:00Z,"82,5",,31,,2,2014-11-12T01:00:00Z,"11,25",
ww-168BLOCK7PLOT66,3033551,WW5,Wheat_Winter_TUR,48105,https://doi.org/10.15454/FVRR9Y,MIKON,VIRTUAL_TRIAL,,,,,14,29,,Irrigated,2015,"2,9",,"2,3",,"0,7378167641",,"39,8421052632",,196,2015-05-27T02:00:00Z,71,,21,,1,,"8,2",
ww-300BLOCK1PLOT64,3032646,WW5,Wheat_Winter_TUR,23781,https://doi.org/10.15454/L6WVMR,NYU BAY,VIRTUAL_TRIAL,,,,,5,10,,Rainfed,2015,,,,,"0,7921146953",,26,,42148,2015-05-24T02:00:00Z,"112,5",,26,,2,2014-11-12T01:00:00Z,"6,8",
ww-300BLOCK8PLOT35,3033616,WW5,Wheat_Winter_TUR,23781,https://doi.org/10.15454/L6WVMR,NYU BAY,VIRTUAL_TRIAL,,,,,9,34,,Irrigated,2015,,,,,"0,7729468599",,"25,9459459459",,187,2015-05-18T02:00:00Z,98,,31,,2,,"8,8",
ww-413BLOCK9PLOT39,3033119,WW5,Wheat_Winter_TUR,24069,https://doi.org/10.15454/NL7OHL,REDMAN,VIRTUAL_TRIAL,,,,,2,44,,Rainfed,2015,,,,,"0,6940639269",,"39,652173913",,42147,2015-05-23T02:00:00Z,102,,38,,2,2014-11-12T01:00:00Z,"8,8",
ww-413BLOCK3PLOT64,3032900,WW5,Wheat_Winter_TUR,24069,https://doi.org/10.15454/NL7OHL,REDMAN,VIRTUAL_TRIAL,,,,,7,28,,Rainfed,2015,"0,5",,"1,2",,"0,7345132743",,"36,3503649635",,42148,2015-05-24T02:00:00Z,"84,5",,21,,1,2014-11-12T01:00:00Z,"8,4",
ww-413BLOCK5PLOT48,3033242,WW5,Wheat_Winter_TUR,24069,https://doi.org/10.15454/NL7OHL,REDMAN,VIRTUAL_TRIAL,,,,,13,7,,Irrigated,2015,"10,5",,"2,3",,"0,6061167748",,"45,1034482759",,191,2015-05-22T02:00:00Z,95,,35,,2,,"6,8",
ww-459BLOCK6PLOT44,3032737,WW5,Wheat_Winter_TUR,26186,https://doi.org/10.15454/XJSDI8,SARRUBRA,VIRTUAL_TRIAL,,,,,12,16,,Rainfed,2015,,,,,"0,7789232532",,"40,4761904762",,42143,2015-05-21T02:00:00Z,121,,17,,2,2014-11-12T01:00:00Z,"7,9",
ww-459BLOCK2PLOT32,3033334,WW5,Wheat_Winter_TUR,26186,https://doi.org/10.15454/XJSDI8,SARRUBRA,VIRTUAL_TRIAL,,,,,7,14,,Irrigated,2015,,,,,"0,7698355969",,"38,3274021352",,192,2015-05-23T02:00:00Z,93,,39,,1,,"11,2",
ww-308BLOCK5PLOT20,3032556,WW5,Wheat_Winter_TUR,26321,https://doi.org/10.15454/PD5KZU,TAU-BUGDA,VIRTUAL_TRIAL,,,,,13,3,,Rainfed,2015,,,,,,,,,200,2015-05-31T02:00:00Z,129,,24,,2,2014-11-12T01:00:00Z,,
ww-308BLOCK1PLOT24,3033190,WW5,Wheat_Winter_TUR,26321,https://doi.org/10.15454/PD5KZU,TAU-BUGDA,VIRTUAL_TRIAL,,,,,3,4,,Irrigated,2015,"4,45",,"2,3",,"0,6675175495",,"37,6258992806",,195,2015-05-26T02:00:00Z,120,,31,,2,,"12,9",
ww-470BLOCK3PLOT43,3032858,WW5,Wheat_Winter_TUR,26338,https://doi.org/10.15454/B0ZHJN,ALBIDUM 12,VIRTUAL_TRIAL,,,,,7,25,,Rainfed,2015,,,1,,"0,5714285714",,"14,1176470588",,42165,2015-06-10T02:00:00Z,"58,5",,34,,2,2014-11-12T01:00:00Z,8,
ww-470BLOCK3PLOT44,3033496,WW5,Wheat_Winter_TUR,26338,https://doi.org/10.15454/B0ZHJN,ALBIDUM 12,VIRTUAL_TRIAL,,,,,1,26,,Irrigated,2015,"0,5",,1,,"0,7497536946",,"34,7488584475",,197,2015-05-28T02:00:00Z,"109,5",,"22,5",,1,,"11,7",
ww-471BLOCK7PLOT37,3032859,WW5,Wheat_Winter_TUR,26347,https://doi.org/10.15454/TK5KVG,PALESTINSKAYA,VIRTUAL_TRIAL,,,,,8,25,,Rainfed,2015,"3,7",,"2,3",,"0,6824324324",,"42,0833333333",,42145,2015-05-21T02:00:00Z,96,,32,,2,2014-11-12T01:00:00Z,"6,5",
ww-471BLOCK8PLOT63,3033674,WW5,Wheat_Winter_TUR,26347,https://doi.org/10.15454/TK5KVG,PALESTINSKAYA,VIRTUAL_TRIAL,,,,,11,38,,Irrigated,2015,"4,4",,"2,3",,"0,6789667897",,"39,3582887701",,186,2015-05-17T02:00:00Z,"85,5",,26,,2,,"8,4",
ww-380BLOCK9PLOT30,3033096,WW5,Wheat_Winter_TUR,26369,https://doi.org/10.15454/U4E5HZ,LAMMAS,VIRTUAL_TRIAL,,,,,7,42,,Rainfed,2015,"0,5",,1,,"0,6560449859",,"31,5315315315",,42157,2015-06-04T02:00:00Z,"82,5",,45,,2,2014-11-12T01:00:00Z,"11,4",
ww-380BLOCK5PLOT16,3032552,WW5,Wheat_Winter_TUR,26369,https://doi.org/10.15454/U4E5HZ,LAMMAS,VIRTUAL_TRIAL,,,,,9,3,,Rainfed,2015,,,,,"0,538",,"29,8888888889",,204,2015-06-04T02:00:00Z,"104,5",,28,,2,2014-11-12T01:00:00Z,"6,5",
ww-380BLOCK5PLOT26,3033199,WW5,Wheat_Winter_TUR,26369,https://doi.org/10.15454/U4E5HZ,LAMMAS,VIRTUAL_TRIAL,,,,,12,4,,Irrigated,2015,4,,"2,3",,"0,7172264355",,"33,7755102041",,196,2015-05-27T02:00:00Z,"112,5",,40,,1,,"11,3",
ww-475BLOCK7PLOT16,3032817,WW5,Wheat_Winter_TUR,26368,https://doi.org/10.15454/QXPGVX,ARDITO,VIRTUAL_TRIAL,,,,,8,22,,Rainfed,2015,"6,75",,"2,3",,"0,5858823529",,"40,8196721311",,42148,2015-05-26T02:00:00Z,"101,5",,32,,2,2014-11-12T01:00:00Z,8,
ww-475BLOCK4PLOT42,3033623,WW5,Wheat_Winter_TUR,26368,https://doi.org/10.15454/QXPGVX,ARDITO,VIRTUAL_TRIAL,,,,,2,35,,Irrigated,2015,5,,"2,3",,"0,7123169681",,"54,7682119205",,194,2015-05-25T02:00:00Z,109,,"37,5",,1,,"10,6",
ww-323BLOCK8PLOT52,3033647,WW5,Wheat_Winter_TUR,21961,https://doi.org/10.15454/VFW8Q0,ARTOIS-DESPREZ,VIRTUAL_TRIAL,,,,,12,36,,Irrigated,2015,,,,,"0,7644991213",,"46,0317460317",,196,2015-05-27T02:00:00Z,97,,"32,5",,1,,10,
ww-323BLOCK9PLOT28,3033094,WW5,Wheat_Winter_TUR,21961,https://doi.org/10.15454/VFW8Q0,ARTOIS-DESPREZ,VIRTUAL_TRIAL,,,,,5,42,,Rainfed,2015,"0,5",,1,,"0,6923890063",,"37,4285714286",,42156,2015-06-03T02:00:00Z,"96,5",,28,,2,2014-11-12T01:00:00Z,"7,8",
ww-323BLOCK8PLOT53,3033018,WW5,Wheat_Winter_TUR,21961,https://doi.org/10.15454/VFW8Q0,ARTOIS-DESPREZ,VIRTUAL_TRIAL,,,,,13,36,,Rainfed,2015,,,,,,,,,42157,2015-06-04T02:00:00Z,"79,5",,30,,1,2014-11-12T01:00:00Z,,
ww-328BLOCK8PLOT29,3032973,WW5,Wheat_Winter_TUR,22047,https://doi.org/10.15454/NIC2A2,BARBU DU FINISTERE,VIRTUAL_TRIAL,,,,,10,33,,Rainfed,2015,"4,55",,"2,3",,"0,6401384083",,"33,0357142857",,42152,2015-05-29T02:00:00Z,117,,36,,2,2014-11-12T01:00:00Z,"9,1",
ww-328BLOCK2PLOT37,3033346,WW5,Wheat_Winter_TUR,22047,https://doi.org/10.15454/NIC2A2,BARBU DU FINISTERE,VIRTUAL_TRIAL,,,,,5,15,,Irrigated,2015,"3,7",,"2,3",,"0,5500376223",,"36,55",,195,2015-05-26T02:00:00Z,118,,"47,5",,1,,11,
ww-328BLOCK10PLOT11,3033700,WW5,Wheat_Winter_TUR,22047,https://doi.org/10.15454/NIC2A2,BARBU DU FINISTERE,VIRTUAL_TRIAL,,,,,9,40,,Irrigated,2015,"3,4",,"2,3",,"0,6358024691",,"31,2121212121",,197,2015-05-28T02:00:00Z,119,,44,,1,,"10,9",
ww-340BLOCK4PLOT45,3032996,WW5,Wheat_Winter_TUR,22327,https://doi.org/10.15454/XCF4JM,CEREALOR,VIRTUAL_TRIAL,,,,,5,35,,Rainfed,2015,,,,,"0,7122692725",,"44,0268456376",,42154,2015-05-31T02:00:00Z,86,,24,,2,2014-11-12T01:00:00Z,8,
ww-340BLOCK3PLOT12,3033429,WW5,Wheat_Winter_TUR,22327,https://doi.org/10.15454/XCF4JM,CEREALOR,VIRTUAL_TRIAL,,,,,4,21,,Irrigated,2015,,,,,"0,7303439803",,"36,8111455108",,194,2015-05-25T02:00:00Z,"79,5",,"19,5",,2,,"10,2",
ww-351BLOCK8PLOT38,3032989,WW5,Wheat_Winter_TUR,22692,https://doi.org/10.15454/MC9CU9,DRAGON,VIRTUAL_TRIAL,,,,,12,34,,Rainfed,2015,,,,,"0,649737303",,"34,6728971963",,42156,2015-06-02T02:00:00Z,"88,5",,29,,2,2014-11-12T01:00:00Z,"8,3",
ww-351BLOCK8PLOT32,3033606,WW5,Wheat_Winter_TUR,22692,https://doi.org/10.15454/MC9CU9,DRAGON,VIRTUAL_TRIAL,,,,,13,33,,Irrigated,2015,"4,15",,"2,3",,"0,7205764612",,"47,1204188482",,196,2015-05-27T02:00:00Z,"69,5",,30,,2,,"10,5",
ww-351BLOCK10PLOT22,3033718,WW5,Wheat_Winter_TUR,22692,https://doi.org/10.15454/MC9CU9,DRAGON,VIRTUAL_TRIAL,,,,,13,41,,Irrigated,2015,"1,5",,"2,3",,"0,746506986",,"45,0602409639",,196,2015-05-27T02:00:00Z,97,,35,,1,,"9,5",
ww-296BLOCK7PLOT22,3032823,WW5,Wheat_Winter_TUR,23085,https://doi.org/10.15454/MWP7AU,HIVERNAL,VIRTUAL_TRIAL,,,,,14,22,,Rainfed,2015,,,,,"0,6883780332",,"31,7058823529",,42153,2015-05-31T02:00:00Z,80,,25,,2,2014-11-12T01:00:00Z,"6,9",
ww-296BLOCK6PLOT51,3033381,WW5,Wheat_Winter_TUR,23085,https://doi.org/10.15454/MWP7AU,HIVERNAL,VIRTUAL_TRIAL,,,,,12,17,,Irrigated,2015,,,,,"0,715542522",,"40,3305785124",,196,2015-05-27T02:00:00Z,84,,32,,1,,"8,6",
ww-392BLOCK3PLOT9,3032796,WW5,Wheat_Winter_TUR,23558,https://doi.org/10.15454/BV9UCZ,MICHE,VIRTUAL_TRIAL,,,,,1,21,,Rainfed,2015,"0,5",,1,,"0,7243713733",,"40,7065217391",,42155,2015-06-02T02:00:00Z,"86,5",,16,,2,2014-11-12T01:00:00Z,"9,2",
ww-392BLOCK8PLOT15,3033575,WW5,Wheat_Winter_TUR,23558,https://doi.org/10.15454/BV9UCZ,MICHE,VIRTUAL_TRIAL,,,,,10,31,,Irrigated,2015,,,,,"0,7287278854",,"41,7874396135",,197,2015-05-28T02:00:00Z,"92,5",,"28,5",,2,,"10,5",
ww-412BLOCK6PLOT35,3032721,WW5,Wheat_Winter_TUR,23999,https://doi.org/10.15454/E2TIAR,PROMESSA,VIRTUAL_TRIAL,,,,,10,15,,Rainfed,2015,"1,5",,"1,2",,"0,7626666667",,"47,4033149171",,42150,2015-05-28T02:00:00Z,"90,5",,26,,2,2014-11-12T01:00:00Z,"9,4",
ww-412BLOCK5PLOT22,3033195,WW5,Wheat_Winter_TUR,23999,https://doi.org/10.15454/E2TIAR,PROMESSA,VIRTUAL_TRIAL,,,,,8,4,,Irrigated,2015,1,,"1,2",,"0,6924686192",,"39,094488189",,194,2015-05-25T02:00:00Z,87,,28,,1,,12,
ww-465BLOCK2PLOT35,3032714,WW5,Wheat_Winter_TUR,26255,https://doi.org/10.15454/3CACGD,DALNEVOSTOCHNAYA 10,VIRTUAL_TRIAL,,,,,3,15,,Rainfed,2015,,,,,"0,5253333333",,"45,2873563218",,42145,2015-05-23T02:00:00Z,"124,5",,38,,2,2014-11-12T01:00:00Z,"8,625",
ww-465BLOCK5PLOT14,3033173,WW5,Wheat_Winter_TUR,26255,https://doi.org/10.15454/3CACGD,DALNEVOSTOCHNAYA 10,VIRTUAL_TRIAL,,,,,14,2,,Irrigated,2015,"3,2",,"2,3",,"0,6642929807",,"33,4871794872",,191,2015-05-22T02:00:00Z,103,,33,,2,,"10,4",
ww-466BLOCK2PLOT29,3032701,WW5,Wheat_Winter_TUR,26286,https://doi.org/10.15454/YELICQ,STEPNYACHKA,VIRTUAL_TRIAL,,,,,4,14,,Rainfed,2015,"4,375",,"1,2",,"0,6953405018",,"41,2765957447",,42150,2015-05-28T02:00:00Z,"110,5",,16,,2,2014-11-12T01:00:00Z,"8,5",
ww-466BLOCK5PLOT37,3033224,WW5,Wheat_Winter_TUR,26286,https://doi.org/10.15454/YELICQ,STEPNYACHKA,VIRTUAL_TRIAL,,,,,9,6,,Irrigated,2015,"3,55",,"2,3",,"0,7308016878",,"35,2032520325",,196,2015-05-27T02:00:00Z,103,,32,,2,,"11,8",
ww-466BLOCK9PLOT36,3033739,WW5,Wheat_Winter_TUR,26286,https://doi.org/10.15454/YELICQ,STEPNYACHKA,VIRTUAL_TRIAL,,,,,6,43,,Irrigated,2015,"2,25",,"1,2",,"0,5947712418",,"26,7647058824",,196,2015-05-27T02:00:00Z,"94,5",,"37,5",,1,,"6,5",
ww-082BLOCK10PLOT14,3033073,WW5,Wheat_Winter_TUR,27144,https://doi.org/10.15454/HCYHJ7,CRVENA ZVESDA,VIRTUAL_TRIAL,,,,,12,40,,Rainfed,2015,1,,"1,2",,"0,6810154525",,"30,0975609756",,42146,2015-05-24T02:00:00Z,71,,16,,2,2014-11-12T01:00:00Z,"5,6",
ww-082BLOCK4PLOT63,3033037,WW5,Wheat_Winter_TUR,27144,https://doi.org/10.15454/HCYHJ7,CRVENA ZVESDA,VIRTUAL_TRIAL,,,,,4,38,,Rainfed,2015,"0,5",,1,,"0,8106235566",,"37,9459459459",,42146,2015-05-24T02:00:00Z,79,,29,,2,2014-11-12T01:00:00Z,"5,7",
ww-082BLOCK4PLOT14,3033567,WW5,Wheat_Winter_TUR,27144,https://doi.org/10.15454/HCYHJ7,CRVENA ZVESDA,VIRTUAL_TRIAL,,,,,2,31,,Irrigated,2015,,,,,"0,9453551913",,"39,0960451977",,186,2015-05-17T02:00:00Z,"73,5",,21,,1,,"8,3",
ww-317BLOCK3PLOT45,3033497,WW5,Wheat_Winter_TUR,21853,https://doi.org/10.15454/JZ1PYA,ADULAR,VIRTUAL_TRIAL,,,,,2,26,,Irrigated,2015,,,,,"0,7387048193",,"38,6220472441",,196,2015-05-27T02:00:00Z,"81,5",,"24,5",,1,,"9,9",
ww-317BLOCK7PLOT51,3032887,WW5,Wheat_Winter_TUR,21853,https://doi.org/10.15454/JZ1PYA,ADULAR,VIRTUAL_TRIAL,,,,,8,27,,Rainfed,2015,,,,,"0,71637122",,"42,6708074534",,42156,2015-06-01T02:00:00Z,97,,33,,2,2014-11-12T01:00:00Z,"9,5",
ww-285BLOCK8PLOT34,3032985,WW5,Wheat_Winter_TUR,21923,https://doi.org/10.15454/CQDVTN,ARAWA,VIRTUAL_TRIAL,,,,,8,34,,Rainfed,2015,,,,,"0,715769594",,"42,3463687151",,42147,2015-05-24T02:00:00Z,"108,5",,28,,2,2014-11-12T01:00:00Z,"7,4",
ww-285BLOCK1PLOT57,3033258,WW5,Wheat_Winter_TUR,21923,https://doi.org/10.15454/CQDVTN,ARAWA,VIRTUAL_TRIAL,,,,,1,9,,Irrigated,2015,,,,,"0,7754830113",,"41,2765957447",,194,2015-05-25T02:00:00Z,"87,5",,"16,5",,2,,"8,1",
ww-285BLOCK9PLOT47,3033764,WW5,Wheat_Winter_TUR,21923,https://doi.org/10.15454/CQDVTN,ARAWA,VIRTUAL_TRIAL,,,,,3,45,,Irrigated,2015,,,,,"0,7445414847",,"40,1176470588",,193,2015-05-24T02:00:00Z,"70,5",,"15,5",,1,,"7,8",
ww-320BLOCK3PLOT11,3033428,WW5,Wheat_Winter_TUR,21914,https://doi.org/10.15454/ZNKTMX,APEX,VIRTUAL_TRIAL,,,,,3,21,,Irrigated,2015,,,,,"0,7078571429",,"49,7989949749",,196,2015-05-27T02:00:00Z,"80,5",,"23,5",,2,,"9,9",
ww-320BLOCK10PLOT51,3033775,WW5,Wheat_Winter_TUR,21914,https://doi.org/10.15454/ZNKTMX,APEX,VIRTUAL_TRIAL,,,,,14,45,,Irrigated,2015,"3,75",,"2,3",,"0,7128482972",,"46,05",,192,2015-05-23T02:00:00Z,"81,5",,24,,1,,"8,6",
ww-320BLOCK3PLOT18,3032812,WW5,Wheat_Winter_TUR,21914,https://doi.org/10.15454/ZNKTMX,APEX,VIRTUAL_TRIAL,,,,,3,22,,Rainfed,2015,,,,,"0,6087880936",,"38,6936936937",,42155,2015-06-02T02:00:00Z,99,,23,,2,2014-11-12T01:00:00Z,"10,1",
ww-336BLOCK5PLOT6,3032528,WW5,Wheat_Winter_TUR,22216,https://doi.org/10.15454/AIFGHA,BT2281,VIRTUAL_TRIAL,,,,,13,1,,Rainfed,2015,,,,,,,,,191,2015-05-22T02:00:00Z,"77,5",,30,,2,2014-11-12T01:00:00Z,,
ww-336BLOCK5PLOT5,3033157,WW5,Wheat_Winter_TUR,22216,https://doi.org/10.15454/AIFGHA,BT2281,VIRTUAL_TRIAL,,,,,12,1,,Irrigated,2015,,,1,,"0,7690941385",,"39,9692307692",,191,2015-05-22T02:00:00Z,"71,5",,28,,2,,9,
