observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,ColdTolerance(CO_321:1000271),ColdTolerance(CO_321:1000271).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,PlotGrainWeight(CO_321:1000073),PlotGrainWeight(CO_321:1000073).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-386Block1Plot56,3032034,WW3,Wheat_Winter_MTA,23505,https://doi.org/10.15454/QPWUV1,MARS DE SUEDE ROUGE BARBU,VIRTUAL_TRIAL,,,,,6,6,,2015,"5,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6474358974",,"36,3309352518",,213,2015-05-21T02:00:00Z,134,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,590,2015-07-17T02:00:00Z,"9,4",
ww-391Block7Plot21,3032479,WW3,Wheat_Winter_MTA,23534,https://doi.org/10.15454/9NOFI6,MELCHIOR,VIRTUAL_TRIAL,,,,,29,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6020408163",,"38,7308533917",,216,2015-05-24T02:00:00Z,106,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,696,2015-07-17T02:00:00Z,14,
ww-168Block1Plot3,3031969,WW3,Wheat_Winter_MTA,48105,https://doi.org/10.15454/FVRR9Y,MIKON,VIRTUAL_TRIAL,,,,,3,1,,2015,"2,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8076923077",,"46,6666666667",,214,2015-05-22T02:00:00Z,87,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,384,2015-07-17T02:00:00Z,"11,8",
ww-300Block1Plot22,3031951,WW3,Wheat_Winter_MTA,23781,https://doi.org/10.15454/L6WVMR,NYU BAY,VIRTUAL_TRIAL,,,,,2,3,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7594936709",,"25,8620689655",,204,2015-05-12T02:00:00Z,101,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,366,2015-07-17T02:00:00Z,"6,2",
ww-413Block6Plot10,3032129,WW3,Wheat_Winter_MTA,24069,https://doi.org/10.15454/NL7OHL,REDMAN,VIRTUAL_TRIAL,,,,,11,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,88",,"46,5256797583",,209,2015-05-17T02:00:00Z,114,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,478,2015-07-17T02:00:00Z,"11,5",
ww-459Block6Plot38,3032152,WW3,Wheat_Winter_MTA,26186,https://doi.org/10.15454/XJSDI8,SARRUBRA,VIRTUAL_TRIAL,,,,,12,5,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8701923077",,"44,801980198",,209,2015-05-17T02:00:00Z,114,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,472,2015-07-17T02:00:00Z,"10,8",
ww-308Block3Plot45,3032066,WW3,Wheat_Winter_MTA,26321,https://doi.org/10.15454/PD5KZU,TAU-BUGDA,VIRTUAL_TRIAL,,,,,7,18,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,696",,"40,1847575058",,215,2015-05-23T02:00:00Z,133,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,554,2015-07-17T02:00:00Z,"12,4",
ww-308Block9Plot3,3032335,WW3,Wheat_Winter_MTA,26321,https://doi.org/10.15454/PD5KZU,TAU-BUGDA,VIRTUAL_TRIAL,,,,,21,14,,2015,"5,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7803030303",,"40,6311637081",,212,2015-05-20T02:00:00Z,98,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,640,2015-07-17T02:00:00Z,"14,4",
ww-470Block4Plot26,3032164,WW3,Wheat_Winter_MTA,26338,https://doi.org/10.15454/B0ZHJN,ALBIDUM 12,VIRTUAL_TRIAL,,,,,12,17,,2015,0,2015-06-15T02:00:00Z,8,2015-03-10T01:00:00Z,"0,7136363636",,"36,6822429907",,221,2015-05-29T02:00:00Z,112,2015-06-12T02:00:00Z,1,2014-12-01T01:00:00Z,250,2015-07-17T02:00:00Z,"14,8",
ww-471Block3Plot46,3032086,WW3,Wheat_Winter_MTA,26347,https://doi.org/10.15454/TK5KVG,PALESTINSKAYA,VIRTUAL_TRIAL,,,,,8,18,,2015,"4,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6628571429",,"36,25",,204,2015-05-12T02:00:00Z,90,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,300,2015-07-17T02:00:00Z,"11,2",
ww-380Block4Plot44,3032320,WW3,Wheat_Winter_MTA,26369,https://doi.org/10.15454/U4E5HZ,LAMMAS,VIRTUAL_TRIAL,,,,,20,18,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7299578059",,"41,9902912621",,226,2015-06-03T02:00:00Z,124,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,378,2015-07-17T02:00:00Z,"11,9",
ww-475Block5Plot66,3032316,WW3,Wheat_Winter_MTA,26368,https://doi.org/10.15454/QXPGVX,ARDITO,VIRTUAL_TRIAL,,,,,20,14,,2015,7,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7181818182",,"49,5297805643",,207,2015-05-15T02:00:00Z,114,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,570,2015-07-17T02:00:00Z,11,
ww-475Block9Plot48,3032435,WW3,Wheat_Winter_MTA,26368,https://doi.org/10.15454/QXPGVX,ARDITO,VIRTUAL_TRIAL,,,,,26,18,,2015,"5,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"34,7826086957",,207,2015-05-15T02:00:00Z,125,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,460,2015-07-17T02:00:00Z,9,
ww-323Block5Plot46,3032235,WW3,Wheat_Winter_MTA,21961,https://doi.org/10.15454/VFW8Q0,ARTOIS-DESPREZ,VIRTUAL_TRIAL,,,,,16,12,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7508417508",,"48,4782608696",,216,2015-05-24T02:00:00Z,101,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,742,2015-07-17T02:00:00Z,"12,8",
ww-328Block5Plot29,3032292,WW3,Wheat_Winter_MTA,22047,https://doi.org/10.15454/NIC2A2,BARBU DU FINISTERE,VIRTUAL_TRIAL,,,,,19,10,,2015,"6,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7047619048",,"43,2876712329",,212,2015-05-20T02:00:00Z,140,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,640,2015-07-17T02:00:00Z,12,
ww-340Block1Plot13,3031970,WW3,Wheat_Winter_MTA,22327,https://doi.org/10.15454/XCF4JM,CEREALOR,VIRTUAL_TRIAL,,,,,3,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7830687831",,"48,3660130719",,211,2015-05-19T02:00:00Z,89,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,684,2015-07-17T02:00:00Z,"8,3",
ww-351Block8Plot11,3032368,WW3,Wheat_Winter_MTA,22692,https://doi.org/10.15454/MC9CU9,DRAGON,VIRTUAL_TRIAL,,,,,23,8,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7285067873",,"36,9266055046",,218,2015-05-26T02:00:00Z,106,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,458,2015-07-17T02:00:00Z,"9,8",
ww-296Block1Plot44,3031993,WW3,Wheat_Winter_MTA,23085,https://doi.org/10.15454/MWP7AU,HIVERNAL,VIRTUAL_TRIAL,,,,,4,5,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7130801688",,"44,8275862069",,219,2015-05-27T02:00:00Z,103,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,540,2015-07-17T02:00:00Z,"8,3",
ww-392Block5Plot5,3032211,WW3,Wheat_Winter_MTA,23558,https://doi.org/10.15454/BV9UCZ,MICHE,VIRTUAL_TRIAL,,,,,15,8,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7637130802",,"46,4102564103",,219,2015-05-27T02:00:00Z,101,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,676,2015-07-17T02:00:00Z,"11,2",
ww-412Block7Plot1,3032303,WW3,Wheat_Winter_MTA,23999,https://doi.org/10.15454/E2TIAR,PROMESSA,VIRTUAL_TRIAL,,,,,20,1,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7653061224",,"37,7516778523",,211,2015-05-19T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,606,2015-07-17T02:00:00Z,"11,2",
ww-412Block9Plot14,3032356,WW3,Wheat_Winter_MTA,23999,https://doi.org/10.15454/E2TIAR,PROMESSA,VIRTUAL_TRIAL,,,,,22,15,,2015,"2,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7659574468",,"35,3634577603",,211,2015-05-19T02:00:00Z,86,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,654,2015-07-17T02:00:00Z,"14,9",
ww-465Block5Plot18,3032271,WW3,Wheat_Winter_MTA,26255,https://doi.org/10.15454/3CACGD,DALNEVOSTOCHNAYA 10,VIRTUAL_TRIAL,,,,,18,9,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7337662338",,"39,649122807",,209,2015-05-17T02:00:00Z,107,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,786,2015-07-17T02:00:00Z,"9,4",
ww-466Block2Plot39,3032019,WW3,Wheat_Winter_MTA,26286,https://doi.org/10.15454/YELICQ,STEPNYACHKA,VIRTUAL_TRIAL,,,,,5,11,,2015,"5,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,696969697",,"42,9906542056",,212,2015-05-20T02:00:00Z,117,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,492,2015-07-17T02:00:00Z,"12,3",
ww-082Block6Plot37,3032132,WW3,Wheat_Winter_MTA,27144,https://doi.org/10.15454/HCYHJ7,CRVENA ZVESDA,VIRTUAL_TRIAL,,,,,11,5,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8894736842",,"40,5275779376",,203,2015-05-11T02:00:00Z,68,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,326,2015-07-17T02:00:00Z,"7,2",
ww-317Block4Plot18,3032200,WW3,Wheat_Winter_MTA,21853,https://doi.org/10.15454/JZ1PYA,ADULAR,VIRTUAL_TRIAL,,,,,14,16,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"37,6599634369",,220,2015-05-28T02:00:00Z,95,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,306,2015-07-17T02:00:00Z,"10,8",
ww-285Block5Plot38,3032273,WW3,Wheat_Winter_MTA,21923,https://doi.org/10.15454/CQDVTN,ARAWA,VIRTUAL_TRIAL,,,,,18,11,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7777777778",,"39,9543378995",,212,2015-05-20T02:00:00Z,96,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,616,2015-07-17T02:00:00Z,"7,7",
ww-320Block5Plot49,3032294,WW3,Wheat_Winter_MTA,21914,https://doi.org/10.15454/ZNKTMX,APEX,VIRTUAL_TRIAL,,,,,19,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8",,"42,5480769231",,218,2015-05-26T02:00:00Z,98,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,478,2015-07-17T02:00:00Z,"12,5",
ww-336Block2Plot57,3031981,WW3,Wheat_Winter_MTA,22216,https://doi.org/10.15454/AIFGHA,BT2281,VIRTUAL_TRIAL,,,,,3,13,,2015,"5,2",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7203791469",,40,,207,2015-05-15T02:00:00Z,72,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,238,2015-07-17T02:00:00Z,"8,4",
ww-291Block4Plot55,3032321,WW3,Wheat_Winter_MTA,22416,https://doi.org/10.15454/HOLGPS,CH73052,VIRTUAL_TRIAL,,,,,20,19,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6545454545",,"29,5081967213",,218,2015-05-26T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,306,2015-07-17T02:00:00Z,10,
ww-478Block3Plot50,3031967,WW3,Wheat_Winter_MTA,22433,https://doi.org/10.15454/G8Z8KG,CHANATE,VIRTUAL_TRIAL,,,,,2,19,,2015,"3,5",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7413127413",,"54,5454545455",,202,2015-05-10T02:00:00Z,74,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,234,2015-07-17T02:00:00Z,"10,3",
ww-478Block9Plot18,3032433,WW3,Wheat_Winter_MTA,22433,https://doi.org/10.15454/G8Z8KG,CHANATE,VIRTUAL_TRIAL,,,,,26,15,,2015,"2,6",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5940594059",,"45,2830188679",,201,2015-05-09T02:00:00Z,79,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,468,2015-07-17T02:00:00Z,"9,8",
ww-135Block7Plot12,3032304,WW3,Wheat_Winter_MTA,22488,https://doi.org/10.15454/ZTJ57P,COLORBEN-4,VIRTUAL_TRIAL,,,,,20,2,,2015,"5,2",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,853046595",,"54,3378995434",,205,2015-05-13T02:00:00Z,85,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,530,2015-07-17T02:00:00Z,"8,9",
ww-292Block3Plot64,3032068,WW3,Wheat_Winter_MTA,22557,https://doi.org/10.15454/CRDX6C,DAERAAD,VIRTUAL_TRIAL,,,,,7,20,,2015,"2,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,723880597",,"41,452991453",,204,2015-05-12T02:00:00Z,98,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,578,2015-07-17T02:00:00Z,"8,1",
ww-343Block7Plot11,3032497,WW3,Wheat_Winter_MTA,22523,https://doi.org/10.15454/QRKTSJ,COTIPORA,VIRTUAL_TRIAL,,,,,30,1,,2015,"6,6",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5917159763",,"41,58004158",,211,2015-05-19T02:00:00Z,101,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,422,2015-07-17T02:00:00Z,14,
ww-343Block9Plot12,3032510,WW3,Wheat_Winter_MTA,22523,https://doi.org/10.15454/QRKTSJ,COTIPORA,VIRTUAL_TRIAL,,,,,30,14,,2015,"6,6",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5551839465",,"41,5",,209,2015-05-17T02:00:00Z,110,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,588,2015-07-17T02:00:00Z,14,
ww-352Block2Plot14,3032116,WW3,Wheat_Winter_MTA,22694,https://doi.org/10.15454/23R9WU,DRAVA,VIRTUAL_TRIAL,,,,,10,8,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,75",,"54,3103448276",,210,2015-05-18T02:00:00Z,82,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,550,2015-07-17T02:00:00Z,"9,3",
ww-294Block1Plot42,3031953,WW3,Wheat_Winter_MTA,22742,https://doi.org/10.15454/PYWJ4M,EMU'S',VIRTUAL_TRIAL,,,,,2,5,,2015,"3,6",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6439790576",,"53,9473684211",,204,2015-05-12T02:00:00Z,87,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,294,2015-07-17T02:00:00Z,"9,2",
ww-353Block4Plot15,3032143,WW3,Wheat_Winter_MTA,22718,https://doi.org/10.15454/WCQUKD,EBRO,VIRTUAL_TRIAL,,,,,11,16,,2015,"8,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8157894737",,"69,1082802548",,220,2015-05-28T02:00:00Z,127,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,660,2015-07-17T02:00:00Z,"11,7",
ww-354Block1Plot4,3031989,WW3,Wheat_Winter_MTA,22766,https://doi.org/10.15454/PZIKBQ,ESTANZUELA-DORADO,VIRTUAL_TRIAL,,,,,4,1,,2015,"3,8",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5701754386",,"48,5074626866",,205,2015-05-13T02:00:00Z,101,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,450,2015-07-17T02:00:00Z,"8,2",
ww-091Block2Plot16,3031957,WW3,Wheat_Winter_MTA,22884,https://doi.org/10.15454/1XTX2J,FULCASTER,VIRTUAL_TRIAL,,,,,2,9,,2015,"6,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7137254902",,"39,0625",,212,2015-05-20T02:00:00Z,127,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,550,2015-07-17T02:00:00Z,"12,4",
ww-295Block7Plot15,3032362,WW3,Wheat_Winter_MTA,22974,https://doi.org/10.15454/4PTGLO,GLENLEA,VIRTUAL_TRIAL,,,,,23,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7664233577",,"50,9708737864",,207,2015-05-15T02:00:00Z,97,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,534,2015-07-17T02:00:00Z,"12,7",
ww-361Block8Plot44,3032429,WW3,Wheat_Winter_MTA,22917,https://doi.org/10.15454/IA7YLR,GAMENYA,VIRTUAL_TRIAL,,,,,26,11,,2015,0,2015-06-15T02:00:00Z,3,2015-03-10T01:00:00Z,"0,7013574661",,"39,5408163265",,204,2015-05-12T02:00:00Z,78,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,334,2015-07-17T02:00:00Z,9,
ww-482Block2Plot44,3032118,WW3,Wheat_Winter_MTA,22947,https://doi.org/10.15454/JQK0L3,GHURKA,VIRTUAL_TRIAL,,,,,10,11,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6766666667",,"39,6484375",,211,2015-05-19T02:00:00Z,74,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,178,2015-07-17T02:00:00Z,"10,5",
ww-367Block1Plot19,3032090,WW3,Wheat_Winter_MTA,23022,https://doi.org/10.15454/J55HZ7,H742A,VIRTUAL_TRIAL,,,,,9,2,,2015,"4,5",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,676300578",,"46,4285714286",,201,2015-05-09T02:00:00Z,60,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,540,2015-07-17T02:00:00Z,"9,7",
ww-368Block5Plot9,3032290,WW3,Wheat_Winter_MTA,23026,https://doi.org/10.15454/FSWMWQ,H93-70,VIRTUAL_TRIAL,,,,,19,8,,2015,"6,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7592592593",,,,211,2015-05-19T02:00:00Z,118,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,526,2015-07-17T02:00:00Z,,
ww-310Block1Plot36,3032032,WW3,Wheat_Winter_MTA,21593,https://doi.org/10.15454/UQD6B8,CH01193,VIRTUAL_TRIAL,,,,,6,4,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7296296296",,"31,2698412698",,213,2015-05-21T02:00:00Z,102,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,596,2015-07-17T02:00:00Z,"10,9",
ww-371Block4Plot49,3032203,WW3,Wheat_Winter_MTA,23139,https://doi.org/10.15454/NBGXZY,IAS 1,VIRTUAL_TRIAL,,,,,14,19,,2015,"6,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,64",,"38,905775076",,207,2015-05-15T02:00:00Z,104,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,544,2015-07-17T02:00:00Z,"10,7",
ww-373Block8Plot65,3032450,WW3,Wheat_Winter_MTA,23187,https://doi.org/10.15454/OCURBG,JASZAJI TF,VIRTUAL_TRIAL,,,,,27,13,,2015,"6,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5576923077",,"35,3658536585",,211,2015-05-19T02:00:00Z,126,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,524,2015-07-17T02:00:00Z,"12,7",
ww-373Block9Plot51,3032494,WW3,Wheat_Winter_MTA,23187,https://doi.org/10.15454/OCURBG,JASZAJI TF,VIRTUAL_TRIAL,,,,,29,18,,2015,"7,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5938697318",,"48,5893416928",,211,2015-05-19T02:00:00Z,124,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,646,2015-07-17T02:00:00Z,12,
ww-379Block1Plot39,3032092,WW3,Wheat_Winter_MTA,23315,https://doi.org/10.15454/HTHZMP,KRAKA,VIRTUAL_TRIAL,,,,,9,4,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,230,2015-06-07T02:00:00Z,100,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,490,2015-07-17T02:00:00Z,,
ww-381Block2Plot60,3032041,WW3,Wheat_Winter_MTA,23368,https://doi.org/10.15454/EDVXBW,LESCZYNSKA WEZESNA,VIRTUAL_TRIAL,,,,,6,13,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7478753541",,"44,9744463373",,224,2015-06-01T02:00:00Z,128,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,370,2015-07-17T02:00:00Z,"13,5",
ww-103Block8Plot1,3032329,WW3,Wheat_Winter_MTA,23442,https://doi.org/10.15454/XWSKUL,MADO,VIRTUAL_TRIAL,,,,,21,7,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7356321839",,"38,8663967611",,226,2015-06-03T02:00:00Z,95,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,556,2015-07-17T02:00:00Z,"9,3",
ww-384Block6Plot30,3032171,WW3,Wheat_Winter_MTA,23435,https://doi.org/10.15454/JK4FXK,M708//G25/N163,VIRTUAL_TRIAL,,,,,13,4,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5656108597",,"48,6381322957",,200,2015-05-08T02:00:00Z,95,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,290,2015-07-17T02:00:00Z,"10,8",
ww-298Block7Plot23,3032305,WW3,Wheat_Winter_MTA,23571,https://doi.org/10.15454/Q46AA2,MINTURK,VIRTUAL_TRIAL,,,,,20,3,,2015,"7,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7287449393",,"38,8768898488",,213,2015-05-21T02:00:00Z,110,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,438,2015-07-17T02:00:00Z,11,
ww-080Block7Plot19,3032439,WW3,Wheat_Winter_MTA,23570,https://doi.org/10.15454/UTK7TD,MINHARDI,VIRTUAL_TRIAL,,,,,27,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6477272727",,"26,5734265734",,213,2015-05-21T02:00:00Z,114,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,348,2015-07-17T02:00:00Z,"13,5",
ww-388Block4Plot56,3032127,WW3,Wheat_Winter_MTA,23517,https://doi.org/10.15454/NNI98M,MATRADERECSKEI TF,VIRTUAL_TRIAL,,,,,10,20,,2015,"8,6",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,9144736842",,"58,8983050847",,218,2015-05-26T02:00:00Z,135,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,846,2015-07-17T02:00:00Z,"14,2",
ww-389Block8Plot58,3032508,WW3,Wheat_Winter_MTA,23529,https://doi.org/10.15454/CHIBTO,MEDRA/AURORA//HOHENTURM/DINA,VIRTUAL_TRIAL,,,,,30,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6676646707",,"43,2170542636",,218,2015-05-26T02:00:00Z,100,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,568,2015-07-17T02:00:00Z,"11,5",
ww-389Block9Plot2,3032509,WW3,Wheat_Winter_MTA,23529,https://doi.org/10.15454/CHIBTO,MEDRA/AURORA//HOHENTURM/DINA,VIRTUAL_TRIAL,,,,,30,13,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6798780488",,"46,5553235908",,217,2015-05-25T02:00:00Z,101,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,514,2015-07-17T02:00:00Z,11,
ww-074Block3Plot19,3031944,WW3,Wheat_Winter_MTA,23728,https://doi.org/10.15454/29REVB,NORIN 16,VIRTUAL_TRIAL,,,,,1,16,,2015,"4,2",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6857142857",,45,,198,2015-05-06T02:00:00Z,59,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,364,2015-07-17T02:00:00Z,"7,1",
ww-396Block3Plot6,3032082,WW3,Wheat_Winter_MTA,23679,https://doi.org/10.15454/QD6CFC,N67M2,VIRTUAL_TRIAL,,,,,8,14,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6547085202",,"30,0411522634",,208,2015-05-16T02:00:00Z,46,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,70,2015-07-17T02:00:00Z,"10,8",
ww-404Block8Plot64,3032431,WW3,Wheat_Winter_MTA,23801,https://doi.org/10.15454/SS6CMI,OGOSTA,VIRTUAL_TRIAL,,,,,26,13,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6654929577",,"45,2153110048",,207,2015-05-15T02:00:00Z,75,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,696,2015-07-17T02:00:00Z,9,
ww-404Block9Plot58,3032436,WW3,Wheat_Winter_MTA,23801,https://doi.org/10.15454/SS6CMI,OGOSTA,VIRTUAL_TRIAL,,,,,26,19,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7195121951",,"44,472361809",,207,2015-05-15T02:00:00Z,73,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,522,2015-07-17T02:00:00Z,"9,2",
ww-405Block3Plot54,3032047,WW3,Wheat_Winter_MTA,23816,https://doi.org/10.15454/RWMPOR,OPAL,VIRTUAL_TRIAL,,,,,6,19,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,8483606557",,"34,9072512648",,211,2015-05-19T02:00:00Z,101,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,374,2015-07-17T02:00:00Z,"13,6",
