id,name,class,description,entity,attribute,xref
0000939,Powdery mildew severity,BioticStressTrait,Powdery mildew severity in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew severity,
0000714,Septoria blotch severity,BioticStressTrait,Septoria blotch severity in the plants caused by the agent Septoria species.,Leaf,Septoria blotch severity,
0000717,Septoria nodorum blotch severity,BioticStressTrait,Septoria nodorum blotch severity in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch severity,
0000718,Septoria tritici blotch severity,BioticStressTrait,Septoria tritici blotch severity in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch severity,
0000723,Spot blotch severity,BioticStressTrait,Spot blotch severity in the plants caused by the agent Cochliobolus sativus (Helminthosporium sativum).,Leaf,Spot blotch severity,
0000650,Tan spot severity,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) severity in the plants caused by the agent Pyrenophora tritici-repentis (Helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Leaf,Tan spot severity,
0001031,Wheat blast severity,BioticStressTrait,"Wheat blast severity in the spikes caused by the agent Magnaporthe grisea (Pyricularia oryzae). Symptoms: It can infect all above-ground parts of the wheat plant, but head blast, resembling Fusarium head blight in appearance, is the most common symptom in the field. Infected spikes become bleached and produce small shriveled seed or none at all.",Spike,Wheat blast severity,
0001032,Forage dry matter,AgronomicalTrait,Forage dry matter.,Plant,Forage dry matter,
0000963,Winter survival,AbioticStressTrait,"Ability to survive or withstand cold temperatures in the late fall, winter, or early spring.",Plant,Winter survival,
0000960,Awn color,MorphologicalTrait,Awn color.,Awn,Color,
0000961,Canopy green normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,
0000962,Canopy red normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,
0000966,Grain amylopectin content,QualityTrait,Content of amylopectin in grain.,Grain,Amylopectin content,
0000967,Grain lysine content,QualityTrait,Lysine content of the kernel/grain.,Grain,Lysine content,
0000970,Rachis length,MorphologicalTrait,Length of rachis.,Rachis,Length,
0000971,Spike type,MorphologicalTrait,Shape characteristics of typical mature spikes.,Spike,Type,
0000972,Stand establishment,AgronomicalTrait,Measurement of plant emergence and vigor in the field.,Plant,Establish,
0000973,Stem color,MorphologicalTrait,Color of the stems.,Stem,Color,
0000974,Straw breakage,AgronomicalTrait,Amount of straw breakage.,Straw,Breakage,
0000975,Straw color,MorphologicalTrait,Color of straw.,Straw,Color,
0000976,Straw strength,AgronomicalTrait,Strength of straw.,Straw,Strength,
0000977,Straw yield,AgronomicalTrait,Amount (weight) of straw.,Straw,Yield,
0000978,Whole meal flour ash content,QualityTrait,Ash content in flour.,Whole meal flour,Ash content,
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,
0000980,Grain width,QualityTrait,Width of whole grain.,Grain,Width,
0000981,Grain thickness,QualityTrait,Thickness of whole grain.,Grain,Thickness,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000040,Grain size,MorphologicalTrait,Grain size.,Grain,Size,
0000982,Anther extrusion,AgronomicalTrait,Extrusion of anthers.,Anther,Anther extrusion,
0000982,Anther extrusion,AgronomicalTrait,Extrusion of anthers.,Anther,Anther extrusion,
0001484,Infertile spike number,AgronomicalTrait,Number of infertile spikelet per spike.,Spike,Number,
0001485,Rapid spike growth period,PhenologicalTrait,Rapid spike growth period.,Canopy,Grain Filling duration,
0000407,Crop growth rate,PhysiologicalTrait,It is the rate of dry matter production per unit area.,Plant,Biomass production,
0000166,Spike number,AgronomicalTrait,"Number of spikes (fertile culms) per unit area, sample or plant.",Spike,Number,
0001486,Grain yield production rate,AgronomicalTrait,Grain yield production rate.,Grain,Yield production rate,
0001487,Biomass production rate,AgronomicalTrait,Biomass production rate.,Biomass,Production per day,
0001488,Terminal spikelet thermal time,PhenologicalTrait,Thermal Time from emergence to Terminal Spikelet (GS30).,Plant,Terminal spikelet thermal time,
0001489,Booting initiation thermal time,PhenologicalTrait,Thermal Time from emergence  to Initiation of Booting (GS41).,Plant,Initiation of Booting thermal time,
0001490,Booting thermal time,PhenologicalTrait,Thermal Time from emergence  to Booting  (GS45).,Plant,Booting thermal time,
0001491,Heading thermal time,PhenologicalTrait,Thermal Time  from emergence to Heading (GS55).,Plant,Heading thermal time,
0001492,Anthesis thermal time,PhenologicalTrait,Thermal Time from emergence  to Anthesis (GS65).,Plant,Anthesis thermal time,
0001493,Physiological maturity thermal time,PhenologicalTrait,Thermal Time  from emergence to Physiological Maturity (GS87).,Plant,Physiological maturity thermal time,
0000207,Stem water soluble carbohydrate,PhysiologicalTrait,"Water soluble carbohydrates accumulate up to and around anthesis and are partitioned to the stem, from where they are later available as a reservoir for remobilization to the developing grains. These reserves are an important source of carbon for grain filling.",Stem,Water soluble carbohydrate content,
0000207,Stem water soluble carbohydrate,PhysiologicalTrait,"Water soluble carbohydrates accumulate up to and around anthesis and are partitioned to the stem, from where they are later available as a reservoir for remobilization to the developing grains. These reserves are an important source of carbon for grain filling.",Stem,Water soluble carbohydrate content,
0001494,Spike photosynthesis contribution,PhysiologicalTrait,Photosynthetic contribution of the spike (ear) to grain yield.,Spike,Spike Photosynthesis,
0001495,Fruiting efficiency,PhysiologicalTrait,"The final outcome of the floret developmental rates (determining the number of floret primordia that reach the stage of fertile florets at anthesis) and the proportion of grain set per fertile floret (the opposite to grain abortion), per unit of spike weight.",Spike,Fruiting efficiency,
0001496,Spike partitioning index,PhysiologicalTrait,Spike partitioning index.,Spike,Partitioning index,
0001497,Leaf lamina partitioning index,PhysiologicalTrait,Leaf lamina partitioning index.,Leaf,Lamina partitioning index,
0001498,Leaf sheath partitioning index,PhysiologicalTrait,Leaf sheath partitioning index.,Leaf,Sheath partitioning index,
0001499,True stem partitioning index,PhysiologicalTrait,True stem partitioning index.,Stem,True stem partitioning index,
0001500,Specific leaf area,PhysiologicalTrait,A ratio of the leaf area to dry mass.,Leaf,Specific leaf area,
0001501,Leaf net photosynthesis rate,PhysiologicalTrait,Carbon fixation by photosynthesis.,Leaf,Net photosynthesis rate,
0001502,Leaf light-saturated net photosynthesis,PhysiologicalTrait,Carbon fixation by photosynthesis at saturating light.,Leaf,Light-saturated net photosynthesis,
0001503,Leaf light and carbon dioxide-saturated net photosynthesis,PhysiologicalTrait,Carbon fixation by photosynthesis at saturating light and CO2.,Leaf,Light and carbon dioxide-saturated net photosynthesis,
0001504,Leaf intercellular carbon dioxide concentration,PhysiologicalTrait,Intercellular carbon dioxide concentration.,Leaf,Intercellular carbon dioxide concentration,
0001505,Leaf quantum yield of photosystem II,PhysiologicalTrait,Quantum yield of electron transfer at PSII.,Leaf,Quantum yield of photosystem II,
0001506,Leaf quantum yield of carbon dioxide fixation,PhysiologicalTrait,Quantum yield of carbon dioxide (CO2) fixation.,Leaf,Quantum yield of carbon dioxide fixation,
0001507,Leaf electron transport rate,PhysiologicalTrait,Transfer of electrons during photosynthesis in light saturated leaf.,Leaf,Electron transport rate,
0001508,Leaf maximal fluorescence intensity,PhysiologicalTrait,Maximal level of fluorescence intensity measured in the leaf.,Leaf,Maximal fluorescence intensity,
0001508,Leaf maximal fluorescence intensity,PhysiologicalTrait,Maximal level of fluorescence intensity measured in the leaf.,Leaf,Maximal fluorescence intensity,
0001509,Leaf minimal fluorescence intensity,PhysiologicalTrait,Minimal level of fluorescence intensity measured in the leaf.,Leaf,Minimal fluorescence intensity,
0001509,Leaf minimal fluorescence intensity,PhysiologicalTrait,Minimal level of fluorescence intensity measured in the leaf.,Leaf,Minimal fluorescence intensity,
0001510,leaf variable fluorescence,PhysiologicalTrait,Variable fluorescence measured in the leaf.,Leaf,Variable fluorescence,
0001510,leaf variable fluorescence,PhysiologicalTrait,Variable fluorescence measured in the leaf.,Leaf,Variable fluorescence,
0001511,leaf maximum efficiency of PSII photochemistry,PhysiologicalTrait,Maximum quantum yield of PSII measured in the leaf.,Leaf,Maximum efficiency of PSII photochemistry,
0001511,leaf maximum efficiency of PSII photochemistry,PhysiologicalTrait,Maximum quantum yield of PSII measured in the leaf.,Leaf,Maximum efficiency of PSII photochemistry,
0001512,Leaf steady-state fluorescence,PhysiologicalTrait,The fluorescence emitting during steady state.,Leaf,Steady-state fluorescence,
0001513,Leaf transpiration rate,PhysiologicalTrait,Leaf transpiration rate.,Leaf,Leaf transpiration rate,
0001514,Leaf intercellular to ambient carbon dioxide ratio,PhysiologicalTrait,Intercellular to ambient carbon dioxide ratio.,Leaf,Intercellular to ambient carbon dioxide ratio,
0001515,Canopy light interception,PhysiologicalTrait,Light energy intercepted by the canopy.,Canopy,Light interception,
0001516,Radiation use efficiency,PhysiologicalTrait,The amount of biomass produced per unit of intercepted solar radiation.,Canopy,Radiation Use Efficiency,
0001516,Radiation use efficiency,PhysiologicalTrait,The amount of biomass produced per unit of intercepted solar radiation.,Canopy,Radiation Use Efficiency,
0001517,Pigment simple ratio chlorophyll a,PhysiologicalTrait,Chlorophyll content in leaf green tissue. It includes ONLY chlorophyll-a. Chlorophyll is the green pigment found in plants.,Leaf,Chlorophyll content,
0001518,Pigment simple ratio chlorophyll b,PhysiologicalTrait,Chlorophyll content in leaf green tissue. It includes ONLY chlorophyll-b. Chlorophyll is the green pigment found in plants.,Leaf,Chlorophyll content,
0001519,Leaf spectral reflectance 675 nm,PhysiologicalTrait,The normalized amount of electromagnetic radiation that is reflected by the leaf at R675 nm wavelength.,Leaf,Spectral reflectance,
0001520,Leaf spectral reflectance 550 nm,PhysiologicalTrait,The normalized amount of electromagnetic radiation that is reflected by the leaf at R550 nm wavelength.,Leaf,Spectral reflectance,
0001521,Leaf spectral reflectance 750/550 nm,PhysiologicalTrait,The normalized amount of electromagnetic radiation that is reflected by the leaf at R750/R550 nm wavelength.,Leaf,Spectral reflectance,
0001522,Leaf spectral reflectance 750/700 nm,PhysiologicalTrait,The normalized amount of electromagnetic radiation that is reflected by the leaf at R750/R700 nm wavelength.,Leaf,Spectral reflectance,
0001523,Spike dry weight,AgronomicalTrait,Dry weight of spike(s).,Spike,Spike dry weight,
0001524,Flag leaf lamina length,MorphologicalTrait,Length of flag leaf lamina.,Flag leaf lamina,Length,
0001525,Flag leaf lamina width,MorphologicalTrait,Width of flag leaf lamina.,Flag leaf lamina,Width,
0001526,Grain weight per spike,AgronomicalTrait,Grain weight per spike.,Spike,Grain weight,
0001527,Stripe rust seedling response,BioticStressTrait,Stripe rust (yellow rust) response in the seedlings caused by the agent Puccinia striiformis f.sp. tritici.,Seedling,Stripe rust seedling response,
0001528,Leaf rolling severity,AbioticStressTrait,"Severity of leaf rolling, usually scored under drought stress.",Leaf,Rolling severity,
0001529,Leaf rolling incidence,AbioticStressTrait,"Incidence of leaf rolling, usually scored under drought stress.",Leaf,Rolling incidence,
0000393,In-season aboveground biomass,AgronomicalTrait,All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.,Plant,Aboveground biomass In-season,
0001652,Grain number per tiller,AgronomicalTrait,Number of grains per tiller.,Tiller,Grain number,
0001653,Grain weight per tiller,AgronomicalTrait,Grain weight per tiller.,Tiller,Grain weight,
0000121,Anthesis time,PhenologicalTrait,Anthesis or flowering time is the period during which a flower is fully open and functional. pollination and fertilization occur during this period.,Plant,Anthesis time,
0500046,Pseudo-black glume color,MorphologicalTrait,"Pseudo-black chaff or melanism. False black chaff is a physiological condition resulting from a deposition of melaniod pigments and is completely associated with the presence of the stem rust resistance gene Sr2. Symptoms include brown to black discoloration of the glume extending from slight longitudinal marks to large black areas covering most of the glume surface. In severe expression, the stem area below the last node may become distinctly brown to black discoloured. The trait appears post-flowering with a peak at late milk-soft dough stage.",Glume,Glume color,
0001019,Bacterial leaf streak severity,BioticStressTrait,"Bacterial leaf streak severity in the plants caused by the agent Xanthomonas translucens. The disease, called black chaff when on the glumes.",Leaf,Bacterial leaf streak severity,
0500001,Baking quality,QualityTrait,Baking quality assessment,Flour,Baking quality,
0500001,Baking quality,QualityTrait,Baking quality assessment,Flour,Baking quality,
0000096,Barley yellow dwarf incidence,BioticStressTrait,Wheat yellow dwarf incidence in the plants caused by the agent wheat yellow dwarf virus.,Plant,Barley yellow dwarf incidence,
0500002,Barley yellow dwarf plant response,BioticStressTrait,Plant response to barley yellow dwarf virus.,Plant,Barley yellow dwarf response,
0500004,Canopy temperature,PhysiologicalTrait,Surface temperature of the canopy,Canopy,Canopy Temperature,
0500004,Canopy temperature,PhysiologicalTrait,Surface temperature of the canopy,Canopy,Canopy Temperature,
0500005,Canopy temperature depression,PhysiologicalTrait,Canopy temperature depression (CTD) is the difference between the ambient air temperature (Ta) and the canopy temperature (Tc): CTD=Ta-Tc.,Canopy,Canopy Temperature Depression,
0500005,Canopy temperature depression,PhysiologicalTrait,Canopy temperature depression (CTD) is the difference between the ambient air temperature (Ta) and the canopy temperature (Tc): CTD=Ta-Tc.,Canopy,Canopy Temperature Depression,
0500006,Cookie diameter,QualityTrait,Diameter of sugar snap cookie. Reflects genetic and environmental factors. Cookie diameters should be compared to those of standard cultivars.,Cookie,Cookie diameter,
0500006,Cookie diameter,QualityTrait,Diameter of sugar snap cookie. Reflects genetic and environmental factors. Cookie diameters should be compared to those of standard cultivars.,Cookie,Cookie diameter,
0000028,Leaf chlorophyll content,PhysiologicalTrait,Chlorophyll content in leaf green tissue. It includes both chlorophyll-a and chlorophyll-b. Chlorophyll is the green pigment found in plants.,Leaf,Chlorophyll content,
0500045,Powdery midlew plant response,BioticStressTrait,Powdery mildew plant response caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew response,
0500007,Fertile spikelet number,AgronomicalTrait,Number of fertile spikelets per spike.,Spike,Number,
0000925,Fusarium graminearum plant response,BioticStressTrait,Fusarium graminearum response in the plants.,Spike,Fusarium graminearum plant response,
0000926,Fusarium graminearum severity,BioticStressTrait,Fusarium graminearum severity in the plants.,Spike,Fusarium graminearum severity,
0500019,Fusarium head blight disease index,BioticStressTrait,"Fusarium head blight (scab) disease index.  Index calculated as the disease incidence x severity/100, where incidence= % infected spikes in the sample (non-zero spikes/total spikes evaluated x 100), and severity= % of infected spikelets per spike.",Plant,Fusarium head blight disease index,
0000652,Fusarium head blight DON content,BioticStressTrait,Content of deoxynivalenol or don (vomitoxin) that is often associated with fhb (fusarium spp.) infected grains.,Grain,Fusarium head blight DON content,
0000652,Fusarium head blight DON content,BioticStressTrait,Content of deoxynivalenol or don (vomitoxin) that is often associated with fhb (fusarium spp.) infected grains.,Grain,Fusarium head blight DON content,
0500020,Fusarium head blight diseased florets,BioticStressTrait,Percentage of florets infected with Fusarium head blight (FHB) following point inoculation.,Spike,Fusarium head blight diseased florets,
0500021,Fusarium head blight ISK index,BioticStressTrait,Fusarium head blight (scab) ISK Index.,Plant,Fusarium head blight ISK index,
0500008,Flag leaf angle,MorphologicalTrait,Visual estimation of flag leaf angle,Flag leaf,Flag leaf angle,
0500009,Flag leaf chlorophyll content,PhysiologicalTrait,Chlorophyll content of the flag leaf,Flag leaf,Flag leaf chlorophyll,
0500010,Flag leaf glaucousness,MorphologicalTrait,Assessment of glaucousness in flag leaf,Flag leaf,Flag leaf glaucousness,
0500012,Flag leaf stay-green time,PhenologicalTrait,Number of days between heading and flag leaf senescence (= flag leaf senescence - days to heading).,Flag leaf,Flag leaf green time,
0001525,Flag leaf lamina width,MorphologicalTrait,Width of flag leaf lamina.,Flag leaf lamina,Width,
0000194,Flag leaf senescence,PhysiologicalTrait,Flag leaf senescence.,Flag leaf,Senescence,
0500011,Flag leaf senescence time,PhenologicalTrait,Number of days required for 50% of the flag leaves to lose green color.,Flag leaf,Flag leaf senescence time,
0000068,Flour yield,QualityTrait,Proportion of flour recovered during milling.,Flour,Yield,
0500013,Forage ash content,QualityTrait,Ash concentration of forage,Plant,Forage Ash,
0500014,Forage fiber content,QualityTrait,Fober concentration of forage,Plant,Forage Fiber,
0001032,Forage dry matter,AgronomicalTrait,Forage dry matter.,Plant,Forage dry matter,
0500015,Forage moisture content,QualityTrait,Moisture in forage sample,Plant,Forage Moisture,
0500016,Forage NDF content,QualityTrait,Neutral detergent fiber concentration of forage,Plant,Forage NDF,
0500017,Forage protein content,QualityTrait,Protein concentration of forage,Plant,Forage Protein,
0500018,Forage starch content,QualityTrait,Starch concentration of forage,Plant,Forage Starch,
0000127,Frost damage,AbioticStressTrait,Plant damage caused by frost.,Plant,Frost damage,
0500024,Grain Arsenic content,QualityTrait,Content of Arsenic in grain.,Grain,Arsenic content,
0500026,Grain Cadmium content,QualityTrait,Content of Cadmium in grain.,Grain,Cadmium content,
0500027,Grain Calcium content,QualityTrait,Content of Calcium in grain.,Grain,Calcium content,
0500028,Grain Cobalt content,QualityTrait,Content of Cobalt in grain.,Grain,Cobalt content,
0500029,Grain Copper content,QualityTrait,Content of Copper in grain.,Grain,Copper content,
0000072,Grain hardness,QualityTrait,Grain hardness is used as a grading factor to determine the type of wheat. It is a key determinant for classification of wheat and end product quality.,Grain,Hardness,
0500022,Glaucousness,MorphologicalTrait,Overall plant glaucousness,Plant,Glaucousness,
0500030,Grain lead content,QualityTrait,Content of Lead in grain.,Grain,Lead content,
0500031,Grain Lithium content,QualityTrait,Content of Lithium in grain.,Grain,Lithium content,
0500023,Glume pubescence presence,MorphologicalTrait,The presence of fine hairs on the external face of the glumes,Glume,Glume pubescence,
0000967,Grain lysine content,QualityTrait,Lysine content of the kernel/grain.,Grain,Lysine content,
0500032,Grain Magnesium content,QualityTrait,Content of Magnesium in grain.,Grain,Magnesium content,
0500033,Grain Manganese content,QualityTrait,Content Manganese in grain.,Grain,Manganese content,
0500034,Grain Molybdenum content,QualityTrait,Content of Molybdenum in grain.,Grain,Molybdenum content,
0000017,Grain number,AgronomicalTrait,Number of grains expressed as per unit area or sample.,Grain,Number,
0500035,Grain Nickel content,QualityTrait,Content of Nickel in grain.,Grain,Nickel content,
0500036,Grain Potassium content,QualityTrait,Content of Potasium in grain.,Grain,Potasium content,
0500025,Grain ash content,QualityTrait,Grain ash concentration,Grain,Grain ash,
0000015,Plant growth habit,AgronomicalTrait,The growth habit of the plant whether erect/semi-erect/semi-spreading/spreading/prostrate.,Plant,Growth habit,
0500037,Grain Sulphur content,QualityTrait,Content of Sulphur in grain.,Grain,Sulphur content,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,
0500038,Grain Width,MorphologicalTrait,Width of grain,Grain,Grain width,
0000013,Grain yield,AgronomicalTrait,Amount (weight) of grains that was harvested.,Grain,Yield,
0000088,Hessian fly damage,BioticStressTrait,"The plant damage caused by hessian fly, Maytiola destructor.",Plant,Hessian fly damage,
0000088,Hessian fly damage,BioticStressTrait,"The plant damage caused by hessian fly, Maytiola destructor.",Plant,Hessian fly damage,
0000088,Hessian fly damage,BioticStressTrait,"The plant damage caused by hessian fly, Maytiola destructor.",Plant,Hessian fly damage,
0000088,Hessian fly damage,BioticStressTrait,"The plant damage caused by hessian fly, Maytiola destructor.",Plant,Hessian fly damage,
0000088,Hessian fly damage,BioticStressTrait,"The plant damage caused by hessian fly, Maytiola destructor.",Plant,Hessian fly damage,
0000088,Hessian fly damage,BioticStressTrait,"The plant damage caused by hessian fly, Maytiola destructor.",Plant,Hessian fly damage,
0001484,Infertile spike number,AgronomicalTrait,Number of infertile spikelet per spike.,Spike,Number,
0500039,Lactic Acid SRC,QualityTrait,Lactic acid solvent retention capacity,Flour,Lactic Acid SRC,
0500039,Lactic Acid SRC,QualityTrait,Lactic acid solvent retention capacity,Flour,Lactic Acid SRC,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0500041,Milling quality,QualityTrait,Flour yield of a genotype relative to the standard variety used for that nursery,Flour,Milling quality,
0500041,Milling quality,QualityTrait,Flour yield of a genotype relative to the standard variety used for that nursery,Flour,Milling quality,
0500042,Modified softness equivalent,QualityTrait,Softness equivalent is a flour particle size test that is correlated to break flour yields. Softness equivalent rating of a genotype relative to the standard variety used for that nursery.,Flour,Modified softness equivalent,
0500042,Modified softness equivalent,QualityTrait,Softness equivalent is a flour particle size test that is correlated to break flour yields. Softness equivalent rating of a genotype relative to the standard variety used for that nursery.,Flour,Modified softness equivalent,
0500040,Micro Test Weight,BioticStressTrait,Micro Test Weight,Plant,Micro test weight,
0500043,Nivalenol level,BioticStressTrait,Nivalenol concentration,Plant,Nivalenol level,
0000054,Peduncle glaucousness,MorphologicalTrait,Glaucousness in peduncle.,Peduncle,Glaucousness,
0500053,Stem rust incidence,BioticStressTrait,Stem rust (black rust) incidence in the plants caused by the agenct Puccinia graminis f.sp. tritici.,Plant,Stem rust incidence,
0500054,Stem rust infection type,BioticStressTrait,Stem rust (black rust) infection type exhibited by seedlings inoculated during greenhouse trials.,Plant,Stem rust infection type,
0500054,Stem rust infection type,BioticStressTrait,Stem rust (black rust) infection type exhibited by seedlings inoculated during greenhouse trials.,Plant,Stem rust infection type,
0500054,Stem rust infection type,BioticStressTrait,Stem rust (black rust) infection type exhibited by seedlings inoculated during greenhouse trials.,Plant,Stem rust infection type,
0500054,Stem rust infection type,BioticStressTrait,Stem rust (black rust) infection type exhibited by seedlings inoculated during greenhouse trials.,Plant,Stem rust infection type,
0500054,Stem rust infection type,BioticStressTrait,Stem rust (black rust) infection type exhibited by seedlings inoculated during greenhouse trials.,Plant,Stem rust infection type,
0500054,Stem rust infection type,BioticStressTrait,Stem rust (black rust) infection type exhibited by seedlings inoculated during greenhouse trials.,Plant,Stem rust infection type,
0000177,Stem rust plant response,BioticStressTrait,Stem rust (black rust) response in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust plant response,
0000905,Stem rust severity,BioticStressTrait,Stem rust (black rust) severity in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust severity,
0000187,Plant stand,AgronomicalTrait,Plant population or plant density.,Plant,Stand,
0500044,Polyphenol oxidase activity,QualityTrait,Measures oxidation of an L-DOPA substrate to a red-colored product as an indirect measure of PPO activity,Flour,PPO activity,
0000178,Leaf rust plant response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust plant response,
0000178,Leaf rust plant response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust plant response,
0000901,Leaf rust seedling response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Seedling,Leaf rust seedling response,
0000901,Leaf rust seedling response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Seedling,Leaf rust seedling response,
0000901,Leaf rust seedling response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Seedling,Leaf rust seedling response,
0000901,Leaf rust seedling response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Seedling,Leaf rust seedling response,
0500049,Soil borne mosaic infection coefficient,BioticStressTrait,Soil borne mosaic infection coefficient,Plant,Soil borne mosaic infection coefficient,
0000173,Soil borne mosaic incidence,BioticStressTrait,Soil borne mosaic incidence in the plants caused by the agent soilborne wheat mosaic virus (sbwmv) which is vectored by Plasmodiophorid polymyxa graminis.,Leaf,Soil borne mosaic incidence,
0500050,Soil borne mosaic plant response,BioticStressTrait,Soil borne mosaic response in the plants caused by the agent Polymyxa graminis.,Plant,Soil borne moasic plant response,
0500048,Softness equivalent,QualityTrait,Softness equivalent is a flour particle size test that is correlated to break flour yields,Flour,Softness equivalent,
0500048,Softness equivalent,QualityTrait,Softness equivalent is a flour particle size test that is correlated to break flour yields,Flour,Softness equivalent,
0000057,Spike shattering,AgronomicalTrait,Observation of grains dehiscence from spike at maturity.,Spike,Shattering,
0500047,Septoria nodorum blotch plant response,BioticStressTrait,Septoria nodorum blotch plant response caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch response,
0000717,Septoria nodorum blotch severity,BioticStressTrait,Septoria nodorum blotch severity in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch severity,
0000717,Septoria nodorum blotch severity,BioticStressTrait,Septoria nodorum blotch severity in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch severity,
0500051,Spike Color,MorphologicalTrait,Color of spike.,Spike,Spike color,
0001523,Spike dry weight,AgronomicalTrait,Dry weight of spike(s).,Spike,Spike dry weight,
0500052,Spike glaucousness,MorphologicalTrait,Glaucousness on spike,Spike,Spike glaucousness,
0500052,Spike glaucousness,MorphologicalTrait,Glaucousness on spike,Spike,Spike glaucousness,
0500055,Sucrose SRC,QualityTrait,Sucrose solvent retention capacity (SRC) is the best predictor of cookie quality.,Flour,Sucrose SRC,
0500055,Sucrose SRC,QualityTrait,Sucrose solvent retention capacity (SRC) is the best predictor of cookie quality.,Flour,Sucrose SRC,
0000062,Stem diameter,MorphologicalTrait,Stem outer diameter.,Stem,Diameter,
0000061,Stem solidness,MorphologicalTrait,Solidness of stem.,Stem,Solidness,
0500056,Vegetative protein content at maturity,QualityTrait,Protein concentration of vegetative biomass harvested at physiological maturity,Plant,Vegetative protein,
0500003,Canopy senescence,PhysiologicalTrait,Percentage (%) of leaf area (canopy) that has lost green color during the process of physiological maturity,Canopy,Canopy Senescence,
1010001,Post-anthesis nitrogen absorption ,AgronomicalTrait,,plant,nitrogen,
1010002,Anther extrusion,MorphologicalTrait,,Anther,extrusion,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
