id,name,class,description,formula,reference
0000243,Mat DS87 relative Estimation,EstimationMethod,Assessment of physiological maturity (approx. DS87) compared to best local check which represents the best locally adopted germplasm at each location grown in standard or normal environment.,,"Zadoks et al., 1974,  Pask et al., 2012"
0000842,Mat DS87 date Estimation,EstimationMethod,"Record date of physiological maturity (approx. DS87). It is estimated as when the grain reaches the maximum dry weight and the grain becomes viable. It is most easily determined in-field when 50% of the peduncles are ripe (i.e., yellow).",,"Zadoks et al., 1974,  Pask et al., 2012"
0000842,Mat DS87 date Estimation,EstimationMethod,"Record date of physiological maturity (approx. DS87). It is estimated as when the grain reaches the maximum dry weight and the grain becomes viable. It is most easily determined in-field when 50% of the peduncles are ripe (i.e., yellow).",,"Zadoks et al., 1974,  Pask et al., 2012"
0000232,Mat DS87 DT Computation,ComputationMethod,"Number of days required from sowing to physiological maturity (approx. DS87). However, when planting in dry soils in dryland areas it is counted from the first day of rainfall or irrigation which is sufficient for germination, or from emergence date.",xxxx,"Zadoks et al., 1974,  Pask et al., 2012"
0000243,Mat DS87 relative Estimation,EstimationMethod,Assessment of physiological maturity (approx. DS87) compared to best local check which represents the best locally adopted germplasm at each location grown in standard or normal environment.,,"Zadoks et al., 1974,  Pask et al., 2012"
0000357,HtereInc Estimation,EstimationMethod,Standard method for net blotch incidence.,,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000271,NodeN Counting,CountingMethod,Standard method for node number.,,
0000274,PedGlau Estimation,EstimationMethod,Standard method for peduncle glaucousness.,,
0000272,PedLng  Measurement,MeasurementMethod,Standard method for peduncle length.,,
0000270,NeckBreak Estimation,EstimationMethod,Standard method for neck break.,,
0000273,PedPubDen Estimation,EstimationMethod,Standard method for peduncle pubescence density.,,
0000233,ErlVig Estimation,EstimationMethod,Observe vigour of the plants per plot/entry and rate it.,,
0000238,GrwHabit Estimation,EstimationMethod,Observe the growth habit of wheat plants during tillering stages and rate whether erect/semi-erect/prostrate/semi-spreading/spreading,,
0000241,PH Measurement,MeasurementMethod,Measure the length of individual culms from soil surface to the tip of the spike (do not include awn) and record to the nearest centimeter. (Average of 4-10 plants/culms per plot).,,"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012"
0000241,PH Measurement,MeasurementMethod,Measure the length of individual culms from soil surface to the tip of the spike (do not include awn) and record to the nearest centimeter. (Average of 4-10 plants/culms per plot).,,"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012"
0000245,PH Estimation,EstimationMethod,"Score a relative plant height to local check using 1-5 scale where 3 is used for the local check (1 = short, 5 = tall). Assessment of plant height compared to best local check which represents the best locally adopted germplasm at each location grown in standard or normal environment.",,"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012"
0000367,HNecro Estimation,EstimationMethod,"Some forms of spotting and necrosis result from chromosomal instability or genetic aberrations, these disorders are known as hybrid necrosis. Affected plants show differing degrees of necrosis, often associated with stunting or dwarf clumping. Hybrid necrosis usually is observed in early generation material, and affected progeny are eliminated",,
0000846,PhotopResp Estimation,EstimationMethod,Observe the tendency of flowering according day-length,,
0000955,PlntStnd Computation,ComputationMethod,Calculate number of plant per area.,xxxx,
0000955,PlntStnd Computation,ComputationMethod,Calculate number of plant per area.,xxxx,
0000368,PlntStnd Counting,CountingMethod,Counting the number of plant per area or row.,,
0000368,PlntStnd Counting,CountingMethod,Counting the number of plant per area or row.,,
0001429,VgP Computation,ComputationMethod,Calculated as time in days between emergence (DS10) and first node detectable (DS31).,xxxx,"Zadoks et al., 1974,  Pask et al., 2012"
0001429,VgP Computation,ComputationMethod,Calculated as time in days between emergence (DS10) and first node detectable (DS31).,xxxx,"Zadoks et al., 1974,  Pask et al., 2012"
0001428,PlntVig Estimation,EstimationMethod,Observe vigour of the plants per plot/entry and rate it.,,
0000330,EgramInc Estimation,EstimationMethod,Standard method for powdery mildew incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000330,EgramInc Estimation,EstimationMethod,Standard method for powdery mildew incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000330,EgramInc Estimation,EstimationMethod,Standard method for powdery mildew incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000330,EgramInc Estimation,EstimationMethod,Standard method for powdery mildew incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000330,EgramInc Estimation,EstimationMethod,Standard method for powdery mildew incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000878,EgramLegacy Estimation,EstimationMethod,Standard method for powdery mildew legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000328,PnegleDmg Estimation,EstimationMethod,"Above-ground symptoms of root lesion nematodes are often indistinct and difficult to identify, but include poor vigor, stunted growth, poor tillering, and wilting in response to moisture stress. Often, crop growth in an infected field will be irregular or patchy. Below ground, cereal roots will display generalized root browning, with lesions rapidly coalescing to produce extensive areas of discoloration. Lesions are only readily observed on the roots in the very early stages of infection. Lateral roots will be reduced in both length and number, and the root system may be thin and poorly branched or appear necrotic.",,"Duveiller et al., 2012"
0000329,PthornDmg Estimation,EstimationMethod,"Above-ground symptoms of root lesion nematodes are often indistinct and difficult to identify, but include poor vigor, stunted growth, poor tillering, and wilting in response to moisture stress. Often, crop growth in an infected field will be irregular or patchy. Below ground, cereal roots will display generalized root browning, with lesions rapidly coalescing to produce extensive areas of discoloration. Lesions are only readily observed on the roots in the very early stages of infection. Lateral roots will be reduced in both length and number, and the root system may be thin and poorly branched or appear necrotic.",,"Duveiller et al., 2012"
0001430,RepP Computation,ComputationMethod,Calculated as time between double ridge (approx. DS14) and anthesis (DS65) as percentage of crop cycle duration.,xxxx,"Kirby and Appleyard, 1984, Zadoks et al., 1974,  Pask et al., 2012"
0001430,RepP Computation,ComputationMethod,Calculated as time between double ridge (approx. DS14) and anthesis (DS65) as percentage of crop cycle duration.,xxxx,"Kirby and Appleyard, 1984, Zadoks et al., 1974,  Pask et al., 2012"
0000712,RsolaInc Estimation,EstimationMethod,Standard method for rhizoctonia root rot incidence.,,
0000310,RodentDmg Estimation,EstimationMethod,Standard method for rodent damage.,,
0000713,RootDis Estimation,EstimationMethod,Standard method for root disease development.,,
0000350,RLNDmg Estimation,EstimationMethod,"Above-ground symptoms of root lesion nematodes are often indistinct and difficult to identify, but include poor vigor, stunted growth, poor tillering, and wilting in response to moisture stress. Often, crop growth in an infected field will be irregular or patchy. Below ground, cereal roots will display generalized root browning, with lesions rapidly coalescing to produce extensive areas of discoloration. Lesions are only readily observed on the roots in the very early stages of infection. Lateral roots will be reduced in both length and number, and the root system may be thin and poorly branched or appear necrotic.",,"Duveiller et al., 2012"
0000311,DnoxiDmg Estimation,EstimationMethod,Standard method for russian wheat aphid damage.,,"Duveiller et al., 2012"
0000344,SaltTol  Estimation,EstimationMethod,Observe the growth of plants per plot/entry at the field presenting soil salinity and rate the tolerance.,,"Reynolds et al., 2001 (Ch. 8)"
0000312,SawflyDmg Estimation,EstimationMethod,Standard method for sawfly damage.,,"Duveiller et al., 2012"
0000326,SGNDmg  Estimation,EstimationMethod,"Distorted leaves and stems are evident prior to heading. As diseased plants approach maturity, galls are formed in the florets, replacing the kernels. The galls are similar in shape to the seed they replace and are dark brown in color. Large numbers of motile larvae are present within the galls and become active after the galls have been moistened. These nematodes can act as vectors of Clavibacter tritici.",,"Duveiller et al., 2012"
0000400,Minolta Chroma Meter Test,MeasurementMethod,"Measurement of flour/whole meal/grain color with the Minolta chromameter, L value represents whiteness, a* value (reddishness) represents red and green colors and b* value (yellowness) represents yellow and blue colors. Using the Minolta Chroma Meter Test: 1. A sample of flour/whole meal/grain is placed on the granular materials attachment and compacted, 2. The Minolta Chroma Meter is inserted into the granular materials attachment, 3. Measurements are taken and recorded, 4.Color results are reported in terms of 3-dimensional color values based on the following rating scale: L* value whiteness: 100 white, 0 black, a* value positive +60 red color, negative values -60 green color, b* value positive +60 yellow color, negative values -60 blue color.",,
0000289,Kjeldahl AACC 56-81B,MeasurementMethod,Kjeldahl AACC 56-81B.,,
0000957,NIRS Measurement,MeasurementMethod,NIR calibrated based on Kjeldahl results.,,
0000848,SemoYellPig Measurement,MeasurementMethod,Standard method for semolina yellow pigment.,,
0000915,SepSPInc Estimation,EstimationMethod,Standard method for Septoria species incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000358,SepSpLegacy Estimation,EstimationMethod,Standard method for Septoria species legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000358,SepSpLegacy Estimation,EstimationMethod,Standard method for Septoria species legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000716,SepSpResp Estimation,EstimationMethod,Standard method for Septoria species response.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000716,SepSpResp Estimation,EstimationMethod,Standard method for Septoria species response.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000879,SepSpSev Estimation,EstimationMethod,Standard method for Septoria species causing Septoria blotch severity.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000880,SnodoInc Estimation,EstimationMethod,Standard method for Septoria nodorum blotch incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000880,SnodoInc Estimation,EstimationMethod,Standard method for Septoria nodorum blotch incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000343,SnodoLegacy Estimation,EstimationMethod,Standard method for Septoria nodorum blotch legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000343,SnodoLegacy Estimation,EstimationMethod,Standard method for Septoria nodorum blotch legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000881,StritInc Estimation,EstimationMethod,Standard method for Septoria tritici blotch incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000881,StritInc Estimation,EstimationMethod,Standard method for Septoria tritici blotch incidence.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000333,StritLegacy Estimation,EstimationMethod,Standard method for Septoria tritici blotch legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000333,StritLegacy Estimation,EstimationMethod,Standard method for Septoria tritici blotch legacy.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000720,StritResp Estimation,EstimationMethod,Standard method for Septoria tritici blotch response.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000721,RcereInc Estimation,EstimationMethod,Main shoots are assessed for sharp eyespot disease.,,
0000313,SnailDmg Estimation,EstimationMethod,Standard method for snail damage.,,"Duveiller et al., 2012"
0000359,SBMVInc Estimation,EstimationMethod,Standard method for soil borne mosaic virus incidence.,,
0000331,SrolfResp Estimation,EstimationMethod,Standard method for southern blight response.,,"Duveiller et al., 2012"
0000248,Awns Estimation,EstimationMethod,Standard method for awnedness.,,
0000276,SpkDen Estimation,EstimationMethod,Standard method for spike density.,,
0000722,SpkDis Estimation,EstimationMethod,Standard method for spike disease development.,,
0000277,SpkLng Measurement,MeasurementMethod,Measured in centimeters from the base of the spike to the tip excluding the awns (average of 6-10 random spikes in plot).,,
0000958,SN Computation,ComputationMethod,Calculated from yield components sampling.,xxxx,"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012"
0000354,SN Measurement,MeasurementMethod,"It can be easily and non-destructively measured during grain-filling (i.e., before physiological maturity) by counting in a given area or length of row.",,"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012"
0000278,Shattering Estimation,EstimationMethod,Standard method for spike shattering.,,
0000831,Threshblty Estimation,EstimationMethod,Observe threshability by hand threshing of one or two spikes and rate it according how easily grains are separated from the rachis and glumes using 1 (hard to thresh) to 9 (easy to thresh) scale.,,
0000279,SplN Counting,CountingMethod,"Both the total number of spikelets and the number of fertile spikelets (i.e., those containing grain) per spike should be counted towards the end of grain-filling, but before physiological maturity (to avoid losses due to movement through the plots). Randomly sample 5-10 spikes per plot, by selecting at the base of the culm. Count the total number of spikelets (pair-by-pair, from the base to the tip), then obtain the average. When sampling large numbers of samples or plots, time may be saved by randomly counting one side of the spike and multiplying by two.",,"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012"
0000882,HsatiLInc Estimation,EstimationMethod,Standard method for Spot blotch incidence.,,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000882,HsatiLInc Estimation,EstimationMethod,Standard method for Spot blotch incidence.,,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000332,HsatiLLegacy Estimation,EstimationMethod,Standard method for Spot blotch legacy.,,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000332,HsatiLLegacy Estimation,EstimationMethod,Standard method for Spot blotch legacy.,,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000303,SproutTol  Estimation,EstimationMethod,Observe the tendency of grain to sprout when in the spike and rate the tolerance.,,"Reynolds et al., 2001 (Ch. 12)"
0000284,StmDia Measurement,MeasurementMethod,Standard method for stem diameter.,,
0000282,StmLng Measurement,MeasurementMethod,Standard method for stem length.,,
0001026,Rust Coefficient of infection Computation,ComputationMethod,"Coefficient of infection (CI) calculated by multiplying the severity times a constant for host response: where immune = 0.0, R=0.2, MR =0.4, MS =0.8, and S=1.0.",xxxx,"Roelfs et al., 1992"
0000708,Note Estimation,EstimationMethod,Notes taken in the field.,,"Roelfs et al., 1992"
0000360,Adult plants rust field response Estimation,EstimationMethod,"Response (type of disease reaction) in adult plant to leaf/stem/stripe rust, refers to the infection type and is classified according to the following scale: 0-No visible infection. R-Resistant, necrotic areas with or without small pustules. MR-Moderately Resistant, small pustules surrounded by necrotic areas. M-Intermediate, pustules of variable size, some necrosis and/or chlorosis. MS-Moderately Susceptible, medium-sized pustules, no necrosis, but some chlorosis possible. S-Susceptible, large pustules, no necrosis or chlorosis.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000604,Seedling rust field response Estimation,EstimationMethod,Seedling host responses are normally scored as susceptible or resistant depending on the infection type produced with a designated isolate in a particular environment. The infection type produced will often change if the environment is altered.,,"Roelfs, A.P., R.P. Singh, and E.E. Saari. 1992. Rust Diseases of Wheat: Concepts and methods of disease management. Mexico, D.F.: CIMMYT."
0000693,Rust severity Estimation,EstimationMethod,"Severity of rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000324,Modified cobb scale for severity,EstimationMethod,"Severity of leaf/stem/stripe rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000283,StmSol Estimation,EstimationMethod,Standard method for stem solidness.,,
0000829,StmStrength Estimation,EstimationMethod,Standard method for stem strength.,,
0000830,StmWallThk Measurement,MeasurementMethod,Standard method for stem wall thickness.,,
0000384,StmWSC Measurement,MeasurementMethod,"Sampling for water soluble carbohydrate is often combined with in-season biomass sampling and partitioning. Ensure to plan sampling approach carefully to allow for maximal data collection/economy of sampling (e.g., data on partitioning weights can be collected on the same 20 culm sample). The leaf lamina and/or leaf sheath may also be analyzed for WSC separately, or not removed from the stem for ?whole stem? analysis. Lab analysis is performed by NIR or wet chemical method.",,"Pask et al., 2012 (Ch. 16)"
0000353,SpkSterility Estimation,EstimationMethod,Standard method for sterility index.,,
0000959,SpkSterility Computation,ComputationMethod,Standard method for sterility index computation.,xxxx,
0001026,Rust Coefficient of infection Computation,ComputationMethod,"Coefficient of infection (CI) calculated by multiplying the severity times a constant for host response: where immune = 0.0, R=0.2, MR =0.4, MS =0.8, and S=1.0.",xxxx,"Roelfs et al., 1992"
0000725,PstriInc Estimation,EstimationMethod,Standard method for Stripe rust incidence.,,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000708,Note Estimation,EstimationMethod,Notes taken in the field.,,"Roelfs et al., 1992"
0000375,Field response McNEAL Estimation,EstimationMethod,"Response (type of disease reaction) in adult plant to stripe rust, refers to the infection type and is classified according to the MCNEAL scale.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000360,Adult plants rust field response Estimation,EstimationMethod,"Response (type of disease reaction) in adult plant to leaf/stem/stripe rust, refers to the infection type and is classified according to the following scale: 0-No visible infection. R-Resistant, necrotic areas with or without small pustules. MR-Moderately Resistant, small pustules surrounded by necrotic areas. M-Intermediate, pustules of variable size, some necrosis and/or chlorosis. MS-Moderately Susceptible, medium-sized pustules, no necrosis, but some chlorosis possible. S-Susceptible, large pustules, no necrosis or chlorosis.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000693,Rust severity Estimation,EstimationMethod,"Severity of rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000324,Modified cobb scale for severity,EstimationMethod,"Severity of leaf/stem/stripe rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000883,PstriSpkSev Estimation,EstimationMethod,"Severity of rust in spike is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0000314,SuPDmg  Estimation,EstimationMethod,Standard method for suni pest damage.,,
0000334,GgtriInc Estimation,EstimationMethod,Standard method for take all incidence.,,"Duveiller et al., 2012"
0000334,GgtriInc Estimation,EstimationMethod,Standard method for take all incidence.,,"Duveiller et al., 2012"
0000726,TanSpotInc Estimation,EstimationMethod,Standard method for tan spot incidence in adult plants.,,"Duveiller et al., 1998, Duveiller et al., 2012"
0000726,TanSpotInc Estimation,EstimationMethod,Standard method for tan spot incidence in adult plants.,,"Duveiller et al., 1998, Duveiller et al., 2012"
0000724,TanSpotResp Estimation,EstimationMethod,Standard method for scoring tan spot response in adult plants.,,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000603,TanSpotSdlgResp Estimation,EstimationMethod,Standard method for scoring tan spot response in seedlings.,,"Duveiller et al., 1998, Duveiller et al., 2012, Lamari and Bernier, 1998."
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
