id,name,context,stage,xref,date,trait,method,scale
0001460,StdEst_E_1to3,Nursery/Trial evaluation,,,05/01/2016,0000972,0000995,0001015
0001461,StmCol_E_1to6,Nursery/Trial evaluation,,,05/01/2016,0000973,0000996,0001012
0001462,StrawBreak_E_1to9,Nursery/Trial evaluation,,,05/01/2016,0000974,0000997,0001016
0001463,StrawCol_E_1to6,Nursery/Trial evaluation,,,05/01/2016,0000975,0000998,0001012
0001464,StrawStn_E_1to3,Nursery/Trial evaluation,,,05/01/2016,0000976,0000999,0001017
0001465,StrawYld_E_tha,Nursery/Trial evaluation,,,05/01/2016,0000977,0001000,0000432
0001466,WMFlrAsh_E_pct,Nursery/Trial evaluation,,,05/01/2016,0000978,0001001,0000410
0001467,GLng_M_mm,Nursery/Trial evaluation,,,05/01/2016,0000979,0001002,0000428
0001468,GWid_M_mm,Nursery/Trial evaluation,,,05/01/2016,0000980,0001003,0000428
0001469,GThk_M_mm,Nursery/Trial evaluation,,,05/01/2016,0000981,0001004,0000428
0001470,GSize_ScreenCount1_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001005,0000410
0001471,GSize_ScreenCount2_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001006,0000410
0001472,GSize_ScreenCount3_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001007,0000410
0001473,GSize_ScreenCount4_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001008,0000410
0001474,GSize_ScreenCount5_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001009,0000410
0001475,GSize_ScreenCount6_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001010,0000410
0001476,GSize_ScreenMass1_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001020,0000410
0001477,GSize_ScreenMass2_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001021,0000410
0001478,GSize_ScreenMass3_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001022,0000410
0001479,GSize_ScreenMass4_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001023,0000410
0001480,GSize_ScreenMass5_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001024,0000410
0001481,GSize_ScreenMass6_pct,Nursery/Trial evaluation,,,05/01/2016,0000040,0001025,0000410
0001482,AnthExt_E_pct,Nursery/Trial evaluation,,,05/01/2016,0000982,0001011,0000410
0001483,AnthExt_E_0to9,Nursery/Trial evaluation,,,05/01/2016,0000982,0001011,0001018
0001595,InfertSpkN_Ct_SplSpk,Nursery/Trial evaluation,,,21/12/2018,0001484,0001530,0000440
0001596,RSpkGP_Calc_pct,Nursery/Trial evaluation,,,22/07/2016,0001485,0001531,0000410
0001597,CGR_Calc_gm2day,Nursery/Trial evaluation,,,22/07/2016,0000407,0001532,0000420
0001599,SN_Calc_Spksm2,Nursery/Trial evaluation,,,21/12/2018,0000166,0001534,0000441
0001600,GYPR_Calc_gm2day,Nursery/Trial evaluation,,,22/07/2016,0001486,0001535,0000420
0001601,BMPR_Calc_gm2day,Nursery/Trial evaluation,,,22/07/2016,0001487,0001536,0000420
0001602,TTTS_Calc_Cday,Nursery/Trial evaluation,,,22/07/2016,0001488,0001537,0001587
0001603,TTIB_Calc_Cday,Nursery/Trial evaluation,,,22/07/2016,0001489,0001538,0001587
0001604,TTB_Calc_Cday,Nursery/Trial evaluation,,,22/07/2016,0001490,0001539,0001587
0001605,TTH_Calc_Cday,Nursery/Trial evaluation,,,22/07/2016,0001491,0001540,0001587
0001606,TTA_Calc_Cday,Nursery/Trial evaluation,,,22/07/2016,0001492,0001541,0001587
0001607,TTM_calc_Cday,Nursery/Trial evaluation,,,22/07/2016,0001493,0001542,0001587
0001608,StmWSC_NIR_pct,Nursery/Trial evaluation,,,22/07/2016,0000207,0001543,0000410
0001609,StmWSC_Atrone_pct,Nursery/Trial evaluation,,,22/07/2016,0000207,0001544,0000410
0001610,SpkPho_Textile_pct,Nursery/Trial evaluation,,,22/07/2016,0001494,0001545,0000410
0001611,FE_Calc_Idx,Nursery/Trial evaluation,,,22/07/2016,0001495,0001546,0000421
0001612,SpkPI_Calc_Idx,Nursery/Trial evaluation,,,22/07/2016,0001496,0001547,0000421
0001613,LeafPI_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001497,0001548,0000421
0001614,LeafSPI_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001498,0001549,0000421
0001615,TSPI_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001499,0001550,0000421
0001616,SLA_M_m2kg1,Nursery/Trial evaluation,,,22/07/2016,0001500,0001551,0000805
0001617,Anet_M_umolCO2m2s2,Nursery/Trial evaluation,,,22/07/2016,0001501,0001552,0001588
0001618,Asat_M_umolCO2m2s1,Nursery/Trial evaluation,,,22/07/2016,0001502,0001553,0001588
0001619,Amax_M_umolCO2m2s2,Nursery/Trial evaluation,,,22/07/2016,0001503,0001554,0001588
0001620,Ci_M_umolCO2mol1,Nursery/Trial evaluation,,,22/07/2016,0001504,0001555,0001589
0001621,PhiPS2_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001505,0001556,0000421
0001622,PhiCO2_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001506,0001557,0000421
0001623,ETR_M_?molm2s1,Nursery/Trial evaluation,,,22/07/2016,0001507,0001558,0001590
0001624,FmDA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001508,0001559,0000421
0001625,FmLA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001508,0001560,0000421
0001626,FoDA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001509,0001561,0000421
0001627,FoLA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001509,0001562,0000421
0001628,FvDA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001510,0001563,0000421
0001629,FvLA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001510,0001564,0000421
0001630,FvDAFmDA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001511,0001565,0000421
0001631,FvLAFmLA_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001511,0001566,0000421
0001632,Fs_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001512,0001567,0000421
0001633,LeafTR_M_mmolH2Om2s1,Nursery/Trial evaluation,,,22/07/2016,0001513,0001568,0001591
0001634,CiCa_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001514,0001569,0000421
0001635,LI_M_pct,Nursery/Trial evaluation,,,22/07/2016,0001515,0001570,0000410
0001636,RUE_Calc_gMJ,Nursery/Trial evaluation,,,22/07/2016,0001516,0001571,0001592
0001637,RUET_Calc_gMJ,Nursery/Trial evaluation,,,22/07/2016,0001516,0001572,0001592
0001638,LeafPSSRa_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001517,0001573,0000421
0001639,LeafPSSRb_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001518,0001574,0000421
0001640,LeafR675_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001519,0001575,0000421
0001641,LeafR550_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001520,0001576,0000421
0001642,LeafR750R550_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001521,0001577,0000421
0001643,LeafR750R700_M_Idx,Nursery/Trial evaluation,,,22/07/2016,0001522,0001578,0000421
0001644,SpkDW_Calc_gm2,Nursery/Trial evaluation,,,22/07/2016,0001523,0001579,0000805
0001645,FLeafLLng_M_cm,Research-intensive characterization,,,21/12/2018,0001524,0001580,0000411
0001646,FLeafLWid_M_mm,Research-intensive characterization,,,25/10/2015,0001525,0001581,0000428
0001647,SpkGW_M_g,Nursery/Trial evaluation,After physiological maturity (DS87),,21/12/2018,0001526,0001582,0001593
0001648,PstriSdlgResp_E_0to8,Nursery/Trial evaluation,DS11-DS15,,25/10/2015,0001527,0001583,0000606
0001649,LRollSev_E_1to5,Nursery/Trial evaluation,,,25/10/2015,0001528,0001584,0001594
0001650,LRollInc_E_pct,Nursery/Trial evaluation,,,25/10/2015,0001529,0001585,0000410
0001651,ISBM_E_1to5,Nursery/Trial evaluation,DS11-DS87,,25/10/2015,0000393,0001586,0000462
0001657,GrnTllr_Calc_GrnTllr,Trial evaluation,After physiological maturity (DS87),,03/05/2018,0001652,0001654,0001656
0001658,TllrGW_M_g,Trial evaluation,After physiological maturity (DS87),,03/05/2018,0001653,0001655,0001593
0501001,Ant_E_jd,Trial evaluation,,,21/12/2018,0000121,0000832,0000855
0501003,BlkGlmCol_M_0to1,Trial evaluation,,,21/12/2018,0500046,0500208,0500502
0501004,BLSSev_E_0to9,Trial evaluation,,,21/12/2018,0001019,0500103,0000446
0501005,BQ_Rating_1to6,Trial evaluation,,,21/12/2018,0500001,0500101,0500517
0501006,BQ_Score_pct,Trial evaluation,,,21/12/2018,0500001,0500102,0000410
0501007,BYDInc_E_pct,Trial evaluation,,,21/12/2018,0000096,0500104,0000410
0501011,BYDResp_E_1to9,Trial evaluation,,,21/12/2018,0500002,0500108,0500520
0501019,CanopyTemp_Ant_M_c,Trial evaluation,,,21/12/2018,0500004,0500116,0500523
0501020,CanopyTemp_GF_M_c,Trial evaluation,,,21/12/2018,0500004,0500119,0500523
0501021,CanopyTempDep_Ant_Calc_c,Trial evaluation,,,21/12/2018,0500005,0500117,0500523
0501022,CanopyTempDep_GF_Calc_c,Trial evaluation,,,21/12/2018,0500005,0500118,0500523
0501023,CD_M_cm,Trial evaluation,,,21/12/2018,0500006,0500120,0000411
0501024,CD_Rating_sd,Trial evaluation,,,21/12/2018,0500006,0500121,0500501
0501025,Chl_M_spad,Trial evaluation,,,21/12/2018,0000028,0000249,0500527
0501026,EgramResp_E_0to10,Trial evaluation,,,21/12/2018,0500045,0500122,0500508
0501027,FertSpkN_Ct_SplSpk,Trial evaluation,,,21/12/2018,0500007,0500123,0000440
0501028,FgramResp_E_1to9,Trial evaluation,,,21/12/2018,0000925,0000703,0500520
0501029,FGramSev_GH_E_pct,Trial evaluation,,,21/12/2018,0000926,0500124,0000410
0501030,FHBDI_Calc_pct,Trial evaluation,,,21/12/2018,0500019,0500125,0000410
0501038,FHBDON_15ADON_M_ppm,Trial evaluation,,,21/12/2018,0000652,0500135,0000425
0501039,FHBDON_3ADON_M_ppm,Trial evaluation,,,21/12/2018,0000652,0500136,0000425
0501040,FHBFlorets_M_pct,Trial evaluation,,,21/12/2018,0500020,0500133,0000410
0501041,FHBISK_Calc_pct,Trial evaluation,,,21/12/2018,0500021,0500134,0000410
0501042,FLeafAng_E_1to9,Trial evaluation,,,21/12/2018,0500008,0500143,0500519
0501044,FLeafChl_M_spad,Trial evaluation,,,21/12/2018,0500009,0500145,0500527
0501047,FLeafGlau_E_0to10,Trial evaluation,,,21/12/2018,0500010,0500144,0500506
0501048,FLeafGreenTime_Calc_day,Trial evaluation,,,21/12/2018,0500012,0500148,0000434
0501049,FLeafLWid_M_cm,Trial evaluation,,,21/12/2018,0001525,0001581,0000411
0501050,FLeafSen_M_0to9,Trial evaluation,,,21/12/2018,0000194,0500149,0000446
0501053,FLeafSenTime_Calc_day,Trial evaluation,,,21/12/2018,0500011,0500152,0000434
0501054,FlrYld_E_sd,Trial evaluation,,,21/12/2018,0000068,0500153,0500501
0501055,ForAsh_M_pct,Trial evaluation,,,21/12/2018,0500013,0500154,0000410
0501056,ForFib_M_pct,Trial evaluation,,,21/12/2018,0500014,0500155,0000410
0501057,ForgDM_Calc_kgha,Trial evaluation,,,21/12/2018,0001032,0500156,0000804
0501058,ForMst_M_pct,Trial evaluation,,,21/12/2018,0500015,0500157,0000410
0501059,ForNDF_M_pct,Trial evaluation,,,21/12/2018,0500016,0500158,0000410
0501060,ForPrt_M_pct,Trial evaluation,,,21/12/2018,0500017,0500159,0000410
0501061,ForStr_M_pct,Trial evaluation,,,21/12/2018,0500018,0500160,0000410
0501062,FrostDmg_E_0to3,Trial evaluation,,,21/12/2018,0000127,0000341,0500509
0501063,GArse_M_ppm,Trial evaluation,,,21/12/2018,0500024,0500161,0000425
0501064,GCadm_M_ppm,Trial evaluation,,,21/12/2018,0500026,0500162,0000425
0501065,GCalc_M_ppm,Trial evaluation,,,21/12/2018,0500027,0500163,0000425
0501066,GCoba_M_ppm,Trial evaluation,,,21/12/2018,0500028,0500164,0000425
0501067,GCopp_M_ppm,Trial evaluation,,,21/12/2018,0500029,0500165,0000425
0501068,GHrd_Calc_skcs,Trial evaluation,,,21/12/2018,0000072,0500227,0500526
0501069,Glau_E_1to9,Trial evaluation,,,21/12/2018,0500022,0500166,0500518
0501070,GLead_M_ppm,Trial evaluation,,,21/12/2018,0500030,0500167,0000425
0501071,GLith_M_ppm,Trial evaluation,,,21/12/2018,0500031,0500168,0000425
0501072,GlmPub_M_0to1,Trial evaluation,,,21/12/2018,0500023,0500169,0500502
0501073,GLys_M_pct,Trial evaluation,,,21/12/2018,0000967,0500170,0000410
0501074,GMagn_M_ppm,Trial evaluation,,,21/12/2018,0500032,0500171,0000425
0501075,GMang_M_ppm,Trial evaluation,,,21/12/2018,0500033,0500172,0000425
0501076,GMoly_M_ppm,Trial evaluation,,,21/12/2018,0500034,0500173,0000425
0501077,GN_10Spk_M_grain,Trial evaluation,,,21/12/2018,0000017,0500174,0500524
0501078,GNick_M_ppm,Trial evaluation,,,21/12/2018,0500035,0500175,0000425
0501079,GPota_M_ppm,Trial evaluation,,,21/12/2018,0500036,0500176,0000425
0501080,GrnAsh_M_pct,Trial evaluation,,,21/12/2018,0500025,0500177,0000410
0501081,GrwHabit_E_1to4,Trial evaluation,,,21/12/2018,0000015,0000238,0500515
0501082,GSulp_M_ppm,Trial evaluation,,,21/12/2018,0500037,0500179,0000425
0501083,GW_30Spk_E_g,Trial evaluation,,,21/12/2018,0000025,0500182,0001593
0501084,GW_Calc_mg,Trial evaluation,,,21/12/2018,0000025,0500228,0500525
0501085,GW_E_g,Trial evaluation,,,21/12/2018,0000025,0500183,0000804
0501086,GW_E_g1000grn,Trial evaluation,,,21/12/2018,0000025,0500181,0001593
0501087,GWid_M_mm,Trial evaluation,,,21/12/2018,0500038,0500178,0000428
0501088,GY_E_kgha,Trial evaluation,,,21/12/2018,0000013,0500180,0001033
0501089,HesFlyDmg_B_E_0to9,Trial evaluation,,,21/12/2018,0000088,0500184,0000446
0501090,HesFlyDmg_C_E_0to9,Trial evaluation,,,21/12/2018,0000088,0500185,0000446
0501091,HesFlyDmg_D_E_0to9,Trial evaluation,,,21/12/2018,0000088,0500186,0000446
0501092,HesFlyDmg_E_1to9,Trial evaluation,,,21/12/2018,0000088,0000309,0500520
0501093,HesFlyDmg_L_E_0to9,Trial evaluation,,,21/12/2018,0000088,0500187,0000446
0501094,HesFlyDmg_O_E_0to9,Trial evaluation,,,21/12/2018,0000088,0500188,0000446
0501095,InfertSpkN_E_0to10,Trial evaluation,,,21/12/2018,0001484,0500189,0500507
0501096,LASRC_Rating_sd,Trial evaluation,,,21/12/2018,0500039,0500191,0500501
0501097,LASRC_Score_pct,Trial evaluation,,,21/12/2018,0500039,0500190,0000410
0501098,Lodg_E_Z50_pct,Trial evaluation,,,21/12/2018,0000167,0500192,0000410
0501099,Lodg_E_Z55_pct,Trial evaluation,,,21/12/2018,0000167,0500193,0000410
0501100,Mat_canopy_jd,Trial evaluation,,,21/12/2018,0000022,0500194,0000855
0501101,Mat_Spk_jd,Trial evaluation,,,21/12/2018,0000022,0500195,0000855
0501102,MQ_Rating_1to6,Trial evaluation,,,21/12/2018,0500041,0500196,0500517
0501103,MQ_Score_pct,Trial evaluation,,,21/12/2018,0500041,0500197,0000410
0501104,MSE_Rating_1to6,Trial evaluation,,,21/12/2018,0500042,0500198,0500517
0501105,MSE_Score_pct,Trial evaluation,,,21/12/2018,0500042,0500199,0000410
0501106,MTW_M_g,Trial evaluation,,,21/12/2018,0500040,0500200,0001593
0501107,NIV_M_ppm,Trial evaluation,,,21/12/2018,0500043,0500201,0000425
0501108,PedGlau_E_0to4,Trial evaluation,,,21/12/2018,0000054,0000274,0500511
0501109,PgramInc_E_pct,Trial evaluation,,,21/12/2018,0500053,0500209,0000410
0501110,PgramInf_BCCBC_E_0to9,Trial evaluation,,,21/12/2018,0500054,0500212,0500514
0501111,PgramInf_FIELD_E_0to9,Trial evaluation,,,21/12/2018,0500054,0500213,0500514
0501112,PgramInf_JRCQC_E_0to9,Trial evaluation,,,21/12/2018,0500054,0500214,0500514
0501113,PgramInf_TRTTF_E_0to9,Trial evaluation,,,21/12/2018,0500054,0500215,0500514
0501114,PgramInf_TTKSK_E_0to9,Trial evaluation,,,21/12/2018,0500054,0500216,0500514
0501115,PgramInf_TTTF_E_0to9,Trial evaluation,,,21/12/2018,0500054,0500217,0500514
0501116,PgramResp_E_0to1,Trial evaluation,,,21/12/2018,0000177,0500210,0500504
0501118,PgramSev_E_0to9,Trial evaluation,,,21/12/2018,0000905,0000693,0000446
0501120,PlntStnd_E_0to9,Trial evaluation,,,21/12/2018,0000187,0500202,0000450
0501121,PPOActivity_E_au,Trial evaluation,,,21/12/2018,0500044,0500203,0500503
0501122,PrecoResp_E_0to1,Trial evaluation,,,21/12/2018,0000178,0000706,0500505
0501123,PrecoResp_E_0to9,Trial evaluation,,,21/12/2018,0000178,0000706,0000446
0501124,PrecoSdlgResp_CA1.2_E_0to9,Trial evaluation,,,21/12/2018,0000901,0500204,0000446
0501125,PrecoSdlgResp_E_0to4,Trial evaluation,,,21/12/2018,0000901,0500205,0500510
0501126,PrecoSdlgResp_FieldMix_E_0to9,Trial evaluation,,,21/12/2018,0000901,0500206,0000446
0501127,PrecoSdlgResp_Race1_E_0to9,Trial evaluation,,,21/12/2018,0000901,0500207,0000446
0501138,SBMVCI_Calc_0to5,Trial evaluation,,,21/12/2018,0500049,0500223,0500512
0501139,SBMVInc_E_pct,Trial evaluation,,,21/12/2018,0000173,0000359,0000410
0501140,SBMVResp_E_0to9,Trial evaluation,,,21/12/2018,0500050,0500224,0500513
0501141,SE_Rating_sd,Trial evaluation,,,21/12/2018,0500048,0500225,0500501
0501142,SE_Score_pct,Trial evaluation,,,21/12/2018,0500048,0500226,0000410
0501143,Shattering_E_0to9,Trial evaluation,,,21/12/2018,0000057,0000278,0000446
0501144,SnodoResp_E_0to9,Trial evaluation,,,21/12/2018,0500047,0500229,0000446
0501145,SnodoSev_E_0to9,Trial evaluation,,,21/12/2018,0000717,0000991,0000446
0501146,SnodoSev_Spike_E_0to9,Trial evaluation,,,21/12/2018,0000717,0500230,0000446
0501147,SpkCol_E_1to5,Trial evaluation,,,21/12/2018,0500051,0500231,0500516
0501148,SpkDW_M_g,Trial evaluation,,,21/12/2018,0001523,0500232,0001593
0501149,SpkGlau_E_1to9,Trial evaluation,,,21/12/2018,0500052,0500233,0500518
0501150,SpkGlau_M_0to1,Trial evaluation,,,21/12/2018,0500052,0500234,0500502
0501151,SSRC_Rating_sd,Trial evaluation,,,21/12/2018,0500055,0500235,0500501
0501152,SSRC_Score_pct,Trial evaluation,,,21/12/2018,0500055,0500236,0000410
0501153,StmDia_M_1to9,Trial evaluation,,,21/12/2018,0000062,0000284,0500521
0501154,StmSol_E_5to25,Trial evaluation,,,21/12/2018,0000061,0000283,0500522
0501155,VegPrt_M_pct,Trial evaluation,,,21/12/2018,0500056,0500237,0000410
0501156,CanopySen_Avg_M_pct,Trial evaluation,,,03/02/2019,0500003,0500238,0000410
1000003,ABSN.Z65.Z92_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000003,15/06/2016,1010001,1020027,0000283
1000004,AE_score,,,WIPO:0000004,15/06/2016,1010002,1021083,1030002
1000005,A-F0(<=10)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000005,15/06/2016,1010003,1021082,0000187
1000006,A-F1(<=12)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000006,15/06/2016,1010003,1021081,0000187
1000007,A-F2(<=14)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000007,15/06/2016,1010003,1021080,0000187
1000008,A-F3(<=16)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000008,15/06/2016,1010003,1021079,0000187
1000009,A-F4(<=18)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000009,15/06/2016,1010003,1021078,0000187
1000010,A-F5(<=20)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000010,15/06/2016,1010003,1021077,0000187
1000011,A-F6(<=22)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000011,15/06/2016,1010003,1021076,0000187
1000012,A-F7(<=24)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000012,15/06/2016,1010003,1021075,0000187
1000013,A-F8(<=26)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000013,15/06/2016,1010003,1021074,0000187
1000014,A-F9(<=28)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000014,15/06/2016,1010003,1021073,0000187
1000015,AGDM_g/m_,,,WIPO:0000015,15/06/2016,0000007,1020018,1030003
1000016,AGDM.Z65.Z92_t/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000016,15/06/2016,1010100,1021072,1030003
1000017,AWN_B-NB,,,WIPO:0000017,15/06/2016,1010102,1021071,1030005
1000018,AGDM.Z92_g/m_,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000018,15/06/2016,0000006,1021070,1030003
1000021,FUS-INOC+350DD_dd,,INOC+350DD,WIPO:0000021,15/06/2016,1010007,1021069,1030013
1000022,FUS-INOC+450DD_dd,,INOC+450DD,WIPO:0000022,15/06/2016,1010103,1021068,1030013
1000026,D.Z00_jj/mm/aa,,Z.00 (Dry seed),WIPO:0000026,15/06/2016,0000007,1020018,1030007
1000029,D.Z10_jj/mm/aa,,Z10 (First leaf through coleoptile),WIPO:0000029,15/06/2016,0000021,1020018,1030008
1000032,D.Z30_jj/mm/aa,,Z30 (Pseudostem (youngest leaf sheath erection)),WIPO:0000032,15/06/2016,1010104,1021067,1030008
1000035,D.Z55_jj/mm/aa,,Z55 (Ear half emerged),WIPO:0000035,15/06/2016,1010012,1020005,1030008
1000036,D.Z55_d,,Z55 (Ear half emerged),WIPO:0000036,15/06/2016,1010012,1020005,1030012
1000037,D.Z55_dd,,Z55 (Ear half emerged),WIPO:0000037,15/06/2016,1010012,1020005,1030013
1000038,D.Z65_jj/mm/aa,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000038,15/06/2016,1010013,1020006,1030008
1000039,D.Z65_d,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000039,15/06/2016,1010013,1020006,1030012
1000041,D.Z92_jj/mm/aa,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000041,15/06/2016,0000008,1021066,1030008
1000047,EFFG_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000047,15/06/2016,1010016,1021065,0000187
1000048,EFFREMN_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000048,15/06/2016,1010017,1021064,0000187
1000049,SEN-END_d,,,WIPO:0000049,15/06/2016,1010018,1020033,1030012
1000051,ENR-F1.Z69_score,,Z69 (Anthesis complete),WIPO:0000051,15/06/2016,1010108,1021063,1030006
1000052,ENR-F1.Z75_score,,Z75 (Medium milk),WIPO:0000052,15/06/2016,1010108,1021062,1030006
1000053,ENR-F1.Z83_score,,Z83 (Early dough),WIPO:0000053,15/06/2016,1010108,1021061,1030006
1000054,AGDM.Z65_t/ha,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000054,15/06/2016,0000005,1020007,1030003
1000055,N.Z65_%,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000055,15/06/2016,1010109,1020008,0000187
1000056,FUS-FDK_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000056,15/06/2016,1010101,1020009,0000187
1000057,FSPS,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000057,15/06/2016,0000058,1021060,0000190
1000058,FUS-SPK.350DD_%,,INOC+350DD,WIPO:0000058,15/06/2016,1010115,1020043,0000187
1000059,FUS-SPK.450DD_%,,INOC+450DD,WIPO:0000059,15/06/2016,1010115,1021059,0000187
1000067,GNC_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000067,15/06/2016,1010105,1020010,0000187
1000068,GNY_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000068,15/06/2016,1010106,1020008,0000283
1000069,GPA,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000069,15/06/2016,0000017,1020010,0000190
1000070,GPC_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000070,15/06/2016,1010015,1020012,0000187
1000071,GPS,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000071,15/06/2016,0000038,1021058,0000190
1000072,G/P,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000072,15/06/2016,1010098,1020010,0000190
1000073,PLOT-GW_g,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000073,15/06/2016,0000025,1021057,1030010
1000074,GY_q/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000074,15/06/2016,0000013,1020013,1030011
1000076,GY15,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000076,15/06/2016,0000013,1020014,1030011
1000077,GY15.bot_g,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000077,15/06/2016,1010117,1021056,1030010
1000078,PLOT-HA_m_,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000078,15/06/2016,1010021,1021055,0000080
1000079,SPIKELENGTH.Z30_mm,,Z30 (Pseudostem (youngest leaf sheath erection)),WIPO:0000079,15/06/2016,0000056,1021054,1030017
1000080,HI,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000080,15/06/2016,0000123,1021053,0000187
1000081,AIR-HYGRO,,,WIPO:0000081,15/06/2016,1010024,1020021,0000187
1000083,NNI.Z65_%,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000083,15/06/2016,1010025,1021052,0000187
1000084,NNI.Z91_%,,"Z91 (Grain hard, difficult to divide)",WIPO:0000084,15/06/2016,1010025,1021051,0000187
1000085,FUS-INOC-DATE_jj/mm/aa,,,WIPO:0000085,15/06/2016,1010026,1021050,1030008
1000086,FUS-INOC-GROUP,,,WIPO:0000086,15/06/2016,1010027,1021049,1030109
1000087,SEN-DUR_d,,,WIPO:0000087,15/06/2016,1010028,1020018,1030012
1000088,SEN-DUR_dd,,,WIPO:0000088,15/06/2016,1010028,1020018,1030013
1000089,L-F0(<=4.5)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000089,15/06/2016,0000979,1020028,0000187
1000090,L-F1(<=5.0)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000090,15/06/2016,0000979,1020028,0000187
1000091,L-F2(<=5.5)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000091,15/06/2016,0000979,1020028,0000187
1000092,L-F3(<=6.0)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000092,15/06/2016,0000979,1020028,0000187
1000093,L-F4(<=6.5)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000093,15/06/2016,0000979,1020028,0000187
1000094,L-F5(<=7.0)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000094,15/06/2016,0000979,1020028,0000187
1000095,L-F6(<=7.5)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000095,15/06/2016,0000979,1020028,0000187
1000096,L-F7(<=8.0)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000096,15/06/2016,0000979,1020028,0000187
