id,value,description
0000470,13,"10% plant height affected, 30% coverage"
0000470,44,"40% plant height affected, 40% coverage"
0000470,10,10
0000470,43,"40% plant height affected, 30% coverage"
0000470,11,"10% plant height affected, 10% coverage"
0000470,42,"40% plant height affected, 20% coverage"
0000470,16,"10% plant height affected, 60% coverage"
0000470,41,"40% plant height affected, 10% coverage"
0000470,17,"10% plant height affected, 70% coverage"
0000470,40,40
0000470,14,"10% plant height affected, 40% coverage"
0000470,39,"30% plant height affected, 90% coverage"
0000470,15,"10% plant height affected, 50% coverage"
0000470,47,"40% plant height affected, 70% coverage"
0000470,38,"30% plant height affected, 80% coverage"
0000470,33,"30% plant height affected, 30% coverage"
0000470,32,"30% plant height affected, 20% coverage"
0000470,35,"30% plant height affected, 50% coverage"
0000470,34,"30% plant height affected, 40% coverage"
0000470,29,"20% plant height affected, 90% coverage"
0000470,28,"20% plant height affected, 80% coverage"
0000470,31,"30% plant height affected, 10% coverage"
0000470,30,30
0000470,37,"30% plant height affected, 70% coverage"
0000470,36,"30% plant height affected, 60% coverage"
0000789,1,No Description
0000789,4,No Description
0000789,5,No Description
0000789,2,No Description
0000789,3,No Description
0000789,8,No Description
0000789,9,No Description
0000789,6,No Description
0000789,7,No Description
0000790,9,No Description
0000790,6,No Description
0000790,5,No Description
0000790,8,No Description
0000790,7,No Description
0000790,2,No Description
0000790,1,No Description
0000790,4,No Description
0000790,3,No Description
0000470,27,"20% plant height affected, 70% coverage"
0000470,25,"20% plant height affected, 50% coverage"
0000470,26,"20% plant height affected, 60% coverage"
0000470,19,"10% plant height affected, 90% coverage"
0000470,20,20
0000470,18,"10% plant height affected, 80% coverage"
0000470,23,"20% plant height affected, 30% coverage"
0000470,24,"20% plant height affected, 40% coverage"
0000470,21,"20% plant height affected, 10% coverage"
0000470,22,"20% plant height affected, 20% coverage"
0000470,96,"90% plant height affected, 60% coverage"
0000470,97,"90% plant height affected, 70% coverage"
0000470,94,"90% plant height affected, 40% coverage"
0000470,95,"90% plant height affected, 50% coverage"
0000470,99,"90% plant height affected, 90% coverage"
0000470,98,"90% plant height affected, 80% coverage"
0000470,87,"80% plant height affected, 70% coverage"
0000470,83,"80% plant height affected, 30% coverage"
0000470,84,"80% plant height affected, 40% coverage"
0000470,85,"80% plant height affected, 50% coverage"
0000470,86,"80% plant height affected, 60% coverage"
0000470,91,"90% plant height affected, 10% coverage"
0000470,90,90
0000470,93,"90% plant height affected, 30% coverage"
0000470,92,"90% plant height affected, 20% coverage"
0000470,89,"80% plant height affected, 90% coverage"
0000470,88,"80% plant height affected, 80% coverage"
0000470,76,"70% plant height affected, 60% coverage"
0000470,77,"70% plant height affected, 70% coverage"
0000470,74,"70% plant height affected, 40% coverage"
0000470,75,"70% plant height affected, 50% coverage"
0000470,72,"70% plant height affected, 20% coverage"
0000470,73,"70% plant height affected, 30% coverage"
0000470,82,"80% plant height affected, 20% coverage"
0000470,81,"80% plant height affected, 10% coverage"
0000470,80,80
0000470,79,"70% plant height affected, 90% coverage"
0000470,78,"70% plant height affected, 80% coverage"
0000470,70,70
0000470,71,"70% plant height affected, 10% coverage"
0000470,68,"60% plant height affected, 80% coverage"
0000470,69,"60% plant height affected, 90% coverage"
0000470,64,"60% plant height affected, 40% coverage"
0000470,63,"60% plant height affected, 30% coverage"
0000470,62,"60% plant height affected, 20% coverage"
0000470,61,"60% plant height affected, 10% coverage"
0000470,67,"60% plant height affected, 70% coverage"
0000470,66,"60% plant height affected, 60% coverage"
0000470,65,"60% plant height affected, 50% coverage"
0000470,58,"50% plant height affected, 80% coverage"
0000470,59,"50% plant height affected, 90% coverage"
0000470,60,60
0000470,51,"50% plant height affected, 10% coverage"
0000470,50,50
0000470,53,"50% plant height affected, 30% coverage"
0000470,52,"50% plant height affected, 20% coverage"
0000470,55,"50% plant height affected, 50% coverage"
0000470,54,"50% plant height affected, 40% coverage"
0000470,57,"50% plant height affected, 70% coverage"
0000470,56,"50% plant height affected, 60% coverage"
0000470,48,"40% plant height affected, 80% coverage"
0000470,49,"40% plant height affected, 90% coverage"
0000470,00,no disease
0000470,46,"40% plant height affected, 60% coverage"
0000470,12,"10% plant height affected, 20% coverage"
0000470,45,"40% plant height affected, 50% coverage"
0000470,13,"10% plant height affected, 30% coverage"
0000470,44,"40% plant height affected, 40% coverage"
0000470,10,10
0000470,43,"40% plant height affected, 30% coverage"
0000470,11,"10% plant height affected, 10% coverage"
0000470,42,"40% plant height affected, 20% coverage"
0000470,16,"10% plant height affected, 60% coverage"
0000470,41,"40% plant height affected, 10% coverage"
0000470,17,"10% plant height affected, 70% coverage"
0000470,40,40
0000470,14,"10% plant height affected, 40% coverage"
0000470,39,"30% plant height affected, 90% coverage"
0000470,15,"10% plant height affected, 50% coverage"
0000470,47,"40% plant height affected, 70% coverage"
0000470,38,"30% plant height affected, 80% coverage"
0000470,33,"30% plant height affected, 30% coverage"
0000470,32,"30% plant height affected, 20% coverage"
0000470,35,"30% plant height affected, 50% coverage"
0000470,34,"30% plant height affected, 40% coverage"
0000470,29,"20% plant height affected, 90% coverage"
0000470,28,"20% plant height affected, 80% coverage"
0000470,31,"30% plant height affected, 10% coverage"
0000470,30,30
0000470,37,"30% plant height affected, 70% coverage"
0000470,36,"30% plant height affected, 60% coverage"
0000789,1,No Description
0000789,4,No Description
0000789,5,No Description
0000789,2,No Description
0000789,3,No Description
0000789,8,No Description
0000789,9,No Description
0000789,6,No Description
0000789,7,No Description
0000790,9,No Description
0000790,6,No Description
0000790,5,No Description
0000790,8,No Description
0000790,7,No Description
0000790,2,No Description
0000790,1,No Description
0000790,4,No Description
0000790,3,No Description
0000735,Imm,"Immune (Imm) - No pycnidial formation, no symptoms or occasional hypersensitive fleck."
0000735,I,Intermediate (I) - Light pycnidial format ion. Coalescing of lesions normally noticeable towards the leaf tip and elsewhere on the leaf.
0000735,S,"Susceptible (S) - Moderate pycnidial formation, lesions coalescing considerably."
0000735,HR,"Highly Resistant (HR) - No or only occasional isolated pycnidia formed, particularly in older leaf tissue,  hypersensitive flecking in younger leaf tissue."
0000735,R,Resistant (R) - Very light pycnidial formation. Some coalescing of lesions mainly toward the leaf tip and in older leaf tissue.
0000735,VS,"Very susceptible (VS), large, abundant pycnidia, lesions coalescing extensively"
0000470,27,"20% plant height affected, 70% coverage"
0000470,25,"20% plant height affected, 50% coverage"
0000470,26,"20% plant height affected, 60% coverage"
0000470,19,"10% plant height affected, 90% coverage"
0000470,20,20
0000470,18,"10% plant height affected, 80% coverage"
0000470,23,"20% plant height affected, 30% coverage"
0000470,24,"20% plant height affected, 40% coverage"
0000470,21,"20% plant height affected, 10% coverage"
0000470,22,"20% plant height affected, 20% coverage"
0000470,96,"90% plant height affected, 60% coverage"
0000470,97,"90% plant height affected, 70% coverage"
0000470,94,"90% plant height affected, 40% coverage"
0000470,95,"90% plant height affected, 50% coverage"
0000470,99,"90% plant height affected, 90% coverage"
0000470,98,"90% plant height affected, 80% coverage"
0000470,87,"80% plant height affected, 70% coverage"
0000470,83,"80% plant height affected, 30% coverage"
0000470,84,"80% plant height affected, 40% coverage"
0000470,85,"80% plant height affected, 50% coverage"
0000470,86,"80% plant height affected, 60% coverage"
0000470,91,"90% plant height affected, 10% coverage"
0000470,90,90
0000470,93,"90% plant height affected, 30% coverage"
0000470,92,"90% plant height affected, 20% coverage"
0000470,89,"80% plant height affected, 90% coverage"
0000470,88,"80% plant height affected, 80% coverage"
0000470,76,"70% plant height affected, 60% coverage"
0000470,77,"70% plant height affected, 70% coverage"
0000470,74,"70% plant height affected, 40% coverage"
0000470,75,"70% plant height affected, 50% coverage"
0000470,72,"70% plant height affected, 20% coverage"
0000470,73,"70% plant height affected, 30% coverage"
0000470,82,"80% plant height affected, 20% coverage"
0000470,81,"80% plant height affected, 10% coverage"
0000470,80,80
0000470,79,"70% plant height affected, 90% coverage"
0000470,78,"70% plant height affected, 80% coverage"
0000470,70,70
0000470,71,"70% plant height affected, 10% coverage"
0000470,68,"60% plant height affected, 80% coverage"
0000470,69,"60% plant height affected, 90% coverage"
0000470,64,"60% plant height affected, 40% coverage"
0000470,63,"60% plant height affected, 30% coverage"
0000470,62,"60% plant height affected, 20% coverage"
0000470,61,"60% plant height affected, 10% coverage"
0000470,67,"60% plant height affected, 70% coverage"
0000470,66,"60% plant height affected, 60% coverage"
0000470,65,"60% plant height affected, 50% coverage"
0000470,58,"50% plant height affected, 80% coverage"
0000470,59,"50% plant height affected, 90% coverage"
0000470,60,60
0000470,51,"50% plant height affected, 10% coverage"
0000470,50,50
0000470,53,"50% plant height affected, 30% coverage"
0000470,52,"50% plant height affected, 20% coverage"
0000470,55,"50% plant height affected, 50% coverage"
0000470,54,"50% plant height affected, 40% coverage"
0000470,57,"50% plant height affected, 70% coverage"
0000470,56,"50% plant height affected, 60% coverage"
0000470,48,"40% plant height affected, 80% coverage"
0000470,49,"40% plant height affected, 90% coverage"
0000470,00,no disease
0000470,46,"40% plant height affected, 60% coverage"
0000470,12,"10% plant height affected, 20% coverage"
0000470,45,"40% plant height affected, 50% coverage"
0000470,13,"10% plant height affected, 30% coverage"
0000470,44,"40% plant height affected, 40% coverage"
0000470,10,10
0000470,43,"40% plant height affected, 30% coverage"
0000470,11,"10% plant height affected, 10% coverage"
0000470,42,"40% plant height affected, 20% coverage"
0000470,16,"10% plant height affected, 60% coverage"
0000470,41,"40% plant height affected, 10% coverage"
0000470,17,"10% plant height affected, 70% coverage"
0000470,40,40
0000470,14,"10% plant height affected, 40% coverage"
0000470,39,"30% plant height affected, 90% coverage"
0000470,15,"10% plant height affected, 50% coverage"
0000470,47,"40% plant height affected, 70% coverage"
0000470,38,"30% plant height affected, 80% coverage"
0000470,33,"30% plant height affected, 30% coverage"
0000470,32,"30% plant height affected, 20% coverage"
0000470,35,"30% plant height affected, 50% coverage"
0000470,34,"30% plant height affected, 40% coverage"
0000470,29,"20% plant height affected, 90% coverage"
0000470,28,"20% plant height affected, 80% coverage"
0000470,31,"30% plant height affected, 10% coverage"
0000470,30,30
0000470,37,"30% plant height affected, 70% coverage"
0000470,36,"30% plant height affected, 60% coverage"
0000742,0,No symptom of sharp eyespot
0000742,3,"one or more sharp eyespot lesions girdling in total less than or equal to 1/5 of the stem circumference, with the stem remaining un-softened"
0000742,4,"one or more sharp eyespot lesions girdling in total less than or equal to 2/5 of the stem circumference, with the stem remaining un-softened"
0000742,1,One or more sharp eyespot lesions on lower sheaths but no symptoms on the stem
0000742,2,one or more sharp eyespot lesions on upper (as well as lower) sheaths but no symptoms on the stem
0000742,7,"one or more sharp eyespot lesions girdling in total less than or equal to 5/5 of the stem circumference, with the stem remaining un-softened"
0000742,8,stem softened with sharp eyespot lesions on the stem
0000742,5,"one or more sharp eyespot lesions girdling in total less than or equal to 3/5 of the stem circumference, with the stem remaining un-softened"
0000742,6,"one or more sharp eyespot lesions girdling in total less than or equal to 4/5 of the stem circumference, with the stem remaining un-softened"
0000742,9,"head prematurely ripened (whitehead) or plant collapsed with sharp eyespot lesions on the stem, or shoot killed as the ear emerges from the sheath with sharp eyespot lesions on the shoot"
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000471,0,no visible infection (0)
0000471,MR,"moderately resistant (MR), small lesions surrounded by necrotic areas"
0000471,I,"intermediate (M), lesions of variable size, some necrosis and/or chlorosis"
0000471,R,"resistant (R), necrotic areas with or without small lesions"
0000471,R-MR,resistant to moderately resistance (R-MR)
0000471,S,"susceptible (S), large lesions, no necrosis or chlorosis"
0000471,MS,"moderately Susceptible (MS), medium-sized lesions, no necrosis, but some chlorosis possible"
0000471,MS-S,moderately susceptible to susceptible (MS-S)
0000447,0,awnless
0000447,3,awnletted (short)
0000447,4,No Description
0000447,1,No Description
0000447,2,No Description
0000447,7,awned (conspicuous)
0000447,8,No Description
0000447,5,No Description
0000447,6,No Description
0000447,9,No Description
0000467,1,very lax
0000467,4,lax to intermediate
0000467,5,intermediate
0000467,2,very lax to lax
0000467,3,lax
0000467,8,dense to very dense
0000467,9,very dense
0000467,6,intermediate to dense
0000467,7,dense
0000457,1,none (N)
0000457,4,moderate (M)
0000457,5,very severe (V)
0000457,2,trace (T)
0000457,3,slight (S)
0000828,1,none
0000828,4,low to moderate
0000828,5,moderate
0000828,2,very low
0000828,3,low
0000828,8,high to very high
0000828,9,very high
0000828,6,moderate to high
0000828,7,high
0000789,1,No Description
0000789,4,No Description
0000789,5,No Description
0000789,2,No Description
0000789,3,No Description
0000789,8,No Description
0000789,9,No Description
0000789,6,No Description
0000789,7,No Description
0000790,9,No Description
0000790,6,No Description
0000790,5,No Description
0000790,8,No Description
0000790,7,No Description
0000790,2,No Description
0000790,1,No Description
0000790,4,No Description
0000790,3,No Description
0000470,27,"20% plant height affected, 70% coverage"
0000470,25,"20% plant height affected, 50% coverage"
0000470,26,"20% plant height affected, 60% coverage"
0000470,19,"10% plant height affected, 90% coverage"
0000470,20,20
0000470,18,"10% plant height affected, 80% coverage"
0000470,23,"20% plant height affected, 30% coverage"
0000470,24,"20% plant height affected, 40% coverage"
0000470,21,"20% plant height affected, 10% coverage"
0000470,22,"20% plant height affected, 20% coverage"
0000470,96,"90% plant height affected, 60% coverage"
0000470,97,"90% plant height affected, 70% coverage"
0000470,94,"90% plant height affected, 40% coverage"
0000470,95,"90% plant height affected, 50% coverage"
0000470,99,"90% plant height affected, 90% coverage"
0000470,98,"90% plant height affected, 80% coverage"
0000470,87,"80% plant height affected, 70% coverage"
0000470,83,"80% plant height affected, 30% coverage"
0000470,84,"80% plant height affected, 40% coverage"
0000470,85,"80% plant height affected, 50% coverage"
0000470,86,"80% plant height affected, 60% coverage"
0000470,91,"90% plant height affected, 10% coverage"
0000470,90,90
0000470,93,"90% plant height affected, 30% coverage"
0000470,92,"90% plant height affected, 20% coverage"
0000470,89,"80% plant height affected, 90% coverage"
0000470,88,"80% plant height affected, 80% coverage"
0000470,76,"70% plant height affected, 60% coverage"
0000470,77,"70% plant height affected, 70% coverage"
0000470,74,"70% plant height affected, 40% coverage"
0000470,75,"70% plant height affected, 50% coverage"
0000470,72,"70% plant height affected, 20% coverage"
0000470,73,"70% plant height affected, 30% coverage"
0000470,82,"80% plant height affected, 20% coverage"
0000470,81,"80% plant height affected, 10% coverage"
0000470,80,80
0000470,79,"70% plant height affected, 90% coverage"
0000470,78,"70% plant height affected, 80% coverage"
0000470,70,70
0000470,71,"70% plant height affected, 10% coverage"
0000470,68,"60% plant height affected, 80% coverage"
0000470,69,"60% plant height affected, 90% coverage"
0000470,64,"60% plant height affected, 40% coverage"
0000470,63,"60% plant height affected, 30% coverage"
0000470,62,"60% plant height affected, 20% coverage"
0000470,61,"60% plant height affected, 10% coverage"
0000470,67,"60% plant height affected, 70% coverage"
0000470,66,"60% plant height affected, 60% coverage"
0000470,65,"60% plant height affected, 50% coverage"
0000470,58,"50% plant height affected, 80% coverage"
0000470,59,"50% plant height affected, 90% coverage"
0000470,60,60
0000470,51,"50% plant height affected, 10% coverage"
0000470,50,50
0000470,53,"50% plant height affected, 30% coverage"
0000470,52,"50% plant height affected, 20% coverage"
0000470,55,"50% plant height affected, 50% coverage"
0000470,54,"50% plant height affected, 40% coverage"
0000470,57,"50% plant height affected, 70% coverage"
0000470,56,"50% plant height affected, 60% coverage"
0000470,48,"40% plant height affected, 80% coverage"
0000470,49,"40% plant height affected, 90% coverage"
0000470,00,no disease
0000470,46,"40% plant height affected, 60% coverage"
0000470,12,"10% plant height affected, 20% coverage"
0000470,45,"40% plant height affected, 50% coverage"
0000470,13,"10% plant height affected, 30% coverage"
0000470,44,"40% plant height affected, 40% coverage"
0000470,10,10
0000470,43,"40% plant height affected, 30% coverage"
0000470,11,"10% plant height affected, 10% coverage"
0000470,42,"40% plant height affected, 20% coverage"
0000470,16,"10% plant height affected, 60% coverage"
0000470,41,"40% plant height affected, 10% coverage"
0000470,17,"10% plant height affected, 70% coverage"
0000470,40,40
0000470,14,"10% plant height affected, 40% coverage"
0000470,39,"30% plant height affected, 90% coverage"
0000470,15,"10% plant height affected, 50% coverage"
0000470,47,"40% plant height affected, 70% coverage"
0000470,38,"30% plant height affected, 80% coverage"
0000470,33,"30% plant height affected, 30% coverage"
0000470,32,"30% plant height affected, 20% coverage"
0000470,35,"30% plant height affected, 50% coverage"
0000470,34,"30% plant height affected, 40% coverage"
0000470,29,"20% plant height affected, 90% coverage"
0000470,28,"20% plant height affected, 80% coverage"
0000470,31,"30% plant height affected, 10% coverage"
0000470,30,30
0000470,37,"30% plant height affected, 70% coverage"
0000470,36,"30% plant height affected, 60% coverage"
0000468,1,highly susceptible
0000468,4,susceptible to moderately susceptible
0000468,5,moderately susceptible
0000468,2,highly susceptible to susceptible
0000468,3,susceptible
0000468,8,tolerant
0000468,9,highly tolerant
0000468,6,moderately susceptible to moderately tolerant
0000468,7,moderately tolerant
0000473,0,no visible infection (0)
0000473,MR,"moderately resistant (MR), small pustules surrounded by necrotic areas"
0000473,I,"intermediate (M), pustules of variable size, some necrosis and/or chlorosis"
0000473,R,"resistant (R), necrotic areas with or without small pustules"
0000473,R-MR,resistant to moderately resistance (R-MR)
0000473,S,"susceptible (S), large pustules, no necrosis or chlorosis"
0000473,MS,"moderately susceptible (MS), medium-sized pustules, no necrosis, but some clorosis possible"
0000473,MS-S,moderately susceptible to susceptible (MS-S)
0000606,I,"immune, no uredinia or other macroscopic sign of infection (0)"
0000606,2,"moderately resistant, small to medium uredinia often surrounded by Chlorosis or necrosis, green island may be surrounded by chlorotic or necrotic border (2)"
0000606,X,"heterogeneous, random distribution of variable-sized uredinia on single leaf (X)"
0000606,",","nearly immune, no uredinia, but hypersensitive necrotic or chlorotic flecks present (,)"
0000606,1,"very resistant, small uredinia surrounded by necrosis (1)"
0000606,3,"moderately susceptible, medium-sized uredinia that may be associated with chlorosis (3)"
0000606,4,"susceptible, large uredinia without chlorosis (4)"
0000606,Y,"heterogeneous, ordered distribution of variable-sized uredinia, with larger uredinia at leaf tip (Y)"
0000606,Z,"Heterogeneous, ordered distribution of variable-sized uredinia, with larger uredinia at leaf base (Z)"
0000753,0,0% (no uredia)
0000753,10,10% (3.7% occupied by uredia)
0000753,20,20% (7.4% occupied by uredia)
0000753,1,1% (0.37% occupied by uredia)
0000753,5,5% (1.85% occupied by uredia)
0000753,50,50% (18.5% occupied by uredia)
0000753,60,60% (22.2% occupied by uredia)
0000753,30,30% (11.1% occupied by uredia)
0000753,40,40% (14.8% occupied by uredia)
0000753,80,80% (29.6% occupied by uredia)
0000753,90,90% (33.3% occupied by uredia)
0000753,70,70% (25.9% occupied by uredia)
0000753,100,100% (37% occupied by uredia)
0000456,1,hollow
0000456,2,intermediate
0000456,3,solid
0000828,1,none
0000828,4,low to moderate
0000828,5,moderate
0000828,2,very low
0000828,3,low
0000828,8,high to very high
0000828,9,very high
0000828,6,moderate to high
0000828,7,high
0000819,0,No Description
0000819,3,No Description
0000819,4,No Description
0000819,1,No Description
0000819,2,No Description
0000819,5,No Description
0000819,6,No Description
0000465,1,none
0000465,4,low to medium
0000465,5,medium
0000465,2,very low
0000465,3,low
0000465,8,very high
0000465,9,severe
0000465,6,medium to high
0000465,7,high
0000466,I,immune
0000466,MR,moderately resistant
0000466,LM,light moderate
0000466,VR,very resistance
0000466,R,resistant
0000466,LMS,light moderate susceptible
0000466,S,susceptible
0000466,M,moderate
0000466,MS,moderate susceptible
0000466,VS,very susceptible
0000473,0,no visible infection (0)
0000473,MR,"moderately resistant (MR), small pustules surrounded by necrotic areas"
0000473,I,"intermediate (M), pustules of variable size, some necrosis and/or chlorosis"
0000473,R,"resistant (R), necrotic areas with or without small pustules"
0000473,R-MR,resistant to moderately resistance (R-MR)
0000473,S,"susceptible (S), large pustules, no necrosis or chlorosis"
0000473,MS,"moderately susceptible (MS), medium-sized pustules, no necrosis, but some clorosis possible"
0000473,MS-S,moderately susceptible to susceptible (MS-S)
0000753,0,0% (no uredia)
0000753,10,10% (3.7% occupied by uredia)
0000753,20,20% (7.4% occupied by uredia)
0000753,1,1% (0.37% occupied by uredia)
0000753,5,5% (1.85% occupied by uredia)
0000753,50,50% (18.5% occupied by uredia)
0000753,60,60% (22.2% occupied by uredia)
0000753,30,30% (11.1% occupied by uredia)
0000753,40,40% (14.8% occupied by uredia)
0000753,80,80% (29.6% occupied by uredia)
0000753,90,90% (33.3% occupied by uredia)
0000753,70,70% (25.9% occupied by uredia)
0000753,100,100% (37% occupied by uredia)
0000457,1,none (N)
0000457,4,moderate (M)
0000457,5,very severe (V)
0000457,2,trace (T)
0000457,3,slight (S)
0000457,1,none (N)
0000457,4,moderate (M)
0000457,5,very severe (V)
0000457,2,trace (T)
0000457,3,slight (S)
0000463,R,"Resistant, small dark brown to black spots without any surrounding chlorosis or tan necrosis"
0000463,MS,"Moderately susceptible, small dark brown to black spots completely surrounded with chlorotic or tan necrostic zones, some of the lesions coalescing"
0000463,S,"Susceptible, small dark brown to black centres may or may not be distinguishable, most lesions consist of coalescing chlorotic or tan necrotic zones"
0000463,MR,"Moderately-resistant, small dark brown to black spots with very little chlorosis or tan necrosis"
0000463,MR-MS,"Moderately resistant to moderately susceptible, small dark brown to black spots completely surrounded by a distinct chlorotic or tan necrosis"
0000445,0,No visible infection on plants
0000445,MR-MS,"Moderately resistant to moderately susceptible, small dark brown to black spots completely surrounded by a distinct chlorotic or tan necrosis"
0000445,MS,"Moderately susceptible, small dark brown to black spots completely surrounded with chlorotic or tan necrostic zones, some of the lesions coalescing"
0000445,R,"Resistant, small dark brown to black spots without any surrounding chlorosis or tan necrosis"
0000445,MR,"Moderately-resistant, small dark brown to black spots with very little chlorosis or tan necrosis"
0000445,S,"Susceptible, small dark brown to black centres may or may not be distinguishable, most lesions consist of coalescing chlorotic or tan necrotic zones"
0000470,27,"20% plant height affected, 70% coverage"
0000470,25,"20% plant height affected, 50% coverage"
0000470,26,"20% plant height affected, 60% coverage"
0000470,19,"10% plant height affected, 90% coverage"
0000470,20,20
0000470,18,"10% plant height affected, 80% coverage"
0000470,23,"20% plant height affected, 30% coverage"
0000470,24,"20% plant height affected, 40% coverage"
0000470,21,"20% plant height affected, 10% coverage"
0000470,22,"20% plant height affected, 20% coverage"
0000470,96,"90% plant height affected, 60% coverage"
0000470,97,"90% plant height affected, 70% coverage"
0000470,94,"90% plant height affected, 40% coverage"
0000470,95,"90% plant height affected, 50% coverage"
0000470,99,"90% plant height affected, 90% coverage"
0000470,98,"90% plant height affected, 80% coverage"
0000470,87,"80% plant height affected, 70% coverage"
0000470,83,"80% plant height affected, 30% coverage"
0000470,84,"80% plant height affected, 40% coverage"
0000470,85,"80% plant height affected, 50% coverage"
0000470,86,"80% plant height affected, 60% coverage"
0000470,91,"90% plant height affected, 10% coverage"
0000470,90,90
0000470,93,"90% plant height affected, 30% coverage"
0000470,92,"90% plant height affected, 20% coverage"
0000470,89,"80% plant height affected, 90% coverage"
0000470,88,"80% plant height affected, 80% coverage"
0000470,76,"70% plant height affected, 60% coverage"
0000470,77,"70% plant height affected, 70% coverage"
0000470,74,"70% plant height affected, 40% coverage"
0000470,75,"70% plant height affected, 50% coverage"
0000470,72,"70% plant height affected, 20% coverage"
0000470,73,"70% plant height affected, 30% coverage"
0000470,82,"80% plant height affected, 20% coverage"
0000470,81,"80% plant height affected, 10% coverage"
0000470,80,80
0000470,79,"70% plant height affected, 90% coverage"
0000470,78,"70% plant height affected, 80% coverage"
0000470,70,70
0000470,71,"70% plant height affected, 10% coverage"
0000470,68,"60% plant height affected, 80% coverage"
0000470,69,"60% plant height affected, 90% coverage"
0000470,64,"60% plant height affected, 40% coverage"
0000470,63,"60% plant height affected, 30% coverage"
0000470,62,"60% plant height affected, 20% coverage"
0000470,61,"60% plant height affected, 10% coverage"
0000470,67,"60% plant height affected, 70% coverage"
0000470,66,"60% plant height affected, 60% coverage"
0000470,65,"60% plant height affected, 50% coverage"
0000470,58,"50% plant height affected, 80% coverage"
0000470,59,"50% plant height affected, 90% coverage"
0000470,60,60
0000470,51,"50% plant height affected, 10% coverage"
0000470,50,50
0000470,53,"50% plant height affected, 30% coverage"
0000470,52,"50% plant height affected, 20% coverage"
0000470,55,"50% plant height affected, 50% coverage"
0000470,54,"50% plant height affected, 40% coverage"
0000470,57,"50% plant height affected, 70% coverage"
0000470,56,"50% plant height affected, 60% coverage"
0000470,48,"40% plant height affected, 80% coverage"
0000470,49,"40% plant height affected, 90% coverage"
0000470,00,no disease
0000470,46,"40% plant height affected, 60% coverage"
0000470,12,"10% plant height affected, 20% coverage"
0000470,45,"40% plant height affected, 50% coverage"
0000470,13,"10% plant height affected, 30% coverage"
0000470,44,"40% plant height affected, 40% coverage"
0000470,10,10
0000470,43,"40% plant height affected, 30% coverage"
0000470,11,"10% plant height affected, 10% coverage"
0000470,42,"40% plant height affected, 20% coverage"
0000470,16,"10% plant height affected, 60% coverage"
0000470,41,"40% plant height affected, 10% coverage"
0000470,17,"10% plant height affected, 70% coverage"
0000470,40,40
0000470,14,"10% plant height affected, 40% coverage"
0000470,39,"30% plant height affected, 90% coverage"
0000470,15,"10% plant height affected, 50% coverage"
0000470,47,"40% plant height affected, 70% coverage"
0000470,38,"30% plant height affected, 80% coverage"
0000470,33,"30% plant height affected, 30% coverage"
0000470,32,"30% plant height affected, 20% coverage"
0000470,35,"30% plant height affected, 50% coverage"
0000470,34,"30% plant height affected, 40% coverage"
0000470,29,"20% plant height affected, 90% coverage"
0000470,28,"20% plant height affected, 80% coverage"
0000470,31,"30% plant height affected, 10% coverage"
0000470,30,30
0000470,37,"30% plant height affected, 70% coverage"
0000470,36,"30% plant height affected, 60% coverage"
0000462,1,very poor (VP)
0000462,4,good (G)
0000462,5,very good (VG)
0000462,2,poor (P)
0000462,3,fair (F)
0000599,1,present
0000599,0,absent
0000449,0,no damage
0000449,3,low damage
0000449,4,low to intermediate damage
0000449,1,trace
0000449,2,very low damage
0000449,7,high damage
0000449,8,high to very high damage
0000449,5,intermediate damage
0000449,6,intermediate to high damage
0000449,9,very high damage
0000449,0,no damage
0000449,3,low damage
0000449,4,low to intermediate damage
0000449,1,trace
0000449,2,very low damage
0000449,7,high damage
0000449,8,high to very high damage
0000449,5,intermediate damage
0000449,6,intermediate to high damage
0000449,9,very high damage
0000457,1,none (N)
0000457,4,moderate (M)
0000457,5,very severe (V)
0000457,2,trace (T)
0000457,3,slight (S)
0001012,1,White
0001012,4,Purple
0001012,5,Amber
0001012,2,Red
0001012,3,Black
0001012,6,Mixed
0001014,1,Fusiform
0001014,4,Clavate
0001014,5,Elliptical
0001014,2,Branched
0001014,3,Oblong
0001014,6,Mixed
0001015,1,Good
0001015,2,Moderate
0001015,3,Poor
0001012,1,White
0001012,4,Purple
0001012,5,Amber
0001012,2,Red
0001012,3,Black
0001012,6,Mixed
0001016,1,No breakage
0001016,4,40% plants with broken straw
0001016,5,50% plants with broken straw
0001016,2,20% plants with broken straw
0001016,3,30% plants with broken straw
0001016,8,80% plants with broken straw
0001016,9,90% plants with broken straw
0001016,6,60% plants with broken straw
0001016,7,70% plants with broken straw
0001012,1,White
0001012,4,Purple
0001012,5,Amber
0001012,2,Red
0001012,3,Black
0001012,6,Mixed
0001017,1,weak
0001017,2,mid-strong
0001017,3,strong
0001018,0,No anther extrusion
0001018,3,30% anther extrusion
0001018,4,40% anther extrusion
0001018,1,10% anther extrusion
0001018,2,20% anther extrusion
0001018,7,70% anther extrusion
0001018,8,80% anther extrusion
0001018,5,50% anther extrusion
0001018,6,60% anther extrusion
0001018,8,>90% anther extrusion
