observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,Frost susceptibility(CO_321:1000271),Frost susceptibility(CO_321:1000271).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleExtrusion(WIPO:0000284),PeduncleExtrusion(WIPO:0000284).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,RowType(WIPO:0000285),RowType(WIPO:0000285).date,SeedArea(CO_321:1000144),SeedArea(CO_321:1000144).date,SeedLength(CO_321:1000146),SeedLength(CO_321:1000146).date,SeedWidth(CO_321:1000147),SeedWidth(CO_321:1000147).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
1,3294873,BW2,Barley_Winter_JHI,63357,https://doi.org/10.15454/CNUPJ6,IG 31424,BLOCK>PLOT,,,,,1,29,"BLOCK>PLOT:1,BLOCK:4",2015,10.25,,3,2015-03-30T02:00:00Z,55.39,2015-10-14T02:00:00Z,217,2015-06-03T02:00:00Z,54,,4.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.4,2015-10-14T02:00:00Z,9.9,2015-10-14T02:00:00Z,3.6,2015-10-14T02:00:00Z,5,
9,3294494,BW2,Barley_Winter_JHI,63358,https://doi.org/10.15454/R1MRI9,IG 31444,BLOCK>PLOT,,,,,2,2,"BLOCK>PLOT:9,BLOCK:1",2015,,,2,2015-03-30T02:00:00Z,,,231,2015-06-17T02:00:00Z,65,,9,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,,,,,,,9,
65,3294610,BW2,Barley_Winter_JHI,63359,https://doi.org/10.15454/GJXL0H,IG 31513,BLOCK>PLOT,,,,,6,10,"BLOCK>PLOT:65,BLOCK:1",2015,10.75,,3,2015-03-30T02:00:00Z,66.84,2015-10-08T02:00:00Z,215,2015-06-01T02:00:00Z,52.25,,8.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,30.6,2015-10-08T02:00:00Z,10.6,2015-10-08T02:00:00Z,3.9,2015-10-08T02:00:00Z,6.8,
18,3294914,BW2,Barley_Winter_JHI,63394,https://doi.org/10.15454/0LL4HA,Ulleri 10,BLOCK>PLOT,,,,,13,31,"BLOCK>PLOT:18,BLOCK:8",2015,,,,,,,,,,,,,0,2015-03-10T01:00:00Z,,,,,,,,,,
37,3294824,BW2,Barley_Winter_JHI,63395,https://doi.org/10.15454/X5NA5N,Ulleri 20,BLOCK>PLOT,,,,,8,25,"BLOCK>PLOT:37,BLOCK:7",2015,8,,3,2015-03-30T02:00:00Z,,,219,2015-06-05T02:00:00Z,60,,8.33333333333333,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,,,,,,,5.3,
59,3294723,BW2,Barley_Winter_JHI,63483,https://doi.org/10.15454/BSA6HR,Souche 142 Strotzheim,BLOCK>PLOT,,,,,6,18,"BLOCK>PLOT:59,BLOCK:2",2015,13,,4,2015-03-30T02:00:00Z,,,226,2015-06-12T02:00:00Z,70,,6.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,,,,,,,10,
57,3294721,BW2,Barley_Winter_JHI,63531,https://doi.org/10.15454/TVCZWJ,HOR 10555,BLOCK>PLOT,,,,,4,18,"BLOCK>PLOT:57,BLOCK:2",2015,15,,4,2015-03-30T02:00:00Z,49.96,2015-10-08T02:00:00Z,238,2015-06-24T02:00:00Z,68.5,,3,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,22.8,2015-10-08T02:00:00Z,8.2,2015-10-08T02:00:00Z,3.7,2015-10-08T02:00:00Z,9,
42,3295092,BW2,Barley_Winter_JHI,63531,https://doi.org/10.15454/TVCZWJ,HOR 10555,BLOCK>PLOT,,,,,12,44,"BLOCK>PLOT:42,BLOCK:10",2015,11.25,,3,2015-03-30T02:00:00Z,50.98,2015-10-14T02:00:00Z,231,2015-06-17T02:00:00Z,80.75,,5.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.2,2015-10-14T02:00:00Z,8.2,2015-10-14T02:00:00Z,3.7,2015-10-14T02:00:00Z,10.5,
2,3294882,BW2,Barley_Winter_JHI,63532,https://doi.org/10.15454/BT2SXF,FAO 3413,BLOCK>PLOT,,,,,9,29,"BLOCK>PLOT:2,BLOCK:8",2015,8.75,,4,2015-03-30T02:00:00Z,39.11,2015-10-14T02:00:00Z,217,2015-06-03T02:00:00Z,72.75,,17.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,21.1,2015-10-14T02:00:00Z,8.8,2015-10-14T02:00:00Z,3.1,2015-10-14T02:00:00Z,5.5,
19,3294785,BW2,Barley_Winter_JHI,63533,https://doi.org/10.15454/GKSIVK,FAO 3443,BLOCK>PLOT,,,,,11,22,"BLOCK>PLOT:19,BLOCK:7",2015,6.75,,3,2015-03-30T02:00:00Z,57.36,2015-10-08T02:00:00Z,212,2015-05-29T02:00:00Z,73.5,,12.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.8,2015-10-08T02:00:00Z,9.8,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,8.8,
36,3294686,BW2,Barley_Winter_JHI,63535,https://doi.org/10.15454/HVO8QP,FAO 3450,BLOCK>PLOT,,,,,11,15,"BLOCK>PLOT:36,BLOCK:6",2015,12.25,,3,2015-03-30T02:00:00Z,49.81,2015-10-01T02:00:00Z,217,2015-06-03T02:00:00Z,64.25,,7,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,24.4,2015-10-01T02:00:00Z,9.1,2015-10-01T02:00:00Z,3.6,2015-10-01T02:00:00Z,6,
8,3294761,BW2,Barley_Winter_JHI,63537,https://doi.org/10.15454/JY844B,HOR7985,BLOCK>PLOT,,,,,14,20,"BLOCK>PLOT:8,BLOCK:7",2015,9.25,,3,2015-03-30T02:00:00Z,62.92,2015-10-08T02:00:00Z,219,2015-06-05T02:00:00Z,69.25,,3.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,27.3,2015-10-08T02:00:00Z,9.6,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,9.5,
4,3294750,BW2,Barley_Winter_JHI,63538,https://doi.org/10.15454/OKH21P,HOR 8006,BLOCK>PLOT,,,,,3,20,"BLOCK>PLOT:4,BLOCK:3",2015,9.75,,3,2015-03-30T02:00:00Z,56.26,2015-10-08T02:00:00Z,219,2015-06-05T02:00:00Z,57.5,,4.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.6,2015-10-08T02:00:00Z,9.2,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,8.5,
30,3294810,BW2,Barley_Winter_JHI,63539,https://doi.org/10.15454/CV4AWE,HOR 8050,BLOCK>PLOT,,,,,8,24,"BLOCK>PLOT:30,BLOCK:7",2015,13.25,,4,2015-03-30T02:00:00Z,46.95,2015-10-08T02:00:00Z,215,2015-06-01T02:00:00Z,77.75,,6.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,20.5,2015-10-08T02:00:00Z,7.4,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,9.8,
49,3294969,BW2,Barley_Winter_JHI,63540,https://doi.org/10.15454/YATXWX,HOR 8113,BLOCK>PLOT,,,,,2,36,"BLOCK>PLOT:49,BLOCK:4",2015,9.75,,4,2015-03-30T02:00:00Z,73.51,2015-10-12T02:00:00Z,226,2015-06-12T02:00:00Z,74.25,,11,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,31,2015-10-12T02:00:00Z,10.3,2015-10-12T02:00:00Z,4,2015-10-12T02:00:00Z,8.8,
60,3294987,BW2,Barley_Winter_JHI,63541,https://doi.org/10.15454/1D9BGB,HOR 8160,BLOCK>PLOT,,,,,6,37,"BLOCK>PLOT:60,BLOCK:4",2015,9.5,,4,2015-03-30T02:00:00Z,56.2,2015-09-21T02:00:00Z,219,2015-06-05T02:00:00Z,62.5,,1,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,27.5,2015-09-21T02:00:00Z,10.2,2015-09-21T02:00:00Z,3.6,2015-09-21T02:00:00Z,8,
27,3294532,BW2,Barley_Winter_JHI,63559,https://doi.org/10.15454/KD8QCS,Jukag gedbori,BLOCK>PLOT,,,,,13,4,"BLOCK>PLOT:27,BLOCK:5",2015,10.75,,2,2015-03-30T02:00:00Z,39.21,2015-10-14T02:00:00Z,222,2015-06-08T02:00:00Z,87.75,,19.75,,1,2015-03-10T01:00:00Z,,,21.9,2015-10-14T02:00:00Z,9,2015-10-14T02:00:00Z,3.1,2015-10-14T02:00:00Z,8.3,
64,3295001,BW2,Barley_Winter_JHI,63560,https://doi.org/10.15454/YVL1CS,BCC33,BLOCK>PLOT,,,,,5,38,"BLOCK>PLOT:64,BLOCK:4",2015,12.5,,3,2015-03-30T02:00:00Z,58.84,2015-10-01T02:00:00Z,215,2015-06-01T02:00:00Z,62.25,,7.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,32.6,2015-10-01T02:00:00Z,12.3,2015-10-01T02:00:00Z,3.8,2015-10-01T02:00:00Z,7,
11,3294626,BW2,Barley_Winter_JHI,63561,https://doi.org/10.15454/AGX65C,BCC50,BLOCK>PLOT,,,,,7,11,"BLOCK>PLOT:11,BLOCK:2",2015,8.75,,3,2015-03-30T02:00:00Z,47.61,2015-10-01T02:00:00Z,205,2015-05-22T02:00:00Z,49.75,,7,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.2,2015-10-01T02:00:00Z,10,2015-10-01T02:00:00Z,3.4,2015-10-01T02:00:00Z,4.5,
64,3294609,BW2,Barley_Winter_JHI,63562,https://doi.org/10.15454/OCGZLZ,BCC53,BLOCK>PLOT,,,,,5,10,"BLOCK>PLOT:64,BLOCK:1",2015,9.5,,4,2015-03-30T02:00:00Z,47.49,2015-09-30T02:00:00Z,208,2015-05-25T02:00:00Z,41,,4.5,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,27.9,2015-09-30T02:00:00Z,11.1,2015-09-30T02:00:00Z,3.4,2015-09-30T02:00:00Z,5,
3,3295019,BW2,Barley_Winter_JHI,63562,https://doi.org/10.15454/OCGZLZ,BCC53,BLOCK>PLOT,,,,,8,39,"BLOCK>PLOT:3,BLOCK:10",2015,10.5,,4,2015-03-30T02:00:00Z,45.42,2015-10-01T02:00:00Z,208,2015-05-25T02:00:00Z,39.5,,6.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,26.9,2015-10-01T02:00:00Z,11.1,2015-10-01T02:00:00Z,3.4,2015-10-01T02:00:00Z,4.3,
20,3294923,BW2,Barley_Winter_JHI,63563,https://doi.org/10.15454/WHSMLD,BCC56,BLOCK>PLOT,,,,,8,32,"BLOCK>PLOT:20,BLOCK:8",2015,11.25,,4,2015-03-30T02:00:00Z,53.31,2015-10-14T02:00:00Z,212,2015-05-29T02:00:00Z,75.25,,13.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.7,2015-10-14T02:00:00Z,9.1,2015-10-14T02:00:00Z,3.7,2015-10-14T02:00:00Z,7.8,
66,3294747,BW2,Barley_Winter_JHI,63564,https://doi.org/10.15454/HLW7JE,BCC57,BLOCK>PLOT,,,,,14,19,"BLOCK>PLOT:66,BLOCK:6",2015,,,4,2015-03-30T02:00:00Z,,,219,2015-06-05T02:00:00Z,,,,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,,,,,,,,
54,3294981,BW2,Barley_Winter_JHI,63565,https://doi.org/10.15454/P6UCXM,BCC97,BLOCK>PLOT,,,,,14,36,"BLOCK>PLOT:54,BLOCK:8",2015,8.75,,3,2015-03-30T02:00:00Z,60.32,2015-10-01T02:00:00Z,210,2015-05-27T02:00:00Z,49.5,,7,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,32.1,2015-10-01T02:00:00Z,12.2,2015-10-01T02:00:00Z,3.7,2015-10-01T02:00:00Z,7.8,
48,3294842,BW2,Barley_Winter_JHI,63566,https://doi.org/10.15454/EGMAMK,BCC98,BLOCK>PLOT,,,,,12,26,"BLOCK>PLOT:48,BLOCK:7",2015,16.25,,3,2015-03-30T02:00:00Z,59.5,2015-10-14T02:00:00Z,208,2015-05-25T02:00:00Z,56.75,,6.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.1,2015-10-14T02:00:00Z,10.1,2015-10-14T02:00:00Z,3.8,2015-10-14T02:00:00Z,5.8,
9,3294891,BW2,Barley_Winter_JHI,63567,https://doi.org/10.15454/YMAZYQ,BCC99,BLOCK>PLOT,,,,,4,30,"BLOCK>PLOT:9,BLOCK:4",2015,11.5,,5,2015-03-30T02:00:00Z,51.16,2015-10-12T02:00:00Z,219,2015-06-05T02:00:00Z,55.25,,11.25,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.7,2015-10-12T02:00:00Z,9.5,2015-10-12T02:00:00Z,3.4,2015-10-12T02:00:00Z,6.3,
49,3294836,BW2,Barley_Winter_JHI,63568,https://doi.org/10.15454/CXRMLF,BCC100,BLOCK>PLOT,,,,,6,26,"BLOCK>PLOT:49,BLOCK:3",2015,9,,3,2015-03-30T02:00:00Z,49.27,2015-10-08T02:00:00Z,240,2015-06-26T02:00:00Z,80.75,,8.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.6,2015-10-08T02:00:00Z,9.1,2015-10-08T02:00:00Z,3.4,2015-10-08T02:00:00Z,8.3,
8,3294897,BW2,Barley_Winter_JHI,63569,https://doi.org/10.15454/N3PXVE,BCC101,BLOCK>PLOT,,,,,10,30,"BLOCK>PLOT:8,BLOCK:8",2015,11.25,,3,2015-03-30T02:00:00Z,58.61,2015-10-12T02:00:00Z,212,2015-05-29T02:00:00Z,67.5,,13,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.6,2015-10-12T02:00:00Z,11,2015-10-12T02:00:00Z,3.6,2015-10-12T02:00:00Z,4.8,
54,3294587,BW2,Barley_Winter_JHI,63570,https://doi.org/10.15454/3YZWOF,BCC102,BLOCK>PLOT,,,,,12,8,"BLOCK>PLOT:54,BLOCK:5",2015,13.25,,3,2015-03-30T02:00:00Z,56.93,2015-09-30T02:00:00Z,215,2015-06-01T02:00:00Z,56.25,,6.25,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.1,2015-09-30T02:00:00Z,10.7,2015-09-30T02:00:00Z,3.6,2015-09-30T02:00:00Z,6.5,
55,3294726,BW2,Barley_Winter_JHI,63571,https://doi.org/10.15454/UUQH8F,BCC104,BLOCK>PLOT,,,,,9,18,"BLOCK>PLOT:55,BLOCK:6",2015,10.25,,4,2015-03-30T02:00:00Z,57.37,2015-09-22T02:00:00Z,210,2015-05-27T02:00:00Z,39.5,,3.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,21.5,2015-09-22T02:00:00Z,9.3,2015-09-22T02:00:00Z,3.1,2015-09-22T02:00:00Z,5.3,
33,3294683,BW2,Barley_Winter_JHI,63572,https://doi.org/10.15454/WGQXOG,BCC109,BLOCK>PLOT,,,,,8,15,"BLOCK>PLOT:33,BLOCK:6",2015,12.5,,2,2015-03-30T02:00:00Z,55.85,2015-10-01T02:00:00Z,219,2015-06-05T02:00:00Z,67.25,,8.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.5,2015-10-01T02:00:00Z,11,2015-10-01T02:00:00Z,3.5,2015-10-01T02:00:00Z,7.3,
37,3294680,BW2,Barley_Winter_JHI,63573,https://doi.org/10.15454/EVVRLT,BCC163,BLOCK>PLOT,,,,,5,15,"BLOCK>PLOT:37,BLOCK:2",2015,10.5,,2,2015-03-30T02:00:00Z,58.11,2015-10-01T02:00:00Z,208,2015-05-25T02:00:00Z,69.5,,11.75,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25,2015-10-01T02:00:00Z,9,2015-10-01T02:00:00Z,3.7,2015-10-01T02:00:00Z,6.3,
36,3295079,BW2,Barley_Winter_JHI,63573,https://doi.org/10.15454/EVVRLT,BCC163,BLOCK>PLOT,,,,,13,43,"BLOCK>PLOT:36,BLOCK:10",2015,12,,3,2015-03-30T02:00:00Z,52.53,2015-09-21T02:00:00Z,210,2015-05-27T02:00:00Z,70.75,,12.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.3,2015-09-21T02:00:00Z,10.4,2015-09-21T02:00:00Z,3.6,2015-09-21T02:00:00Z,6.8,
14,3294499,BW2,Barley_Winter_JHI,63574,https://doi.org/10.15454/OH0XEW,BCC164,BLOCK>PLOT,,,,,7,2,"BLOCK>PLOT:14,BLOCK:1",2015,9.25,,2,2015-03-30T02:00:00Z,34.44,2015-10-12T02:00:00Z,217,2015-06-03T02:00:00Z,51.75,,7.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,22.8,2015-10-12T02:00:00Z,9.9,2015-10-12T02:00:00Z,3.1,2015-10-12T02:00:00Z,3.8,
26,3294792,BW2,Barley_Winter_JHI,63575,https://doi.org/10.15454/SLKQII,BCC165,BLOCK>PLOT,,,,,4,23,"BLOCK>PLOT:26,BLOCK:3",2015,16.5,,4,2015-03-30T02:00:00Z,57.05,2015-10-08T02:00:00Z,208,2015-05-25T02:00:00Z,72,,14,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,27.4,2015-10-08T02:00:00Z,9.9,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,5.5,
20,3294649,BW2,Barley_Winter_JHI,63576,https://doi.org/10.15454/SYTJOM,BCC166,BLOCK>PLOT,,,,,2,13,"BLOCK>PLOT:20,BLOCK:2",2015,10.5,,2,2015-03-30T02:00:00Z,39.56,2015-10-14T02:00:00Z,210,2015-05-27T02:00:00Z,54.75,,11,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,22.8,2015-10-14T02:00:00Z,9.7,2015-10-14T02:00:00Z,3.2,2015-10-14T02:00:00Z,3.8,
25,3295062,BW2,Barley_Winter_JHI,63576,https://doi.org/10.15454/SYTJOM,BCC166,BLOCK>PLOT,,,,,9,42,"BLOCK>PLOT:25,BLOCK:10",2015,13.25,,4,2015-03-30T02:00:00Z,39.17,2015-09-21T02:00:00Z,212,2015-05-29T02:00:00Z,53.25,,8,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.2,2015-09-21T02:00:00Z,10.8,2015-09-21T02:00:00Z,3.3,2015-09-21T02:00:00Z,4.5,
3,3294480,BW2,Barley_Winter_JHI,63577,https://doi.org/10.15454/N58GHQ,BCC186,BLOCK>PLOT,,,,,3,1,"BLOCK>PLOT:3,BLOCK:1",2015,11,,1,2015-03-30T02:00:00Z,50.52,2015-09-30T02:00:00Z,224,2015-06-10T02:00:00Z,81.25,,16,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,24.9,2015-09-30T02:00:00Z,10.1,2015-09-30T02:00:00Z,3.5,2015-09-30T02:00:00Z,7.8,
49,3295099,BW2,Barley_Winter_JHI,63577,https://doi.org/10.15454/N58GHQ,BCC186,BLOCK>PLOT,,,,,5,45,"BLOCK>PLOT:49,BLOCK:9",2015,10,,2,2015-03-30T02:00:00Z,46.84,2015-09-21T02:00:00Z,225,2015-06-11T02:00:00Z,82.75,,12.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.1,2015-09-21T02:00:00Z,10.3,2015-09-21T02:00:00Z,3.4,2015-09-21T02:00:00Z,7.3,
49,3294976,BW2,Barley_Winter_JHI,63578,https://doi.org/10.15454/GN6VPH,BCC187,BLOCK>PLOT,,,,,9,36,"BLOCK>PLOT:49,BLOCK:8",2015,11,,2,2015-03-30T02:00:00Z,47.3,2015-10-01T02:00:00Z,229,2015-06-15T02:00:00Z,86.25,,10.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.1,2015-10-01T02:00:00Z,10,2015-10-01T02:00:00Z,3.5,2015-10-01T02:00:00Z,8,
39,3294953,BW2,Barley_Winter_JHI,63579,https://doi.org/10.15454/JRMRPG,BCC188,BLOCK>PLOT,,,,,13,34,"BLOCK>PLOT:39,BLOCK:8",2015,11.75,,2,2015-03-30T02:00:00Z,47.83,2015-10-12T02:00:00Z,226,2015-06-12T02:00:00Z,87.25,,16,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,23.4,2015-10-12T02:00:00Z,9,2015-10-12T02:00:00Z,3.4,2015-10-12T02:00:00Z,8.3,
42,3294822,BW2,Barley_Winter_JHI,63580,https://doi.org/10.15454/AET5QZ,BCC189,BLOCK>PLOT,,,,,6,25,"BLOCK>PLOT:42,BLOCK:3",2015,10.5,,2,2015-03-30T02:00:00Z,39.71,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,93,,13.5,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,20.5,2015-10-08T02:00:00Z,8.7,2015-10-08T02:00:00Z,3.2,2015-10-08T02:00:00Z,8.5,
20,3294916,BW2,Barley_Winter_JHI,63581,https://doi.org/10.15454/SRY8OJ,BCC191,BLOCK>PLOT,,,,,1,32,"BLOCK>PLOT:20,BLOCK:4",2015,11.75,,4,2015-03-30T02:00:00Z,39.9,2015-10-08T02:00:00Z,215,2015-06-01T02:00:00Z,38.75,,-1,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,20.4,2015-10-08T02:00:00Z,8.3,2015-10-08T02:00:00Z,3.2,2015-10-08T02:00:00Z,5.5,
11,3295034,BW2,Barley_Winter_JHI,63581,https://doi.org/10.15454/SRY8OJ,BCC191,BLOCK>PLOT,,,,,9,40,"BLOCK>PLOT:11,BLOCK:10",2015,10,,3,2015-03-30T02:00:00Z,44.5,2015-09-21T02:00:00Z,225,2015-06-11T02:00:00Z,94.75,,10.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,24.2,2015-09-21T02:00:00Z,10.9,2015-09-21T02:00:00Z,3.3,2015-09-21T02:00:00Z,10.8,
58,3294729,BW2,Barley_Winter_JHI,63582,https://doi.org/10.15454/BHAXRS,BCC193,BLOCK>PLOT,,,,,12,18,"BLOCK>PLOT:58,BLOCK:6",2015,9.5,,5,2015-03-30T02:00:00Z,43.21,2015-10-01T02:00:00Z,210,2015-05-27T02:00:00Z,49.75,,9,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.7,2015-10-01T02:00:00Z,9.1,2015-10-01T02:00:00Z,3.3,2015-10-01T02:00:00Z,6.8,
17,3294646,BW2,Barley_Winter_JHI,63583,https://doi.org/10.15454/DRWPA5,BCC194,BLOCK>PLOT,,,,,13,12,"BLOCK>PLOT:17,BLOCK:6",2015,12,,4,2015-03-30T02:00:00Z,65.76,2015-10-01T02:00:00Z,215,2015-06-01T02:00:00Z,47,,1.25,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.6,2015-10-01T02:00:00Z,10.4,2015-10-01T02:00:00Z,3.7,2015-10-01T02:00:00Z,5.5,
10,3295026,BW2,Barley_Winter_JHI,63583,https://doi.org/10.15454/DRWPA5,BCC194,BLOCK>PLOT,,,,,1,40,"BLOCK>PLOT:10,BLOCK:9",2015,12,,4,2015-03-30T02:00:00Z,62.04,2015-10-26T01:00:00Z,219,2015-06-05T02:00:00Z,48.75,,2.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,31.4,2015-10-26T01:00:00Z,12,2015-10-26T01:00:00Z,3.6,2015-10-26T01:00:00Z,6.8,
50,3294583,BW2,Barley_Winter_JHI,63584,https://doi.org/10.15454/UCE2TE,BCC196,BLOCK>PLOT,,,,,8,8,"BLOCK>PLOT:50,BLOCK:5",2015,13.25,,3,2015-03-30T02:00:00Z,56.19,2015-10-08T02:00:00Z,215,2015-06-01T02:00:00Z,43.5,,2.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,27.9,2015-10-08T02:00:00Z,10.3,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,6.3,
17,3294516,BW2,Barley_Winter_JHI,63585,https://doi.org/10.15454/ZPGTAU,BCC198,BLOCK>PLOT,,,,,10,3,"BLOCK>PLOT:17,BLOCK:5",2015,8.75,,2,2015-03-30T02:00:00Z,55.84,2015-09-22T02:00:00Z,209,2015-05-26T02:00:00Z,52,,5.5,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.8,2015-09-22T02:00:00Z,11.1,2015-09-22T02:00:00Z,3.8,2015-09-22T02:00:00Z,7.5,
5,3295014,BW2,Barley_Winter_JHI,63585,https://doi.org/10.15454/ZPGTAU,BCC198,BLOCK>PLOT,,,,,3,39,"BLOCK>PLOT:5,BLOCK:9",2015,8.25,,5,2015-03-30T02:00:00Z,55.21,2015-09-21T02:00:00Z,210,2015-05-27T02:00:00Z,50.25,,6.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.2,2015-09-21T02:00:00Z,11.4,2015-09-21T02:00:00Z,3.6,2015-09-21T02:00:00Z,8.3,
10,3294625,BW2,Barley_Winter_JHI,63586,https://doi.org/10.15454/H4HUBW,BCC199,BLOCK>PLOT,,,,,6,11,"BLOCK>PLOT:10,BLOCK:2",2015,7.75,,3,2015-03-30T02:00:00Z,60.77,2015-10-01T02:00:00Z,212,2015-05-29T02:00:00Z,56.75,,6.25,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.2,2015-10-01T02:00:00Z,10.7,2015-10-01T02:00:00Z,3.7,2015-10-01T02:00:00Z,5.3,
20,3294656,BW2,Barley_Winter_JHI,63587,https://doi.org/10.15454/WRQQNR,BCC20,BLOCK>PLOT,,,,,9,13,"BLOCK>PLOT:20,BLOCK:6",2015,9.25,,2,2015-03-30T02:00:00Z,64.4,2015-10-01T02:00:00Z,227,2015-06-13T02:00:00Z,76.75,,13.25,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.5,2015-10-01T02:00:00Z,9.8,2015-10-01T02:00:00Z,4,2015-10-01T02:00:00Z,8.5,
30,3295060,BW2,Barley_Winter_JHI,63587,https://doi.org/10.15454/WRQQNR,BCC20,BLOCK>PLOT,,,,,7,42,"BLOCK>PLOT:30,BLOCK:9",2015,7,,3,2015-03-30T02:00:00Z,66.77,2015-09-21T02:00:00Z,225,2015-06-11T02:00:00Z,82.75,,12,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,32.2,2015-09-21T02:00:00Z,11.6,2015-09-21T02:00:00Z,4,2015-09-21T02:00:00Z,8.8,
63,3294864,BW2,Barley_Winter_JHI,63589,https://doi.org/10.15454/NGJ1OP,BCC203,BLOCK>PLOT,,,,,6,28,"BLOCK>PLOT:63,BLOCK:3",2015,10.5,,2,2015-03-30T02:00:00Z,58.42,2015-10-26T01:00:00Z,219,2015-06-05T02:00:00Z,75,,6.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.6,2015-10-26T01:00:00Z,11.3,2015-10-26T01:00:00Z,3.5,2015-10-26T01:00:00Z,7.8,
